apartment_id,tower_id,block_name,floor_number,unit_number,apartment_type,square_feet,occupancy_status,purchase_year,dataset_version
T02-F18-U08,T02,B,18.0,8,1BHK,437.0,Vacant,2014.0,v1.0.0
T02-F19-U01,T02,B,19.0,1,3BHK,1624.0,Occupied,2020.0,v1.0.0
T02-F19-U02,T02,B,19.0,2,3BHK,1789.0,Occupied,2006.0,v1.0.0
T02-F19-U03,T02,B,19.0,3,2BHK,1067.0,Occupied,2022.0,v1.0.0
T02-F19-U04,T02,B,19.0,4,2BHK,,Occupied,2015.0,v1.0.0
T02-F19-U05,T02,B,19.0,5,2BHK,904.0,Vacant,2007.0,v1.0.0
T02-F19-U06,T02,B,19.0,6,1BHK,475.0,Occupied,2020.0,v1.0.0
T02-F19-U07,T02,B,19.0,7,1BHK,402.0,Occupied,2003.0,v1.0.0
T02-F19-U08,T02,B,19.0,8,1BHK,617.0,Occupied,2007.0,v1.0.0
T02-F20-U01,T02,B,20.0,1,Penthouse,1980.0,Occupied,2022.0,v1.0.0
T02-F20-U02,T02,B,20.0,2,Penthouse,2330.0,Occupied,2014.0,v1.0.0
T02-F20-U03,T02,B,20.0,3,2BHK,725.0,,2017.0,v1.0.0
T02-F20-U04,T02,B,20.0,4,2BHK,,Occupied,2003.0,v1.0.0
T02-F20-U05,T02,B,20.0,5,2BHK,933.0,Occupied,2004.0,v1.0.0
T02-F20-U06,T02,B,20.0,6,1BHK,637.0,Vacant,2021.0,v1.0.0
T02-F20-U07,T02,B,20.0,7,1BHK,671.0,Occupied,2017.0,v1.0.0
T02-F20-U08,T02,B,20.0,8,1BHK,562.0,Occupied,2014.0,v1.0.0
T03-F01-U01,T03,C,,1,3BHK,1716.0,Occupied,2013.0,v1.0.0
T03-F01-U02,T03,C,1.0,2,3BHK,1761.0,Vacant,2014.0,v1.0.0
T03-F01-U03,T03,C,1.0,3,2BHK,1159.0,Occupied,2005.0,v1.0.0
T03-F01-U04,T03,C,1.0,4,2BHK,1080.0,Vacant,2015.0,v1.0.0
T03-F01-U05,T03,C,1.0,5,,930.0,Occupied,2008.0,v1.0.0
T03-F01-U06,T03,C,1.0,6,1BHK,526.0,Vacant,2020.0,v1.0.0
T03-F01-U07,T03,C,1.0,7,1BHK,541.0,Occupied,,v1.0.0
T03-F01-U08,T03,C,1.0,8,1BHK,648.0,Vacant,,v1.0.0
T03-F02-U01,T03,C,2.0,1,3BHK,,Occupied,2008.0,v1.0.0
T03-F02-U02,T03,C,2.0,2,3BHK,1650.0,Occupied,2002.0,v1.0.0
T03-F02-U03,T03,C,2.0,3,2BHK,1065.0,Occupied,2009.0,v1.0.0
T03-F02-U04,T03,C,2.0,4,2BHK,820.0,Occupied,2008.0,v1.0.0
T03-F02-U05,T03,C,2.0,5,2BHK,871.0,Occupied,2010.0,v1.0.0
T03-F02-U06,T03,C,2.0,6,1BHK,,Vacant,2002.0,v1.0.0
T03-F02-U07,T03,C,2.0,7,1BHK,470.0,Occupied,2004.0,v1.0.0
T03-F02-U08,T03,C,2.0,8,1BHK,,Occupied,2012.0,v1.0.0
T03-F03-U01,T03,C,,1,3BHK,1356.0,Occupied,2022.0,v1.0.0
T03-F03-U02,T03,C,3.0,2,3BHK,1419.0,Vacant,2002.0,v1.0.0
T03-F03-U03,T03,C,3.0,3,2BHK,912.0,Occupied,2013.0,v1.0.0
T03-F03-U04,T03,C,3.0,4,2BHK,869.0,Occupied,2017.0,v1.0.0
T03-F03-U05,T03,C,3.0,5,2BHK,938.0,Occupied,2013.0,v1.0.0
T03-F03-U06,T03,C,3.0,6,1BHK,,Occupied,2006.0,v1.0.0
T03-F03-U07,T03,C,3.0,7,1BHK,615.0,Occupied,2012.0,v1.0.0
T03-F03-U08,T03,C,3.0,8,1BHK,,Occupied,2022.0,v1.0.0
T03-F04-U01,T03,C,4.0,1,3BHK,1220.0,Occupied,2018.0,v1.0.0
T03-F04-U02,T03,C,4.0,2,3BHK,1589.0,Occupied,2015.0,v1.0.0
T03-F04-U03,T03,C,4.0,3,2BHK,703.0,Occupied,2011.0,v1.0.0
T03-F04-U04,T03,C,4.0,4,2BHK,852.0,Occupied,2012.0,v1.0.0
T03-F04-U05,T03,C,4.0,5,2BHK,1136.0,Vacant,2013.0,v1.0.0
T03-F04-U06,T03,C,4.0,6,1BHK,675.0,Occupied,2023.0,v1.0.0
T03-F04-U07,T03,C,4.0,7,1BHK,679.0,Occupied,2019.0,v1.0.0
T03-F04-U08,T03,C,4.0,8,1BHK,512.0,Occupied,2015.0,v1.0.0
T03-F05-U01,T03,C,5.0,1,3BHK,1424.0,Occupied,2008.0,v1.0.0
T03-F05-U02,T03,C,5.0,2,,1646.0,Vacant,2015.0,v1.0.0
T03-F05-U03,T03,C,5.0,3,2BHK,714.0,Vacant,2012.0,v1.0.0
T03-F05-U04,T03,C,5.0,4,2BHK,872.0,Occupied,2021.0,v1.0.0
T03-F05-U05,T03,C,5.0,5,2BHK,1047.0,Occupied,2012.0,v1.0.0
T03-F05-U06,T03,C,5.0,6,1BHK,484.0,Occupied,2014.0,v1.0.0
T03-F05-U07,T03,C,5.0,7,1BHK,465.0,Occupied,2019.0,v1.0.0
T03-F05-U08,T03,C,5.0,8,1BHK,673.0,Occupied,2000.0,v1.0.0
T03-F06-U01,T03,C,6.0,1,3BHK,1603.0,Occupied,2018.0,v1.0.0
T03-F06-U02,T03,C,6.0,2,3BHK,1777.0,Occupied,2021.0,v1.0.0
T03-F06-U03,T03,C,6.0,3,2BHK,713.0,Occupied,2002.0,v1.0.0
T03-F06-U04,T03,C,6.0,4,2BHK,1029.0,Occupied,2013.0,v1.0.0
T03-F06-U05,T03,C,6.0,5,2BHK,769.0,Occupied,2014.0,v1.0.0
T03-F06-U06,T03,C,6.0,6,1BHK,493.0,Occupied,2001.0,v1.0.0
T03-F06-U07,T03,C,6.0,7,1BHK,533.0,Occupied,2012.0,v1.0.0
T03-F06-U08,T03,C,6.0,8,1BHK,567.0,Vacant,2006.0,v1.0.0
T03-F07-U01,T03,C,7.0,1,3BHK,1665.0,Occupied,2010.0,v1.0.0
T03-F07-U02,T03,C,7.0,2,3BHK,1545.0,Occupied,2012.0,v1.0.0
T03-F07-U03,T03,C,7.0,3,2BHK,842.0,Vacant,2013.0,v1.0.0
T03-F07-U04,T03,C,7.0,4,2BHK,829.0,,2002.0,v1.0.0
T03-F07-U05,T03,C,7.0,5,2BHK,940.0,Occupied,2000.0,v1.0.0
T03-F07-U06,T03,C,7.0,6,1BHK,676.0,Occupied,2001.0,v1.0.0
T03-F07-U07,T03,C,7.0,7,1BHK,579.0,Occupied,2007.0,v1.0.0
T03-F07-U08,T03,C,7.0,8,1BHK,435.0,Occupied,2020.0,v1.0.0
T03-F08-U01,T03,C,8.0,1,3BHK,1241.0,Occupied,2000.0,v1.0.0
T03-F08-U02,T03,C,8.0,2,3BHK,1453.0,Occupied,2006.0,v1.0.0
T03-F08-U03,T03,C,8.0,3,2BHK,1129.0,Occupied,,v1.0.0
T03-F08-U04,T03,C,8.0,4,2BHK,1018.0,Vacant,2004.0,v1.0.0
T03-F08-U05,T03,C,8.0,5,2BHK,822.0,Occupied,2004.0,v1.0.0
T03-F08-U06,T03,C,8.0,6,1BHK,642.0,Occupied,2021.0,v1.0.0
T03-F08-U07,T03,C,8.0,7,1BHK,458.0,Occupied,2018.0,v1.0.0
T03-F08-U08,T03,C,8.0,8,1BHK,511.0,Occupied,2014.0,v1.0.0
T03-F09-U01,T03,C,9.0,1,3BHK,1462.0,Occupied,2011.0,v1.0.0
T03-F09-U02,T03,C,9.0,2,3BHK,1371.0,Occupied,2019.0,v1.0.0
T03-F09-U03,T03,C,9.0,3,2BHK,1010.0,Occupied,2023.0,v1.0.0
T03-F09-U04,T03,C,9.0,4,2BHK,1067.0,Occupied,,v1.0.0
T03-F09-U05,T03,C,9.0,5,2BHK,1098.0,Occupied,2005.0,v1.0.0
T03-F09-U06,T03,C,,6,1BHK,559.0,Occupied,2003.0,v1.0.0
T03-F09-U07,T03,C,9.0,7,1BHK,696.0,,2000.0,v1.0.0
T03-F09-U08,T03,C,,8,1BHK,559.0,Occupied,2018.0,v1.0.0
T03-F10-U01,T03,C,,1,3BHK,1584.0,Vacant,2012.0,v1.0.0
T03-F10-U02,T03,C,10.0,2,3BHK,1403.0,Vacant,2002.0,v1.0.0
T03-F10-U03,T03,C,10.0,3,2BHK,1003.0,Occupied,2022.0,v1.0.0
T03-F10-U04,T03,C,10.0,4,2BHK,1125.0,Occupied,2020.0,v1.0.0
T03-F10-U05,T03,C,10.0,5,2BHK,824.0,Occupied,2003.0,v1.0.0
T03-F10-U06,T03,C,10.0,6,1BHK,554.0,Occupied,2021.0,v1.0.0
T03-F10-U07,T03,C,10.0,7,1BHK,461.0,Occupied,2018.0,v1.0.0
T03-F10-U08,T03,C,10.0,8,1BHK,421.0,Occupied,2011.0,v1.0.0
T03-F11-U01,T03,C,11.0,1,3BHK,1745.0,Vacant,2013.0,v1.0.0
T03-F11-U02,T03,C,11.0,2,3BHK,1579.0,Occupied,2002.0,v1.0.0
T03-F11-U03,T03,C,11.0,3,2BHK,959.0,Occupied,2020.0,v1.0.0
T03-F11-U04,T03,C,11.0,4,2BHK,874.0,Occupied,2000.0,v1.0.0
T03-F11-U05,T03,C,11.0,5,2BHK,1134.0,Occupied,2013.0,v1.0.0
T03-F11-U06,T03,C,11.0,6,1BHK,650.0,Occupied,2003.0,v1.0.0
T03-F11-U07,T03,C,11.0,7,1BHK,,Occupied,2011.0,v1.0.0
T03-F11-U08,T03,C,11.0,8,1BHK,635.0,Occupied,2022.0,v1.0.0
T03-F12-U01,T03,C,12.0,1,3BHK,1356.0,Occupied,2013.0,v1.0.0
T03-F12-U02,T03,C,12.0,2,3BHK,1380.0,Occupied,,v1.0.0
T03-F12-U03,T03,C,12.0,3,,967.0,Occupied,2020.0,v1.0.0
T03-F12-U04,T03,C,12.0,4,2BHK,838.0,Occupied,2019.0,v1.0.0
T03-F12-U05,T03,C,12.0,5,2BHK,1113.0,Vacant,2017.0,v1.0.0
T03-F12-U06,T03,C,12.0,6,1BHK,647.0,Occupied,2014.0,v1.0.0
T03-F12-U07,T03,C,12.0,7,1BHK,623.0,Occupied,2023.0,v1.0.0
T03-F12-U08,T03,C,12.0,8,1BHK,537.0,Occupied,2010.0,v1.0.0
T03-F13-U01,T03,C,13.0,1,3BHK,1451.0,Vacant,2002.0,v1.0.0
T03-F13-U02,T03,C,,2,3BHK,1485.0,Occupied,2014.0,v1.0.0
T03-F13-U03,T03,C,13.0,3,2BHK,824.0,Vacant,2014.0,v1.0.0
T03-F13-U04,T03,C,13.0,4,2BHK,991.0,Occupied,2019.0,v1.0.0
T03-F13-U05,T03,C,13.0,5,,1042.0,Occupied,2012.0,v1.0.0
T03-F13-U06,T03,C,13.0,6,1BHK,572.0,Occupied,,v1.0.0
T03-F13-U07,T03,C,13.0,7,1BHK,653.0,Occupied,2010.0,v1.0.0
T03-F13-U08,T03,C,13.0,8,1BHK,493.0,Occupied,2015.0,v1.0.0
T03-F14-U01,T03,C,14.0,1,3BHK,1417.0,Occupied,,v1.0.0
T03-F14-U02,T03,C,14.0,2,3BHK,1464.0,Occupied,2010.0,v1.0.0
T03-F14-U03,T03,C,14.0,3,2BHK,843.0,Occupied,2019.0,v1.0.0
T03-F14-U04,T03,C,14.0,4,2BHK,1059.0,Occupied,2008.0,v1.0.0
T03-F14-U05,T03,C,14.0,5,2BHK,984.0,Vacant,2000.0,v1.0.0
T03-F14-U06,T03,C,14.0,6,1BHK,664.0,Occupied,2006.0,v1.0.0
T03-F14-U07,T03,C,14.0,7,1BHK,443.0,Occupied,,v1.0.0
T03-F14-U08,T03,C,,8,1BHK,608.0,Occupied,2015.0,v1.0.0
T03-F15-U01,T03,C,15.0,1,3BHK,1768.0,Vacant,2007.0,v1.0.0
T03-F15-U02,T03,C,15.0,2,3BHK,1687.0,Occupied,2020.0,v1.0.0
T03-F15-U03,T03,C,15.0,3,2BHK,1064.0,Vacant,2015.0,v1.0.0
T03-F15-U04,T03,C,15.0,4,2BHK,929.0,Occupied,2000.0,v1.0.0
T03-F15-U05,T03,C,15.0,5,2BHK,747.0,Occupied,2009.0,v1.0.0
T03-F15-U06,T03,C,15.0,6,1BHK,513.0,Occupied,2012.0,v1.0.0
T03-F15-U07,T03,C,15.0,7,1BHK,524.0,Occupied,2009.0,v1.0.0
T03-F15-U08,T03,C,15.0,8,1BHK,697.0,Occupied,2011.0,v1.0.0
T03-F16-U01,T03,C,16.0,1,3BHK,1684.0,Occupied,2017.0,v1.0.0
T03-F16-U02,T03,C,16.0,2,3BHK,1743.0,Occupied,2011.0,v1.0.0
T03-F16-U03,T03,C,16.0,3,,917.0,Occupied,2023.0,v1.0.0
T03-F16-U04,T03,C,16.0,4,2BHK,981.0,Occupied,2010.0,v1.0.0
T03-F16-U05,T03,C,16.0,5,2BHK,,Occupied,2022.0,v1.0.0
T03-F16-U06,T03,C,16.0,6,1BHK,632.0,Vacant,2008.0,v1.0.0
T03-F16-U07,T03,C,16.0,7,1BHK,556.0,Occupied,2008.0,v1.0.0
T03-F16-U08,T03,C,16.0,8,1BHK,518.0,Occupied,,v1.0.0
T03-F17-U01,T03,C,17.0,1,3BHK,1397.0,Occupied,2010.0,v1.0.0
T03-F17-U02,T03,C,17.0,2,3BHK,1322.0,Occupied,2023.0,v1.0.0
T03-F17-U03,T03,C,17.0,3,2BHK,974.0,Occupied,2022.0,v1.0.0
T03-F17-U04,T03,C,17.0,4,,794.0,Occupied,2006.0,v1.0.0
T03-F17-U05,T03,C,17.0,5,2BHK,810.0,Occupied,2023.0,v1.0.0
T03-F17-U06,T03,C,17.0,6,1BHK,647.0,Occupied,2008.0,v1.0.0
T03-F17-U07,T03,C,17.0,7,1BHK,668.0,Occupied,2019.0,v1.0.0
T03-F17-U08,T03,C,17.0,8,1BHK,544.0,Occupied,2003.0,v1.0.0
T03-F18-U01,T03,C,18.0,1,3BHK,1398.0,Occupied,2009.0,v1.0.0
T03-F18-U02,T03,C,18.0,2,3BHK,1432.0,Occupied,2011.0,v1.0.0
T03-F18-U03,T03,C,18.0,3,,791.0,Occupied,2009.0,v1.0.0
T03-F18-U04,T03,C,18.0,4,,707.0,Occupied,2022.0,v1.0.0
T03-F18-U05,T03,C,18.0,5,2BHK,973.0,Occupied,2004.0,v1.0.0
T03-F18-U06,T03,C,18.0,6,1BHK,540.0,Vacant,2001.0,v1.0.0
T03-F18-U07,T03,C,18.0,7,1BHK,427.0,Occupied,2017.0,v1.0.0
T03-F18-U08,T03,C,18.0,8,1BHK,,Occupied,2022.0,v1.0.0
T03-F19-U01,T03,C,,1,3BHK,1329.0,,,v1.0.0
T03-F19-U02,T03,C,19.0,2,3BHK,,Occupied,2003.0,v1.0.0
T03-F19-U03,T03,C,19.0,3,2BHK,1146.0,,2000.0,v1.0.0
T03-F19-U04,T03,C,,4,2BHK,993.0,Occupied,2009.0,v1.0.0
T03-F19-U05,T03,C,19.0,5,2BHK,940.0,Occupied,2015.0,v1.0.0
T03-F19-U06,T03,C,19.0,6,1BHK,625.0,Occupied,2010.0,v1.0.0
T03-F19-U07,T03,C,,7,1BHK,494.0,Occupied,2001.0,v1.0.0
T03-F19-U08,T03,C,19.0,8,1BHK,529.0,Occupied,2015.0,v1.0.0
T03-F20-U01,T03,C,20.0,1,Penthouse,1916.0,Occupied,2002.0,v1.0.0
T03-F20-U02,T03,C,20.0,2,Penthouse,2210.0,Occupied,2015.0,v1.0.0
T03-F20-U03,T03,C,20.0,3,,737.0,Occupied,2018.0,v1.0.0
T03-F20-U04,T03,C,20.0,4,2BHK,1022.0,Vacant,,v1.0.0
T03-F20-U05,T03,C,20.0,5,2BHK,,Occupied,2004.0,v1.0.0
T03-F20-U06,T03,C,20.0,6,1BHK,476.0,Vacant,2018.0,v1.0.0
T03-F20-U07,T03,C,20.0,7,1BHK,,Vacant,2002.0,v1.0.0
T03-F20-U08,T03,C,20.0,8,1BHK,527.0,Occupied,2003.0,v1.0.0
T04-F01-U01,T04,D,1.0,1,3BHK,1771.0,Occupied,2013.0,v1.0.0
T04-F01-U02,T04,D,1.0,2,3BHK,1431.0,Occupied,2016.0,v1.0.0
T04-F01-U03,T04,D,1.0,3,2BHK,894.0,Occupied,2014.0,v1.0.0
T04-F01-U04,T04,D,1.0,4,2BHK,1165.0,Vacant,2014.0,v1.0.0
T04-F01-U05,T04,D,1.0,5,2BHK,852.0,Occupied,2018.0,v1.0.0
T04-F01-U06,T04,D,1.0,6,1BHK,619.0,Occupied,2009.0,v1.0.0
T04-F01-U07,T04,D,1.0,7,1BHK,691.0,Occupied,2019.0,v1.0.0
T04-F01-U08,T04,D,1.0,8,1BHK,430.0,Occupied,2019.0,v1.0.0
T04-F02-U01,T04,D,2.0,1,3BHK,,,2006.0,v1.0.0
T04-F02-U02,T04,D,2.0,2,3BHK,1416.0,Occupied,2008.0,v1.0.0
T04-F02-U03,T04,D,2.0,3,2BHK,1038.0,Occupied,2002.0,v1.0.0
T04-F02-U04,T04,D,2.0,4,2BHK,780.0,Vacant,2007.0,v1.0.0
T04-F02-U05,T04,D,2.0,5,2BHK,,Occupied,2017.0,v1.0.0
T04-F02-U06,T04,D,2.0,6,1BHK,438.0,Vacant,2005.0,v1.0.0
T04-F02-U07,T04,D,2.0,7,1BHK,401.0,Occupied,2013.0,v1.0.0
T04-F02-U08,T04,D,2.0,8,1BHK,630.0,Occupied,2022.0,v1.0.0
T04-F03-U01,T04,D,3.0,1,3BHK,1681.0,Occupied,2009.0,v1.0.0
T04-F03-U02,T04,D,3.0,2,3BHK,1233.0,Occupied,2007.0,v1.0.0
T04-F03-U03,T04,D,3.0,3,2BHK,847.0,Occupied,2022.0,v1.0.0
T04-F03-U04,T04,D,3.0,4,2BHK,844.0,Occupied,2022.0,v1.0.0
T04-F03-U05,T04,D,3.0,5,2BHK,1140.0,Vacant,2014.0,v1.0.0
T04-F03-U06,T04,D,3.0,6,1BHK,436.0,Occupied,2021.0,v1.0.0
T04-F03-U07,T04,D,3.0,7,1BHK,519.0,Vacant,2008.0,v1.0.0
T04-F03-U08,T04,D,3.0,8,1BHK,501.0,Occupied,2013.0,v1.0.0
T04-F04-U01,T04,D,4.0,1,3BHK,1317.0,Occupied,2017.0,v1.0.0
T04-F04-U02,T04,D,4.0,2,3BHK,1430.0,Occupied,2020.0,v1.0.0
T04-F04-U03,T04,D,4.0,3,2BHK,776.0,Occupied,,v1.0.0
T04-F04-U04,T04,D,,4,2BHK,1123.0,Vacant,2004.0,v1.0.0
T04-F04-U05,T04,D,4.0,5,2BHK,736.0,Occupied,2001.0,v1.0.0
T04-F04-U06,T04,D,4.0,6,1BHK,484.0,Occupied,2009.0,v1.0.0
T04-F04-U07,T04,D,4.0,7,1BHK,691.0,Occupied,,v1.0.0
T04-F04-U08,T04,D,4.0,8,1BHK,624.0,Occupied,2003.0,v1.0.0
T04-F05-U01,T04,D,5.0,1,3BHK,1679.0,Occupied,2022.0,v1.0.0
T04-F05-U02,T04,D,5.0,2,3BHK,1511.0,Occupied,2022.0,v1.0.0
T04-F05-U03,T04,D,,3,2BHK,906.0,Occupied,2008.0,v1.0.0
T04-F05-U04,T04,D,5.0,4,2BHK,956.0,Occupied,2017.0,v1.0.0
T04-F05-U05,T04,D,5.0,5,2BHK,952.0,Occupied,2014.0,v1.0.0
T04-F05-U06,T04,D,5.0,6,1BHK,,Occupied,2019.0,v1.0.0
T04-F05-U07,T04,D,5.0,7,1BHK,420.0,Occupied,2013.0,v1.0.0
T04-F05-U08,T04,D,5.0,8,1BHK,565.0,Occupied,2019.0,v1.0.0
T04-F06-U01,T04,D,6.0,1,3BHK,1456.0,Occupied,2000.0,v1.0.0
T04-F06-U02,T04,D,6.0,2,3BHK,1293.0,Occupied,2007.0,v1.0.0
T04-F06-U03,T04,D,6.0,3,2BHK,1192.0,Vacant,2021.0,v1.0.0
T04-F06-U04,T04,D,6.0,4,2BHK,1128.0,Occupied,2018.0,v1.0.0
T04-F06-U05,T04,D,6.0,5,2BHK,1000.0,Occupied,2000.0,v1.0.0
T04-F06-U06,T04,D,6.0,6,1BHK,537.0,,,v1.0.0
T04-F06-U07,T04,D,6.0,7,1BHK,420.0,Vacant,2005.0,v1.0.0
T04-F06-U08,T04,D,6.0,8,1BHK,640.0,Occupied,,v1.0.0
T04-F07-U01,T04,D,7.0,1,3BHK,1652.0,Occupied,2008.0,v1.0.0
T04-F07-U02,T04,D,7.0,2,3BHK,1385.0,Occupied,2018.0,v1.0.0
T04-F07-U03,T04,D,7.0,3,2BHK,923.0,Occupied,,v1.0.0
T04-F07-U04,T04,D,7.0,4,2BHK,1116.0,Occupied,2015.0,v1.0.0
T04-F07-U05,T04,D,7.0,5,2BHK,1196.0,Occupied,2002.0,v1.0.0
T04-F07-U06,T04,D,7.0,6,1BHK,640.0,Occupied,2011.0,v1.0.0
T04-F07-U07,T04,D,7.0,7,1BHK,609.0,Occupied,2010.0,v1.0.0
T04-F07-U08,T04,D,7.0,8,1BHK,564.0,Occupied,2021.0,v1.0.0
T04-F08-U01,T04,D,8.0,1,3BHK,1307.0,Occupied,2005.0,v1.0.0
T04-F08-U02,T04,D,,2,3BHK,1537.0,Occupied,2013.0,v1.0.0
T04-F08-U03,T04,D,8.0,3,2BHK,1055.0,Occupied,2015.0,v1.0.0
T04-F08-U04,T04,D,8.0,4,2BHK,847.0,Occupied,2021.0,v1.0.0
T04-F08-U05,T04,D,8.0,5,2BHK,1183.0,Vacant,2012.0,v1.0.0
T04-F08-U06,T04,D,8.0,6,1BHK,681.0,Occupied,2001.0,v1.0.0
T04-F08-U07,T04,D,,7,1BHK,632.0,Occupied,2002.0,v1.0.0
T04-F08-U08,T04,D,8.0,8,1BHK,,Occupied,2008.0,v1.0.0
T04-F09-U01,T04,D,9.0,1,3BHK,1531.0,Occupied,2003.0,v1.0.0
T04-F09-U02,T04,D,9.0,2,3BHK,1613.0,Vacant,2016.0,v1.0.0
T04-F09-U03,T04,D,9.0,3,2BHK,1122.0,Occupied,,v1.0.0
T04-F09-U04,T04,D,9.0,4,2BHK,1036.0,Occupied,2017.0,v1.0.0
T04-F09-U05,T04,D,9.0,5,2BHK,936.0,Occupied,2013.0,v1.0.0
T04-F09-U06,T04,D,9.0,6,1BHK,427.0,Occupied,2006.0,v1.0.0
T04-F09-U07,T04,D,9.0,7,1BHK,665.0,Occupied,2011.0,v1.0.0
T04-F09-U08,T04,D,9.0,8,1BHK,655.0,Occupied,2020.0,v1.0.0
T04-F10-U01,T04,D,10.0,1,3BHK,1652.0,Occupied,2001.0,v1.0.0
T04-F10-U02,T04,D,10.0,2,3BHK,1408.0,Occupied,2008.0,v1.0.0
T04-F10-U03,T04,D,10.0,3,2BHK,981.0,Occupied,2004.0,v1.0.0
T04-F10-U04,T04,D,10.0,4,2BHK,1174.0,Occupied,2009.0,v1.0.0
T04-F10-U05,T04,D,10.0,5,2BHK,924.0,Occupied,2022.0,v1.0.0
T04-F10-U06,T04,D,10.0,6,1BHK,648.0,Occupied,2003.0,v1.0.0
T04-F10-U07,T04,D,10.0,7,1BHK,414.0,Occupied,2020.0,v1.0.0
T04-F10-U08,T04,D,10.0,8,1BHK,522.0,Occupied,2022.0,v1.0.0
T04-F11-U01,T04,D,11.0,1,3BHK,1362.0,Occupied,2009.0,v1.0.0
T04-F11-U02,T04,D,11.0,2,3BHK,1764.0,Occupied,2000.0,v1.0.0
T04-F11-U03,T04,D,11.0,3,2BHK,982.0,Occupied,2013.0,v1.0.0
T04-F11-U04,T04,D,11.0,4,2BHK,747.0,Occupied,2007.0,v1.0.0
T04-F11-U05,T04,D,11.0,5,2BHK,1130.0,Occupied,2003.0,v1.0.0
T04-F11-U06,T04,D,11.0,6,1BHK,636.0,Occupied,2003.0,v1.0.0
T04-F11-U07,T04,D,11.0,7,1BHK,478.0,Occupied,2015.0,v1.0.0
T04-F11-U08,T04,D,11.0,8,1BHK,549.0,Occupied,2016.0,v1.0.0
T04-F12-U01,T04,D,12.0,1,3BHK,1479.0,Vacant,2013.0,v1.0.0
T04-F12-U02,T04,D,12.0,2,3BHK,1694.0,Occupied,2015.0,v1.0.0
T04-F12-U03,T04,D,12.0,3,2BHK,824.0,Vacant,,v1.0.0
T04-F12-U04,T04,D,12.0,4,2BHK,982.0,Occupied,2004.0,v1.0.0
T04-F12-U05,T04,D,12.0,5,2BHK,896.0,Occupied,2006.0,v1.0.0
T04-F12-U06,T04,D,12.0,6,1BHK,660.0,Occupied,2023.0,v1.0.0
T04-F12-U07,T04,D,12.0,7,1BHK,469.0,Occupied,2002.0,v1.0.0
T04-F12-U08,T04,D,12.0,8,1BHK,541.0,Occupied,2013.0,v1.0.0
T04-F13-U01,T04,D,13.0,1,3BHK,1548.0,Occupied,2016.0,v1.0.0
T04-F13-U02,T04,D,13.0,2,3BHK,1473.0,Occupied,2000.0,v1.0.0
T04-F13-U03,T04,D,13.0,3,2BHK,844.0,Occupied,2023.0,v1.0.0
T04-F13-U04,T04,D,13.0,4,2BHK,852.0,Occupied,2018.0,v1.0.0
T04-F13-U05,T04,D,13.0,5,2BHK,996.0,Occupied,2021.0,v1.0.0
T04-F13-U06,T04,D,13.0,6,1BHK,650.0,Occupied,2004.0,v1.0.0
T04-F13-U07,T04,D,13.0,7,1BHK,628.0,Occupied,2017.0,v1.0.0
T04-F13-U08,T04,D,13.0,8,1BHK,647.0,,2011.0,v1.0.0
T04-F14-U01,T04,D,14.0,1,3BHK,1540.0,,2017.0,v1.0.0
T04-F14-U02,T04,D,14.0,2,3BHK,1756.0,Occupied,2012.0,v1.0.0
T04-F14-U03,T04,D,14.0,3,2BHK,933.0,Occupied,2010.0,v1.0.0
T04-F14-U04,T04,D,14.0,4,2BHK,1145.0,Occupied,2006.0,v1.0.0
T04-F14-U05,T04,D,14.0,5,2BHK,1057.0,Occupied,2007.0,v1.0.0
T04-F14-U06,T04,D,,6,1BHK,692.0,,2012.0,v1.0.0
T04-F14-U07,T04,D,14.0,7,1BHK,519.0,Occupied,2013.0,v1.0.0
T04-F14-U08,T04,D,14.0,8,1BHK,422.0,Vacant,2010.0,v1.0.0
T04-F15-U01,T04,D,15.0,1,3BHK,1684.0,Vacant,2022.0,v1.0.0
T04-F15-U02,T04,D,15.0,2,3BHK,1590.0,Occupied,2012.0,v1.0.0
T04-F15-U03,T04,D,15.0,3,2BHK,1039.0,Vacant,2020.0,v1.0.0
T04-F15-U04,T04,D,15.0,4,2BHK,,,2015.0,v1.0.0
T04-F15-U05,T04,D,15.0,5,2BHK,1193.0,Occupied,2001.0,v1.0.0
T04-F15-U06,T04,D,15.0,6,1BHK,464.0,Occupied,2016.0,v1.0.0
T04-F15-U07,T04,D,15.0,7,1BHK,569.0,Occupied,2003.0,v1.0.0
T04-F15-U08,T04,D,15.0,8,1BHK,625.0,Occupied,2003.0,v1.0.0
T04-F16-U01,T04,D,16.0,1,3BHK,1738.0,Vacant,2014.0,v1.0.0
T04-F16-U02,T04,D,16.0,2,3BHK,1215.0,Occupied,2023.0,v1.0.0
T04-F16-U03,T04,D,16.0,3,2BHK,,Occupied,2013.0,v1.0.0
T04-F16-U04,T04,D,16.0,4,2BHK,1145.0,Vacant,2020.0,v1.0.0
T04-F16-U05,T04,D,16.0,5,2BHK,1196.0,Occupied,2004.0,v1.0.0
T04-F16-U06,T04,D,,6,1BHK,438.0,Vacant,2015.0,v1.0.0
T04-F16-U07,T04,D,16.0,7,,535.0,Occupied,2010.0,v1.0.0
T04-F16-U08,T04,D,16.0,8,1BHK,603.0,,2020.0,v1.0.0
T04-F17-U01,T04,D,17.0,1,3BHK,1282.0,Occupied,,v1.0.0
