availability_id,technician_id,date,shift,availability,dataset_version
AVL-014889,TEC-021,2025-03-20,,Leave,v1.0.0
AVL-014890,TEC-021,2025-03-21,Full Day,Leave,v1.0.0
AVL-014891,TEC-021,2025-03-22,Full Day,Busy,v1.0.0
AVL-014892,TEC-021,2025-03-23,Full Day,Available,v1.0.0
AVL-014893,TEC-021,2025-03-24,Full Day,Available,v1.0.0
AVL-014894,TEC-021,2025-03-25,Full Day,Available,v1.0.0
AVL-014895,TEC-021,2025-03-26,Full Day,Busy,v1.0.0
AVL-014896,TEC-021,2025-03-27,Full Day,Available,v1.0.0
AVL-014897,TEC-021,2025-03-28,Full Day,Available,v1.0.0
AVL-014898,TEC-021,2025-03-29,Full Day,Available,v1.0.0
AVL-014899,TEC-021,,Full Day,Busy,v1.0.0
AVL-014900,TEC-021,2025-03-31,Full Day,Available,v1.0.0
AVL-014901,TEC-021,2025-04-01,,Busy,v1.0.0
AVL-014902,TEC-021,2025-04-02,Full Day,Available,v1.0.0
AVL-014903,TEC-021,2025-04-03,,Available,v1.0.0
AVL-014904,TEC-021,2025-04-04,Full Day,Available,v1.0.0
AVL-014905,TEC-021,2025-04-05,Full Day,Leave,v1.0.0
AVL-014906,TEC-021,2025-04-06,Full Day,Busy,v1.0.0
AVL-014907,TEC-021,2025-04-07,Full Day,Available,v1.0.0
AVL-014908,TEC-021,2025-04-08,Full Day,Available,v1.0.0
AVL-014909,TEC-021,2025-04-09,Full Day,Available,v1.0.0
AVL-014910,TEC-021,2025-04-10,Full Day,Available,v1.0.0
AVL-014911,TEC-021,2025-04-11,Full Day,Available,v1.0.0
AVL-014912,TEC-021,2025-04-12,Full Day,Leave,v1.0.0
AVL-014913,TEC-021,2025-04-13,Full Day,Available,v1.0.0
AVL-014914,TEC-021,2025-04-14,Full Day,Available,v1.0.0
AVL-014915,TEC-021,2025-04-15,Full Day,Busy,v1.0.0
AVL-014916,TEC-021,2025-04-16,Full Day,Leave,v1.0.0
AVL-014917,TEC-021,2025-04-17,Full Day,Available,v1.0.0
AVL-014918,TEC-021,2025-04-18,Full Day,Leave,v1.0.0
AVL-014919,TEC-021,2025-04-19,Full Day,Available,v1.0.0
AVL-014920,TEC-021,2025-04-20,Full Day,Leave,v1.0.0
AVL-014921,TEC-021,2025-04-21,Full Day,Available,v1.0.0
AVL-014922,TEC-021,2025-04-22,Full Day,Leave,v1.0.0
AVL-014923,TEC-021,2025-04-23,,Leave,v1.0.0
AVL-014924,TEC-021,2025-04-24,Full Day,Available,v1.0.0
AVL-014925,TEC-021,2025-04-25,Full Day,Available,v1.0.0
AVL-014926,TEC-021,2025-04-26,Full Day,Busy,v1.0.0
AVL-014927,TEC-021,2025-04-27,Full Day,Busy,v1.0.0
AVL-014928,TEC-021,2025-04-28,Full Day,Leave,v1.0.0
AVL-014929,TEC-021,2025-04-29,,Available,v1.0.0
AVL-014930,TEC-021,2025-04-30,Full Day,Available,v1.0.0
AVL-014931,TEC-021,2025-05-01,Full Day,Available,v1.0.0
AVL-014932,TEC-021,2025-05-02,Full Day,Available,v1.0.0
AVL-014933,TEC-021,2025-05-03,Full Day,Available,v1.0.0
AVL-014934,TEC-021,2025-05-04,Full Day,Available,v1.0.0
AVL-014935,TEC-021,2025-05-05,Full Day,Busy,v1.0.0
AVL-014936,TEC-021,2025-05-06,,Available,v1.0.0
AVL-014937,TEC-021,2025-05-07,Full Day,Available,v1.0.0
AVL-014938,TEC-021,,Full Day,Busy,v1.0.0
AVL-014939,TEC-021,2025-05-09,Full Day,Available,v1.0.0
AVL-014940,TEC-021,2025-05-10,Full Day,Available,v1.0.0
AVL-014941,TEC-021,2025-05-11,Full Day,Available,v1.0.0
AVL-014942,TEC-021,2025-05-12,Full Day,Leave,v1.0.0
AVL-014943,TEC-021,2025-05-13,Full Day,Available,v1.0.0
AVL-014944,TEC-021,2025-05-14,Full Day,Available,v1.0.0
AVL-014945,TEC-021,2025-05-15,Full Day,Available,v1.0.0
AVL-014946,TEC-021,2025-05-16,Full Day,Leave,v1.0.0
AVL-014947,TEC-021,2025-05-17,,Available,v1.0.0
AVL-014948,TEC-021,2025-05-18,Full Day,Available,v1.0.0
AVL-014949,TEC-021,2025-05-19,Full Day,Leave,v1.0.0
AVL-014950,TEC-021,2025-05-20,Full Day,Available,v1.0.0
AVL-014951,TEC-021,2025-05-21,Full Day,Available,v1.0.0
AVL-014952,TEC-021,2025-05-22,Full Day,Leave,v1.0.0
AVL-014953,TEC-021,2025-05-23,Full Day,Available,v1.0.0
AVL-014954,TEC-021,2025-05-24,Full Day,Available,v1.0.0
AVL-014955,TEC-021,2025-05-25,Full Day,Available,v1.0.0
AVL-014956,TEC-021,2025-05-26,Full Day,Busy,v1.0.0
AVL-014957,TEC-021,2025-05-27,Full Day,Available,v1.0.0
AVL-014958,TEC-021,2025-05-28,Full Day,Available,v1.0.0
AVL-014959,TEC-021,,Full Day,Available,v1.0.0
AVL-014960,TEC-021,2025-05-30,Full Day,Available,v1.0.0
AVL-014961,TEC-021,2025-05-31,Full Day,Available,v1.0.0
AVL-014962,TEC-021,2025-06-01,Full Day,Busy,v1.0.0
AVL-014963,TEC-021,2025-06-02,Full Day,Leave,v1.0.0
AVL-014964,TEC-021,2025-06-03,Full Day,Busy,v1.0.0
AVL-014965,TEC-021,2025-06-04,Full Day,Available,v1.0.0
AVL-014966,TEC-021,2025-06-05,Full Day,Available,v1.0.0
AVL-014967,TEC-021,2025-06-06,Full Day,Available,v1.0.0
AVL-014968,TEC-021,2025-06-07,Full Day,Busy,v1.0.0
AVL-014969,TEC-021,2025-06-08,Full Day,Busy,v1.0.0
AVL-014970,TEC-021,2025-06-09,Full Day,Available,v1.0.0
AVL-014971,TEC-021,2025-06-10,Full Day,Available,v1.0.0
AVL-014972,TEC-021,,Full Day,Leave,v1.0.0
AVL-014973,TEC-021,2025-06-12,Full Day,Leave,v1.0.0
AVL-014974,TEC-021,2025-06-13,Full Day,Available,v1.0.0
AVL-014975,TEC-021,,Full Day,Busy,v1.0.0
AVL-014976,TEC-021,2025-06-15,Full Day,Busy,v1.0.0
AVL-014977,TEC-021,2025-06-16,Full Day,Available,v1.0.0
AVL-014978,TEC-021,2025-06-17,Full Day,Leave,v1.0.0
AVL-014979,TEC-021,2025-06-18,Full Day,Available,v1.0.0
AVL-014980,TEC-021,,Full Day,Leave,v1.0.0
AVL-014981,TEC-021,2025-06-20,Full Day,Available,v1.0.0
AVL-014982,TEC-021,2025-06-21,Full Day,Available,v1.0.0
AVL-014983,TEC-021,2025-06-22,Full Day,Available,v1.0.0
AVL-014984,TEC-021,2025-06-23,Full Day,Available,v1.0.0
AVL-014985,TEC-021,2025-06-24,Full Day,Leave,v1.0.0
AVL-014986,TEC-021,2025-06-25,Full Day,Leave,v1.0.0
AVL-014987,TEC-021,2025-06-26,Full Day,Available,v1.0.0
AVL-014988,TEC-021,2025-06-27,Full Day,Busy,v1.0.0
AVL-014989,TEC-021,2025-06-28,Full Day,Busy,v1.0.0
AVL-014990,TEC-021,2025-06-29,Full Day,Available,v1.0.0
AVL-014991,TEC-021,2025-06-30,Full Day,Available,v1.0.0
AVL-014992,TEC-021,2025-07-01,Full Day,Available,v1.0.0
AVL-014993,TEC-021,2025-07-02,Full Day,Available,v1.0.0
AVL-014994,TEC-021,2025-07-03,Full Day,Busy,v1.0.0
AVL-014995,TEC-021,2025-07-04,Full Day,Available,v1.0.0
AVL-014996,TEC-021,2025-07-05,Full Day,Available,v1.0.0
AVL-014997,TEC-021,2025-07-06,Full Day,Busy,v1.0.0
AVL-014998,TEC-021,2025-07-07,Full Day,Available,v1.0.0
AVL-014999,TEC-021,2025-07-08,Full Day,Busy,v1.0.0
AVL-015000,TEC-021,2025-07-09,Full Day,Leave,v1.0.0
AVL-015001,TEC-021,,Full Day,Available,v1.0.0
AVL-015002,TEC-021,2025-07-11,Full Day,Busy,v1.0.0
AVL-015003,TEC-021,2025-07-12,Full Day,Available,v1.0.0
AVL-015004,TEC-021,2025-07-13,Full Day,Leave,v1.0.0
AVL-015005,TEC-021,2025-07-14,,Available,v1.0.0
AVL-015006,TEC-021,2025-07-15,Full Day,Available,v1.0.0
AVL-015007,TEC-021,2025-07-16,Full Day,Available,v1.0.0
AVL-015008,TEC-021,2025-07-17,Full Day,Busy,v1.0.0
AVL-015009,TEC-021,2025-07-18,Full Day,Leave,v1.0.0
AVL-015010,TEC-021,2025-07-19,Full Day,Busy,v1.0.0
AVL-015011,TEC-021,2025-07-20,Full Day,Available,v1.0.0
AVL-015012,TEC-021,2025-07-21,,Available,v1.0.0
AVL-015013,TEC-021,2025-07-22,Full Day,Busy,v1.0.0
AVL-015014,TEC-021,2025-07-23,Full Day,Busy,v1.0.0
AVL-015015,TEC-021,2025-07-24,Full Day,Busy,v1.0.0
AVL-015016,TEC-021,2025-07-25,Full Day,Busy,v1.0.0
AVL-015017,TEC-021,2025-07-26,Full Day,Available,v1.0.0
AVL-015018,TEC-021,2025-07-27,Full Day,Available,v1.0.0
AVL-015019,TEC-021,2025-07-28,Full Day,Leave,v1.0.0
AVL-015020,TEC-021,2025-07-29,Full Day,Available,v1.0.0
AVL-015021,TEC-021,2025-07-30,Full Day,Available,v1.0.0
AVL-015022,TEC-021,2025-07-31,Full Day,Busy,v1.0.0
AVL-015023,TEC-021,2025-08-01,Full Day,Busy,v1.0.0
AVL-015024,TEC-021,2025-08-02,Full Day,Busy,v1.0.0
AVL-015025,TEC-021,2025-08-03,Full Day,Busy,v1.0.0
AVL-015026,TEC-021,2025-08-04,Full Day,Available,v1.0.0
AVL-015027,TEC-021,2025-08-05,Full Day,Busy,v1.0.0
AVL-015028,TEC-021,2025-08-06,Full Day,Busy,v1.0.0
AVL-015029,TEC-021,2025-08-07,Full Day,Available,v1.0.0
AVL-015030,TEC-021,2025-08-08,Full Day,Busy,v1.0.0
AVL-015031,TEC-021,2025-08-09,Full Day,Available,v1.0.0
AVL-015032,TEC-021,2025-08-10,Full Day,Busy,v1.0.0
AVL-015033,TEC-021,2025-08-11,Full Day,Available,v1.0.0
AVL-015034,TEC-021,2025-08-12,Full Day,Available,v1.0.0
AVL-015035,TEC-021,2025-08-13,Full Day,Available,v1.0.0
AVL-015036,TEC-021,2025-08-14,Full Day,Available,v1.0.0
AVL-015037,TEC-021,2025-08-15,Full Day,Available,v1.0.0
AVL-015038,TEC-021,2025-08-16,Full Day,Available,v1.0.0
AVL-015039,TEC-021,2025-08-17,Full Day,Available,v1.0.0
AVL-015040,TEC-021,2025-08-18,Full Day,Available,v1.0.0
AVL-015041,TEC-021,2025-08-19,Full Day,Available,v1.0.0
AVL-015042,TEC-021,2025-08-20,Full Day,Busy,v1.0.0
AVL-015043,TEC-021,2025-08-21,Full Day,Available,v1.0.0
AVL-015044,TEC-021,2025-08-22,Full Day,Busy,v1.0.0
AVL-015045,TEC-021,2025-08-23,Full Day,Leave,v1.0.0
AVL-015046,TEC-021,2025-08-24,Full Day,Available,v1.0.0
AVL-015047,TEC-021,2025-08-25,Full Day,Leave,v1.0.0
AVL-015048,TEC-021,2025-08-26,Full Day,Available,v1.0.0
AVL-015049,TEC-021,2025-08-27,Full Day,Leave,v1.0.0
AVL-015050,TEC-021,2025-08-28,Full Day,Available,v1.0.0
AVL-015051,TEC-021,2025-08-29,Full Day,Available,v1.0.0
AVL-015052,TEC-021,2025-08-30,Full Day,Available,v1.0.0
AVL-015053,TEC-021,2025-08-31,Full Day,Available,v1.0.0
AVL-015054,TEC-021,2025-09-01,Full Day,Leave,v1.0.0
AVL-015055,TEC-021,2025-09-02,Full Day,Available,v1.0.0
AVL-015056,TEC-021,2025-09-03,Full Day,Available,v1.0.0
AVL-015057,TEC-021,2025-09-04,Full Day,Available,v1.0.0
AVL-015058,TEC-021,2025-09-05,Full Day,Available,v1.0.0
AVL-015059,TEC-021,2025-09-06,Full Day,Leave,v1.0.0
AVL-015060,TEC-021,2025-09-07,Full Day,Available,v1.0.0
AVL-015061,TEC-021,2025-09-08,Full Day,Available,v1.0.0
AVL-015062,TEC-021,2025-09-09,Full Day,Busy,v1.0.0
AVL-015063,TEC-021,2025-09-10,Full Day,Available,v1.0.0
AVL-015064,TEC-021,2025-09-11,Full Day,Available,v1.0.0
AVL-015065,TEC-021,2025-09-12,Full Day,Available,v1.0.0
AVL-015066,TEC-021,2025-09-13,Full Day,Available,v1.0.0
AVL-015067,TEC-021,2025-09-14,Full Day,Available,v1.0.0
AVL-015068,TEC-021,2025-09-15,Full Day,Available,v1.0.0
AVL-015069,TEC-021,2025-09-16,Full Day,Available,v1.0.0
AVL-015070,TEC-021,2025-09-17,Full Day,Leave,v1.0.0
AVL-015071,TEC-021,2025-09-18,Full Day,Available,v1.0.0
AVL-015072,TEC-021,2025-09-19,Full Day,Busy,v1.0.0
AVL-015073,TEC-021,2025-09-20,Full Day,Available,v1.0.0
AVL-015074,TEC-021,2025-09-21,Full Day,Available,v1.0.0
AVL-015075,TEC-021,2025-09-22,,Available,v1.0.0
AVL-015076,TEC-021,2025-09-23,Full Day,Leave,v1.0.0
AVL-015077,TEC-021,2025-09-24,Full Day,Available,v1.0.0
AVL-015078,TEC-021,2025-09-25,Full Day,Available,v1.0.0
AVL-015079,TEC-021,2025-09-26,Full Day,Available,v1.0.0
AVL-015080,TEC-021,2025-09-27,Full Day,Available,v1.0.0
AVL-015081,TEC-021,2025-09-28,Full Day,Available,v1.0.0
AVL-015082,TEC-021,2025-09-29,Full Day,Busy,v1.0.0
AVL-015083,TEC-021,2025-09-30,Full Day,Available,v1.0.0
AVL-015084,TEC-021,2025-10-01,Full Day,Available,v1.0.0
AVL-015085,TEC-021,2025-10-02,Full Day,Available,v1.0.0
AVL-015086,TEC-021,2025-10-03,Full Day,Available,v1.0.0
AVL-015087,TEC-021,2025-10-04,Full Day,Available,v1.0.0
AVL-015088,TEC-021,2025-10-05,Full Day,Available,v1.0.0
AVL-015089,TEC-021,2025-10-06,Full Day,Available,v1.0.0
AVL-015090,TEC-021,2025-10-07,Full Day,Busy,v1.0.0
AVL-015091,TEC-021,2025-10-08,Full Day,Available,v1.0.0
AVL-015092,TEC-021,2025-10-09,Full Day,Available,v1.0.0
AVL-015093,TEC-021,2025-10-10,Full Day,Leave,v1.0.0
AVL-015094,TEC-021,2025-10-11,Full Day,Busy,v1.0.0
AVL-015095,TEC-021,2025-10-12,Full Day,Busy,v1.0.0
AVL-015096,TEC-021,2025-10-13,Full Day,Available,v1.0.0
AVL-015097,TEC-021,2025-10-14,Full Day,Available,v1.0.0
AVL-015098,TEC-021,2025-10-15,Full Day,Busy,v1.0.0
AVL-015099,TEC-021,2025-10-16,Full Day,Available,v1.0.0
AVL-015100,TEC-021,2025-10-17,Full Day,Available,v1.0.0
AVL-015101,TEC-021,2025-10-18,Full Day,Leave,v1.0.0
AVL-015102,TEC-021,2025-10-19,Full Day,Busy,v1.0.0
AVL-015103,TEC-021,2025-10-20,Full Day,Leave,v1.0.0
AVL-015104,TEC-021,2025-10-21,Full Day,Busy,v1.0.0
AVL-015105,TEC-021,2025-10-22,Full Day,Available,v1.0.0
AVL-015106,TEC-021,2025-10-23,Full Day,Available,v1.0.0
AVL-015107,TEC-021,2025-10-24,Full Day,Busy,v1.0.0
AVL-015108,TEC-021,2025-10-25,Full Day,Available,v1.0.0
AVL-015109,TEC-021,2025-10-26,Full Day,Busy,v1.0.0
AVL-015110,TEC-021,2025-10-27,Full Day,Busy,v1.0.0
AVL-015111,TEC-021,2025-10-28,Full Day,Leave,v1.0.0
AVL-015112,TEC-021,2025-10-29,Full Day,Available,v1.0.0
AVL-015113,TEC-021,,Full Day,Leave,v1.0.0
AVL-015114,TEC-021,2025-10-31,Full Day,Leave,v1.0.0
AVL-015115,TEC-021,2025-11-01,Full Day,Available,v1.0.0
AVL-015116,TEC-021,2025-11-02,Full Day,Available,v1.0.0
AVL-015117,TEC-021,2025-11-03,Full Day,Available,v1.0.0
AVL-015118,TEC-021,2025-11-04,Full Day,Leave,v1.0.0
AVL-015119,TEC-021,2025-11-05,Full Day,Available,v1.0.0
AVL-015120,TEC-021,2025-11-06,Full Day,Available,v1.0.0
AVL-015121,TEC-021,2025-11-07,Full Day,Busy,v1.0.0
AVL-015122,TEC-021,2025-11-08,Full Day,Available,v1.0.0
AVL-015123,TEC-021,2025-11-09,Full Day,Available,v1.0.0
AVL-015124,TEC-021,2025-11-10,Full Day,Available,v1.0.0
AVL-015125,TEC-021,2025-11-11,Full Day,Busy,v1.0.0
AVL-015126,TEC-021,2025-11-12,Full Day,Available,v1.0.0
AVL-015127,TEC-021,2025-11-13,Full Day,Available,v1.0.0
AVL-015128,TEC-021,,Full Day,Available,v1.0.0
AVL-015129,TEC-021,2025-11-15,Full Day,Available,v1.0.0
AVL-015130,TEC-021,2025-11-16,Full Day,Leave,v1.0.0
AVL-015131,TEC-021,2025-11-17,Full Day,Leave,v1.0.0
AVL-015132,TEC-021,2025-11-18,Full Day,Available,v1.0.0
AVL-015133,TEC-021,2025-11-19,Full Day,Leave,v1.0.0
AVL-015134,TEC-021,2025-11-20,Full Day,Available,v1.0.0
AVL-015135,TEC-021,2025-11-21,Full Day,Available,v1.0.0
AVL-015136,TEC-021,2025-11-22,Full Day,Leave,v1.0.0
AVL-015137,TEC-021,2025-11-23,Full Day,Available,v1.0.0
AVL-015138,TEC-021,2025-11-24,Full Day,Leave,v1.0.0
AVL-015139,TEC-021,2025-11-25,Full Day,Busy,v1.0.0
AVL-015140,TEC-021,2025-11-26,Full Day,Available,v1.0.0
AVL-015141,TEC-021,2025-11-27,Full Day,Busy,v1.0.0
AVL-015142,TEC-021,2025-11-28,Full Day,Available,v1.0.0
AVL-015143,TEC-021,2025-11-29,Full Day,Available,v1.0.0
AVL-015144,TEC-021,2025-11-30,Full Day,Busy,v1.0.0
AVL-015145,TEC-021,2025-12-01,Full Day,Available,v1.0.0
AVL-015146,TEC-021,2025-12-02,Full Day,Available,v1.0.0
AVL-015147,TEC-021,2025-12-03,Full Day,Available,v1.0.0
AVL-015148,TEC-021,2025-12-04,Full Day,Busy,v1.0.0
AVL-015149,TEC-021,2025-12-05,Full Day,Available,v1.0.0
AVL-015150,TEC-021,2025-12-06,Full Day,Busy,v1.0.0
AVL-015151,TEC-021,2025-12-07,Full Day,Available,v1.0.0
AVL-015152,TEC-021,2025-12-08,Full Day,Available,v1.0.0
AVL-015153,TEC-021,2025-12-09,Full Day,Busy,v1.0.0
AVL-015154,TEC-021,2025-12-10,,Busy,v1.0.0
AVL-015155,TEC-021,2025-12-11,Full Day,Available,v1.0.0
AVL-015156,TEC-021,2025-12-12,Full Day,Busy,v1.0.0
AVL-015157,TEC-021,2025-12-13,Full Day,Leave,v1.0.0
AVL-015158,TEC-021,2025-12-14,Full Day,Leave,v1.0.0
AVL-015159,TEC-021,,Full Day,Leave,v1.0.0
AVL-015160,TEC-021,2025-12-16,Full Day,Available,v1.0.0
AVL-015161,TEC-021,2025-12-17,Full Day,Busy,v1.0.0
AVL-015162,TEC-021,2025-12-18,Full Day,Available,v1.0.0
AVL-015163,TEC-021,2025-12-19,,Available,v1.0.0
AVL-015164,TEC-021,2025-12-20,Full Day,Available,v1.0.0
AVL-015165,TEC-021,2025-12-21,Full Day,Available,v1.0.0
AVL-015166,TEC-021,2025-12-22,Full Day,Leave,v1.0.0
AVL-015167,TEC-021,2025-12-23,Full Day,Available,v1.0.0
AVL-015168,TEC-021,2025-12-24,Full Day,Available,v1.0.0
AVL-015169,TEC-021,2025-12-25,Full Day,Leave,v1.0.0
AVL-015170,TEC-021,2025-12-26,Full Day,Available,v1.0.0
AVL-015171,TEC-021,2025-12-27,Full Day,Available,v1.0.0
AVL-015172,TEC-021,2025-12-28,Full Day,Available,v1.0.0
AVL-015173,TEC-021,2025-12-29,Full Day,Available,v1.0.0
AVL-015174,TEC-021,,Full Day,Available,v1.0.0
AVL-015175,TEC-021,2025-12-31,Full Day,Available,v1.0.0
AVL-015176,TEC-021,2026-01-01,Full Day,Available,v1.0.0
AVL-015177,TEC-021,2026-01-02,Full Day,Available,v1.0.0
AVL-015178,TEC-021,2026-01-03,Full Day,Busy,v1.0.0
AVL-015179,TEC-021,2026-01-04,Full Day,Available,v1.0.0
AVL-015180,TEC-021,2026-01-05,Full Day,Busy,v1.0.0
AVL-015181,TEC-021,2026-01-06,Full Day,Available,v1.0.0
AVL-015182,TEC-021,2026-01-07,Full Day,Available,v1.0.0
AVL-015183,TEC-021,2026-01-08,Full Day,Available,v1.0.0
AVL-015184,TEC-021,2026-01-09,Full Day,Available,v1.0.0
AVL-015185,TEC-021,2026-01-10,Full Day,Available,v1.0.0
AVL-015186,TEC-021,2026-01-11,Full Day,Available,v1.0.0
AVL-015187,TEC-021,2026-01-12,Full Day,Available,v1.0.0
AVL-015188,TEC-021,2026-01-13,Full Day,Available,v1.0.0
AVL-015189,TEC-021,,Full Day,Available,v1.0.0
AVL-015190,TEC-021,2026-01-15,Full Day,Busy,v1.0.0
AVL-015191,TEC-021,2026-01-16,Full Day,Busy,v1.0.0
AVL-015192,TEC-021,2026-01-17,Full Day,Available,v1.0.0
AVL-015193,TEC-021,2026-01-18,Full Day,Available,v1.0.0
AVL-015194,TEC-021,2026-01-19,Full Day,Available,v1.0.0
AVL-015195,TEC-021,2026-01-20,Full Day,Available,v1.0.0
AVL-015196,TEC-021,,Full Day,Available,v1.0.0
AVL-015197,TEC-021,2026-01-22,Full Day,Busy,v1.0.0
AVL-015198,TEC-021,2026-01-23,Full Day,Available,v1.0.0
AVL-015199,TEC-021,2026-01-24,Full Day,Busy,v1.0.0
AVL-015200,TEC-021,2026-01-25,Full Day,Available,v1.0.0
AVL-015201,TEC-021,2026-01-26,Full Day,Leave,v1.0.0
AVL-015202,TEC-021,2026-01-27,Full Day,Available,v1.0.0
AVL-015203,TEC-021,2026-01-28,Full Day,Leave,v1.0.0
AVL-015204,TEC-021,2026-01-29,Full Day,Available,v1.0.0
AVL-015205,TEC-021,2026-01-30,Full Day,Available,v1.0.0
AVL-015206,TEC-021,2026-01-31,Full Day,Leave,v1.0.0
AVL-015207,TEC-021,2026-02-01,Full Day,Available,v1.0.0
AVL-015208,TEC-021,2026-02-02,,Available,v1.0.0
AVL-015209,TEC-021,2026-02-03,Full Day,Available,v1.0.0
AVL-015210,TEC-021,2026-02-04,Full Day,Available,v1.0.0
AVL-015211,TEC-021,2026-02-05,Full Day,Available,v1.0.0
AVL-015212,TEC-021,2026-02-06,Full Day,Available,v1.0.0
AVL-015213,TEC-021,,Full Day,Leave,v1.0.0
AVL-015214,TEC-021,2026-02-08,Full Day,Leave,v1.0.0
AVL-015215,TEC-021,2026-02-09,Full Day,Available,v1.0.0
AVL-015216,TEC-021,2026-02-10,Full Day,Available,v1.0.0
AVL-015217,TEC-021,2026-02-11,Full Day,Available,v1.0.0
AVL-015218,TEC-021,2026-02-12,Full Day,Busy,v1.0.0
AVL-015219,TEC-021,2026-02-13,Full Day,Available,v1.0.0
AVL-015220,TEC-021,2026-02-14,,Available,v1.0.0
AVL-015221,TEC-021,2026-02-15,Full Day,Available,v1.0.0
AVL-015222,TEC-021,2026-02-16,Full Day,Available,v1.0.0
AVL-015223,TEC-021,,Full Day,Available,v1.0.0
AVL-015224,TEC-021,2026-02-18,Full Day,Available,v1.0.0
AVL-015225,TEC-021,2026-02-19,Full Day,Available,v1.0.0
AVL-015226,TEC-021,,Full Day,Available,v1.0.0
AVL-015227,TEC-021,2026-02-21,Full Day,Available,v1.0.0
AVL-015228,TEC-021,2026-02-22,Full Day,Leave,v1.0.0
AVL-015229,TEC-021,2026-02-23,Full Day,Available,v1.0.0
AVL-015230,TEC-021,2026-02-24,Full Day,Available,v1.0.0
AVL-015231,TEC-021,2026-02-25,Full Day,Available,v1.0.0
AVL-015232,TEC-021,2026-02-26,Full Day,Leave,v1.0.0
AVL-015233,TEC-021,2026-02-27,Full Day,Available,v1.0.0
AVL-015234,TEC-021,2026-02-28,Full Day,Busy,v1.0.0
AVL-015235,TEC-021,2026-03-01,Full Day,Available,v1.0.0
AVL-015236,TEC-021,2026-03-02,Full Day,Available,v1.0.0
AVL-015237,TEC-021,2026-03-03,Full Day,Busy,v1.0.0
AVL-015238,TEC-021,2026-03-04,Full Day,Available,v1.0.0
AVL-015239,TEC-021,2026-03-05,Full Day,Leave,v1.0.0
AVL-015240,TEC-021,2026-03-06,Full Day,Available,v1.0.0
AVL-015241,TEC-021,2026-03-07,Full Day,Available,v1.0.0
AVL-015242,TEC-021,2026-03-08,Full Day,Available,v1.0.0
AVL-015243,TEC-021,2026-03-09,Full Day,Available,v1.0.0
AVL-015244,TEC-021,2026-03-10,Full Day,Available,v1.0.0
AVL-015245,TEC-021,2026-03-11,Full Day,Available,v1.0.0
AVL-015246,TEC-021,2026-03-12,Full Day,Available,v1.0.0
AVL-015247,TEC-021,2026-03-13,Full Day,Busy,v1.0.0
AVL-015248,TEC-021,2026-03-14,Full Day,Available,v1.0.0
AVL-015249,TEC-021,2026-03-15,Full Day,Leave,v1.0.0
AVL-015250,TEC-021,2026-03-16,Full Day,Available,v1.0.0
AVL-015251,TEC-021,2026-03-17,Full Day,Available,v1.0.0
AVL-015252,TEC-021,2026-03-18,Full Day,Available,v1.0.0
AVL-015253,TEC-021,2026-03-19,Full Day,Leave,v1.0.0
AVL-015254,TEC-021,2026-03-20,Full Day,Available,v1.0.0
AVL-015255,TEC-021,2026-03-21,Full Day,Available,v1.0.0
AVL-015256,TEC-021,2026-03-22,Full Day,Busy,v1.0.0
AVL-015257,TEC-021,2026-03-23,Full Day,Available,v1.0.0
AVL-015258,TEC-021,2026-03-24,Full Day,Available,v1.0.0
AVL-015259,TEC-021,2026-03-25,Full Day,Available,v1.0.0
AVL-015260,TEC-021,2026-03-26,Full Day,Leave,v1.0.0
AVL-015261,TEC-021,2026-03-27,Full Day,Available,v1.0.0
AVL-015262,TEC-021,2026-03-28,Full Day,Available,v1.0.0
AVL-015263,TEC-021,2026-03-29,Full Day,Available,v1.0.0
AVL-015264,TEC-021,2026-03-30,Full Day,Busy,v1.0.0
AVL-015265,TEC-021,2026-03-31,Full Day,Available,v1.0.0
AVL-015266,TEC-021,2026-04-01,Full Day,Available,v1.0.0
AVL-015267,TEC-021,2026-04-02,Full Day,Busy,v1.0.0
AVL-015268,TEC-021,,Full Day,Busy,v1.0.0
AVL-015269,TEC-021,2026-04-04,Full Day,Available,v1.0.0
AVL-015270,TEC-021,2026-04-05,Full Day,Available,v1.0.0
AVL-015271,TEC-021,2026-04-06,Full Day,Available,v1.0.0
AVL-015272,TEC-021,,Full Day,Leave,v1.0.0
AVL-015273,TEC-021,2026-04-08,Full Day,Busy,v1.0.0
AVL-015274,TEC-021,,Full Day,Leave,v1.0.0
AVL-015275,TEC-021,2026-04-10,Full Day,Available,v1.0.0
AVL-015276,TEC-021,2026-04-11,Full Day,Available,v1.0.0
AVL-015277,TEC-021,2026-04-12,Full Day,Leave,v1.0.0
AVL-015278,TEC-021,2026-04-13,Full Day,Available,v1.0.0
AVL-015279,TEC-021,2026-04-14,Full Day,Leave,v1.0.0
AVL-015280,TEC-021,2026-04-15,Full Day,Busy,v1.0.0
AVL-015281,TEC-021,2026-04-16,Full Day,Available,v1.0.0
AVL-015282,TEC-021,2026-04-17,Full Day,Available,v1.0.0
AVL-015283,TEC-021,2026-04-18,Full Day,Available,v1.0.0
AVL-015284,TEC-021,2026-04-19,Full Day,Available,v1.0.0
AVL-015285,TEC-021,2026-04-20,Full Day,Busy,v1.0.0
AVL-015286,TEC-021,2026-04-21,Full Day,Available,v1.0.0
AVL-015287,TEC-021,2026-04-22,Full Day,Busy,v1.0.0
AVL-015288,TEC-021,2026-04-23,Full Day,Busy,v1.0.0
