failure_id,asset_id,failure_date,failure_type,downtime_hours,dataset_version
FLR-000834,AST-00366,2020-07-29,Mechanical,271.06,v1.0.0
FLR-000835,AST-00320,2024-07-13,Mechanical,149.75,v1.0.0
FLR-000836,AST-00014,2024-09-18,Mechanical,10.09,v1.0.0
FLR-000837,AST-00498,2010-12-20,Electrical,216.05,v1.0.0
FLR-000838,AST-00067,2025-01-21,Wear & Tear,116.98,v1.0.0
FLR-000839,AST-00124,2018-07-22,Wear & Tear,135.09,v1.0.0
FLR-000840,AST-00204,2023-08-06,Mechanical,249.73,v1.0.0
FLR-000841,AST-00283,2024-05-27,Software,232.22,v1.0.0
FLR-000842,AST-00158,2018-08-30,Software,159.84,v1.0.0
FLR-000843,AST-00345,2023-06-11,Wear & Tear,70.09,v1.0.0
FLR-000844,AST-00068,2019-03-28,Electrical,113.59,v1.0.0
FLR-000845,AST-00308,2021-01-17,Mechanical,11.98,v1.0.0
FLR-000846,AST-00083,2025-07-25,Electrical,48.83,v1.0.0
FLR-000847,AST-00155,2021-04-04,Mechanical,196.83,v1.0.0
FLR-000848,AST-00420,2021-03-04,Software,213.67,v1.0.0
FLR-000849,AST-00206,2021-03-29,Wear & Tear,335.41,v1.0.0
FLR-000850,AST-00398,2024-06-06,Mechanical,223.95,v1.0.0
FLR-000851,AST-00106,2024-12-09,Wear & Tear,70.33,v1.0.0
FLR-000852,AST-00241,2024-09-07,Software,205.61,v1.0.0
FLR-000853,AST-00334,2019-03-04,Electrical,16.66,v1.0.0
FLR-000854,AST-00254,,Mechanical,10.98,v1.0.0
FLR-000855,AST-00218,2021-03-04,Mechanical,21.31,v1.0.0
FLR-000856,AST-00341,2026-04-30,Wear & Tear,161.14,v1.0.0
FLR-000857,AST-00089,2026-03-21,Mechanical,179.3,v1.0.0
FLR-000858,AST-00233,2022-10-20,Wear & Tear,101.91,v1.0.0
FLR-000859,AST-00096,2018-03-23,Wear & Tear,221.93,v1.0.0
FLR-000860,AST-00325,2013-10-17,Electrical,230.74,v1.0.0
FLR-000861,AST-00040,2019-06-03,Electrical,105.03,v1.0.0
FLR-000862,AST-00265,2025-05-05,Wear & Tear,207.46,v1.0.0
FLR-000863,AST-00004,2016-02-11,Mechanical,169.28,v1.0.0
FLR-000864,AST-00300,2024-01-23,Wear & Tear,126.01,v1.0.0
FLR-000865,AST-00082,2018-04-29,Software,68.78,v1.0.0
FLR-000866,AST-00151,2021-01-24,Mechanical,154.58,v1.0.0
FLR-000867,AST-00255,2015-01-27,Software,,v1.0.0
FLR-000868,AST-00073,2019-12-12,Mechanical,314.55,v1.0.0
FLR-000869,AST-00085,2015-08-19,Electrical,121.31,v1.0.0
FLR-000870,AST-00483,2023-10-08,Mechanical,123.61,v1.0.0
FLR-000871,AST-00356,2011-01-16,Electrical,80.36,v1.0.0
FLR-000872,AST-00190,2025-05-25,Wear & Tear,45.4,v1.0.0
FLR-000873,AST-00171,2021-07-08,Mechanical,186.91,v1.0.0
FLR-000874,AST-00255,2023-08-08,Software,295.18,v1.0.0
FLR-000875,AST-00199,2011-12-31,Wear & Tear,151.74,v1.0.0
FLR-000876,AST-00404,2021-09-22,Mechanical,,v1.0.0
FLR-000877,AST-00466,2026-02-13,Wear & Tear,158.96,v1.0.0
FLR-000878,AST-00135,2010-05-23,Mechanical,35.93,v1.0.0
FLR-000879,AST-00404,2016-12-11,Mechanical,16.67,v1.0.0
FLR-000880,AST-00162,2024-10-13,Software,70.05,v1.0.0
FLR-000881,AST-00043,2023-08-04,Electrical,179.77,v1.0.0
FLR-000882,AST-00107,2019-02-07,Electrical,9.05,v1.0.0
FLR-000883,AST-00345,2025-05-16,Wear & Tear,45.29,v1.0.0
FLR-000884,AST-00338,2014-01-09,Wear & Tear,5.84,v1.0.0
FLR-000885,AST-00413,2023-11-18,Mechanical,200.09,v1.0.0
FLR-000886,AST-00342,2016-02-21,Mechanical,217.23,v1.0.0
FLR-000887,AST-00343,2009-11-16,Wear & Tear,128.12,v1.0.0
FLR-000888,AST-00055,,Electrical,68.42,v1.0.0
FLR-000889,AST-00491,2021-07-03,Wear & Tear,92.91,v1.0.0
FLR-000890,AST-00022,2020-03-04,Software,6.72,v1.0.0
FLR-000891,AST-00064,2025-03-10,Mechanical,63.39,v1.0.0
FLR-000892,AST-00393,2022-07-19,Wear & Tear,45.4,v1.0.0
FLR-000893,AST-00362,2021-12-27,Software,8.85,v1.0.0
FLR-000894,AST-00384,2016-10-23,Electrical,225.7,v1.0.0
FLR-000895,AST-00386,2018-08-05,Mechanical,208.15,v1.0.0
FLR-000896,AST-00238,2011-04-25,Software,147.01,v1.0.0
FLR-000897,AST-00188,2026-03-26,Electrical,65.53,v1.0.0
FLR-000898,AST-00066,,Electrical,166.0,v1.0.0
FLR-000899,AST-00203,2014-05-20,Electrical,179.68,v1.0.0
FLR-000900,AST-00182,2019-02-28,Wear & Tear,115.88,v1.0.0
FLR-000901,AST-00471,2021-03-01,Mechanical,82.52,v1.0.0
FLR-000902,AST-00482,2014-12-30,Mechanical,190.07,v1.0.0
FLR-000903,AST-00192,2024-12-17,Wear & Tear,34.49,v1.0.0
FLR-000904,AST-00196,2025-08-06,Mechanical,20.71,v1.0.0
FLR-000905,AST-00017,2025-03-26,Wear & Tear,73.88,v1.0.0
FLR-000906,AST-00472,2019-04-21,,,v1.0.0
FLR-000907,AST-00123,2026-02-04,,82.03,v1.0.0
FLR-000908,AST-00375,2019-07-12,Wear & Tear,284.99,v1.0.0
FLR-000909,AST-00379,2019-08-26,Wear & Tear,273.09,v1.0.0
FLR-000910,AST-00290,2022-04-21,Electrical,159.94,v1.0.0
FLR-000911,AST-00422,2016-07-10,Software,165.71,v1.0.0
FLR-000912,AST-00450,2024-09-22,Electrical,162.64,v1.0.0
FLR-000913,AST-00218,2017-08-14,Mechanical,265.34,v1.0.0
FLR-000914,AST-00299,2025-06-18,Wear & Tear,76.42,v1.0.0
FLR-000915,AST-00482,2025-11-25,Software,20.1,v1.0.0
FLR-000916,AST-00176,2023-04-26,Electrical,183.48,v1.0.0
FLR-000917,AST-00491,2018-08-02,Mechanical,20.86,v1.0.0
FLR-000918,AST-00100,2012-05-11,Wear & Tear,93.88,v1.0.0
FLR-000919,AST-00113,2020-09-01,Wear & Tear,203.51,v1.0.0
FLR-000920,AST-00138,2020-10-12,Software,218.26,v1.0.0
FLR-000921,AST-00136,2013-07-30,Electrical,98.93,v1.0.0
FLR-000922,AST-00252,2022-10-05,Software,95.94,v1.0.0
FLR-000923,AST-00319,2016-01-13,Mechanical,235.67,v1.0.0
FLR-000924,AST-00409,2022-02-26,Software,231.85,v1.0.0
FLR-000925,AST-00311,2024-03-26,Electrical,283.27,v1.0.0
FLR-000926,AST-00208,2025-12-24,Electrical,84.9,v1.0.0
FLR-000927,AST-00339,2012-01-09,Electrical,125.04,v1.0.0
FLR-000928,AST-00444,2007-09-12,Software,324.3,v1.0.0
FLR-000929,AST-00207,2016-10-09,Mechanical,123.56,v1.0.0
FLR-000930,AST-00267,2025-05-07,Electrical,122.52,v1.0.0
FLR-000931,AST-00237,2014-12-31,Mechanical,237.64,v1.0.0
FLR-000932,AST-00253,2020-09-24,Software,102.92,v1.0.0
FLR-000933,AST-00059,2020-04-20,Electrical,210.67,v1.0.0
FLR-000934,AST-00412,2016-10-31,Software,229.43,v1.0.0
FLR-000935,AST-00361,2022-11-28,Mechanical,107.36,v1.0.0
FLR-000936,AST-00489,2025-04-11,Electrical,82.57,v1.0.0
FLR-000937,AST-00424,2026-03-15,Wear & Tear,151.04,v1.0.0
FLR-000938,AST-00277,2026-04-27,External,150.45,v1.0.0
FLR-000939,AST-00060,2024-10-02,Mechanical,121.41,v1.0.0
FLR-000940,AST-00181,2017-06-27,Electrical,146.42,v1.0.0
FLR-000941,AST-00429,2024-09-13,Mechanical,30.85,v1.0.0
FLR-000942,AST-00234,2025-03-31,Electrical,170.46,v1.0.0
FLR-000943,AST-00305,2018-09-01,Mechanical,124.8,v1.0.0
FLR-000944,AST-00037,2024-02-17,Mechanical,171.79,v1.0.0
FLR-000945,AST-00050,2013-09-14,Electrical,215.92,v1.0.0
FLR-000946,AST-00019,2011-04-27,Wear & Tear,132.32,v1.0.0
FLR-000947,AST-00108,2024-01-02,Electrical,68.82,v1.0.0
FLR-000948,AST-00309,2012-06-23,Mechanical,203.82,v1.0.0
FLR-000949,AST-00111,2025-06-18,Software,184.86,v1.0.0
FLR-000950,AST-00310,2026-05-28,Wear & Tear,55.45,v1.0.0
FLR-000951,AST-00256,2020-04-14,Wear & Tear,84.08,v1.0.0
FLR-000952,AST-00065,2013-11-02,Mechanical,130.47,v1.0.0
FLR-000953,AST-00136,2021-07-10,Software,61.02,v1.0.0
FLR-000954,AST-00399,2026-03-07,Electrical,108.68,v1.0.0
FLR-000955,AST-00067,2017-02-17,Wear & Tear,248.3,v1.0.0
FLR-000956,AST-00223,2017-10-14,Software,,v1.0.0
FLR-000957,AST-00196,2024-12-24,Mechanical,18.75,v1.0.0
FLR-000958,AST-00320,2023-03-03,Electrical,72.98,v1.0.0
FLR-000959,AST-00478,2025-07-15,Mechanical,90.58,v1.0.0
FLR-000960,AST-00217,2023-08-05,Mechanical,216.33,v1.0.0
FLR-000961,AST-00178,2026-01-18,Mechanical,103.49,v1.0.0
FLR-000962,AST-00266,2018-05-17,Mechanical,70.74,v1.0.0
FLR-000963,AST-00356,2014-09-25,Wear & Tear,187.58,v1.0.0
FLR-000964,AST-00213,2025-02-19,Mechanical,149.53,v1.0.0
FLR-000965,AST-00140,2016-04-02,Wear & Tear,175.25,v1.0.0
FLR-000966,AST-00265,2021-03-01,Mechanical,116.76,v1.0.0
FLR-000967,AST-00285,,Software,38.01,v1.0.0
FLR-000968,AST-00165,2019-07-13,Electrical,76.58,v1.0.0
FLR-000969,AST-00116,2021-11-21,Electrical,197.36,v1.0.0
FLR-000970,AST-00142,2025-01-02,Wear & Tear,13.16,v1.0.0
FLR-000971,AST-00274,2025-02-21,Mechanical,72.68,v1.0.0
FLR-000972,AST-00399,2026-04-12,Mechanical,93.83,v1.0.0
FLR-000973,AST-00498,2012-09-14,Electrical,296.44,v1.0.0
FLR-000974,AST-00451,2017-05-04,Software,34.83,v1.0.0
FLR-000975,AST-00314,2025-07-25,Electrical,77.69,v1.0.0
FLR-000976,AST-00170,2013-10-15,Software,168.07,v1.0.0
FLR-000977,AST-00433,2024-09-20,Wear & Tear,5.08,v1.0.0
FLR-000978,AST-00301,2025-06-16,Wear & Tear,120.29,v1.0.0
FLR-000979,AST-00207,2025-12-09,Mechanical,124.78,v1.0.0
FLR-000980,AST-00267,2019-02-28,Software,138.99,v1.0.0
FLR-000981,AST-00224,2023-11-13,Mechanical,107.7,v1.0.0
FLR-000982,AST-00123,2023-07-07,Software,60.87,v1.0.0
FLR-000983,AST-00160,2019-05-23,Mechanical,63.55,v1.0.0
FLR-000984,AST-00130,2023-02-15,,50.23,v1.0.0
FLR-000985,AST-00290,2018-01-17,Mechanical,194.66,v1.0.0
FLR-000986,AST-00211,2024-07-29,Wear & Tear,177.48,v1.0.0
FLR-000987,AST-00049,2025-05-05,Wear & Tear,243.4,v1.0.0
FLR-000988,AST-00386,,Mechanical,156.71,v1.0.0
FLR-000989,AST-00405,2014-05-15,Mechanical,219.3,v1.0.0
FLR-000990,AST-00399,2025-07-02,Mechanical,68.23,v1.0.0
FLR-000991,AST-00318,2021-08-08,Electrical,119.33,v1.0.0
FLR-000992,AST-00106,2022-07-15,Wear & Tear,165.78,v1.0.0
FLR-000993,AST-00457,2025-12-21,Wear & Tear,71.76,v1.0.0
FLR-000994,AST-00356,,Mechanical,109.33,v1.0.0
FLR-000995,AST-00283,2018-07-25,Wear & Tear,167.65,v1.0.0
FLR-000996,AST-00417,2021-08-09,Electrical,35.95,v1.0.0
FLR-000997,AST-00202,2022-08-04,Mechanical,77.36,v1.0.0
FLR-000998,AST-00407,2012-12-29,Mechanical,339.3,v1.0.0
FLR-000999,AST-00194,2025-07-07,Wear & Tear,4.42,v1.0.0
FLR-001000,AST-00048,2023-09-06,Wear & Tear,68.37,v1.0.0
FLR-001001,AST-00430,2023-07-15,Electrical,42.37,v1.0.0
FLR-001002,AST-00028,2025-02-04,Software,235.9,v1.0.0
FLR-001003,AST-00027,2025-08-17,Software,242.6,v1.0.0
FLR-001004,AST-00165,2012-10-30,Wear & Tear,72.15,v1.0.0
FLR-001005,AST-00409,2025-09-28,Electrical,141.62,v1.0.0
FLR-001006,AST-00231,2025-10-09,Mechanical,107.74,v1.0.0
FLR-001007,AST-00310,,Wear & Tear,58.04,v1.0.0
FLR-001008,AST-00179,2016-05-26,Software,104.26,v1.0.0
FLR-001009,AST-00177,2017-06-08,Wear & Tear,202.97,v1.0.0
FLR-001010,AST-00026,2026-03-01,Electrical,178.26,v1.0.0
FLR-001011,AST-00028,2016-12-03,Mechanical,250.72,v1.0.0
FLR-001012,AST-00422,2024-01-05,Mechanical,39.58,v1.0.0
FLR-001013,AST-00437,2021-08-05,Wear & Tear,240.41,v1.0.0
FLR-001014,AST-00426,2023-05-15,Mechanical,5.65,v1.0.0
FLR-001015,AST-00333,2025-02-15,Software,243.37,v1.0.0
FLR-001016,AST-00240,2022-04-28,Software,8.23,v1.0.0
FLR-001017,AST-00239,2011-04-02,Electrical,21.67,v1.0.0
FLR-001018,AST-00253,2019-07-24,,125.93,v1.0.0
FLR-001019,AST-00313,2024-02-19,Wear & Tear,6.92,v1.0.0
FLR-001020,AST-00123,2023-01-25,Software,83.47,v1.0.0
FLR-001021,AST-00162,2025-05-22,Mechanical,143.13,v1.0.0
FLR-001022,AST-00126,2021-01-22,,77.21,v1.0.0
FLR-001023,AST-00110,2022-02-16,Electrical,104.06,v1.0.0
FLR-001024,AST-00225,2021-07-24,Mechanical,63.58,v1.0.0
FLR-001025,AST-00408,2019-05-19,Software,50.01,v1.0.0
FLR-001026,AST-00031,2020-12-24,Mechanical,90.17,v1.0.0
FLR-001027,AST-00003,2021-06-12,Mechanical,177.71,v1.0.0
FLR-001028,AST-00096,2023-02-14,Mechanical,140.01,v1.0.0
FLR-001029,AST-00075,2018-12-17,Electrical,181.03,v1.0.0
FLR-001030,AST-00391,2025-01-27,Mechanical,,v1.0.0
FLR-001031,AST-00010,2023-03-28,Wear & Tear,182.09,v1.0.0
FLR-001032,AST-00308,,Electrical,66.32,v1.0.0
FLR-001033,AST-00095,2018-03-05,,163.59,v1.0.0
FLR-001034,AST-00123,,Electrical,128.48,v1.0.0
FLR-001035,AST-00036,2011-06-24,Software,322.22,v1.0.0
FLR-001036,AST-00140,2025-10-10,Wear & Tear,265.44,v1.0.0
FLR-001037,AST-00116,2022-06-15,Software,16.78,v1.0.0
FLR-001038,AST-00344,2020-12-05,Mechanical,83.52,v1.0.0
FLR-001039,AST-00055,2022-08-21,Software,51.67,v1.0.0
FLR-001040,AST-00403,2025-12-16,Software,21.15,v1.0.0
FLR-001041,AST-00392,,Software,355.91,v1.0.0
FLR-001042,AST-00183,,Electrical,33.61,v1.0.0
FLR-001043,AST-00099,2012-09-07,Software,191.78,v1.0.0
FLR-001044,AST-00369,2024-01-12,Software,15.95,v1.0.0
FLR-001045,AST-00407,2016-08-29,Mechanical,273.77,v1.0.0
FLR-001046,AST-00032,2024-12-29,Electrical,203.6,v1.0.0
FLR-001047,AST-00012,2025-02-15,Mechanical,130.0,v1.0.0
FLR-001048,AST-00156,2025-02-07,Electrical,95.09,v1.0.0
FLR-001049,AST-00096,2018-12-12,,170.6,v1.0.0
FLR-001050,AST-00461,2019-12-13,Electrical,168.4,v1.0.0
FLR-001051,AST-00267,2020-02-25,Software,198.16,v1.0.0
FLR-001052,AST-00103,2010-10-02,,336.01,v1.0.0
FLR-001053,AST-00129,2019-05-19,Wear & Tear,234.85,v1.0.0
FLR-001054,AST-00073,2017-12-04,Mechanical,127.66,v1.0.0
FLR-001055,AST-00302,2025-08-06,Mechanical,121.13,v1.0.0
FLR-001056,AST-00103,2026-02-21,Mechanical,279.85,v1.0.0
FLR-001057,AST-00044,2025-06-30,Wear & Tear,70.04,v1.0.0
FLR-001058,AST-00427,2016-06-16,Wear & Tear,311.45,v1.0.0
FLR-001059,AST-00482,2023-07-01,Software,200.19,v1.0.0
FLR-001060,AST-00001,2020-03-10,Electrical,78.9,v1.0.0
FLR-001061,AST-00484,2019-07-11,Wear & Tear,180.3,v1.0.0
FLR-001062,AST-00265,2017-12-02,Wear & Tear,115.64,v1.0.0
FLR-001063,AST-00496,2025-08-27,Software,160.74,v1.0.0
FLR-001064,AST-00324,2023-01-15,Mechanical,140.73,v1.0.0
FLR-001065,AST-00356,2011-10-22,Wear & Tear,261.63,v1.0.0
FLR-001066,AST-00356,2015-09-28,Mechanical,314.08,v1.0.0
FLR-001067,AST-00484,2018-06-18,Wear & Tear,216.08,v1.0.0
FLR-001068,AST-00290,2023-04-27,Electrical,,v1.0.0
FLR-001069,AST-00182,2021-07-25,External,197.57,v1.0.0
FLR-001070,AST-00036,2016-05-10,Mechanical,205.71,v1.0.0
FLR-001071,AST-00129,2022-03-02,Electrical,319.47,v1.0.0
FLR-001072,AST-00423,2018-12-14,Software,179.44,v1.0.0
FLR-001073,AST-00076,2021-07-02,Wear & Tear,111.8,v1.0.0
FLR-001074,AST-00184,2019-02-25,Software,80.32,v1.0.0
FLR-001075,AST-00292,2021-06-08,External,188.38,v1.0.0
FLR-001076,AST-00075,2022-10-05,Mechanical,155.37,v1.0.0
FLR-001077,AST-00392,2026-05-23,,39.57,v1.0.0
FLR-001078,AST-00362,2020-02-17,Software,101.9,v1.0.0
FLR-001079,AST-00273,2026-03-30,Mechanical,17.99,v1.0.0
FLR-001080,AST-00257,2024-11-18,Mechanical,156.51,v1.0.0
FLR-001081,AST-00257,2023-07-31,Mechanical,73.86,v1.0.0
FLR-001082,AST-00285,2024-11-22,Electrical,162.38,v1.0.0
FLR-001083,AST-00325,2020-03-16,Wear & Tear,65.95,v1.0.0
FLR-001084,AST-00342,2021-08-31,Mechanical,326.56,v1.0.0
FLR-001085,AST-00335,2007-09-29,,84.01,v1.0.0
FLR-001086,AST-00101,2022-12-26,Wear & Tear,141.9,v1.0.0
FLR-001087,AST-00285,2024-08-13,Electrical,25.91,v1.0.0
FLR-001088,AST-00187,2019-07-29,Electrical,96.4,v1.0.0
FLR-001089,AST-00268,2019-03-19,Mechanical,154.29,v1.0.0
FLR-001090,AST-00371,2013-05-01,Wear & Tear,93.33,v1.0.0
FLR-001091,AST-00419,2018-01-24,External,43.08,v1.0.0
FLR-001092,AST-00207,2018-09-12,Electrical,13.05,v1.0.0
FLR-001093,AST-00408,2023-09-30,Software,56.28,v1.0.0
FLR-001094,AST-00047,2025-12-13,Software,142.41,v1.0.0
FLR-001095,AST-00454,2009-08-23,Electrical,95.58,v1.0.0
FLR-001096,AST-00449,2024-10-02,Wear & Tear,159.46,v1.0.0
FLR-001097,AST-00177,2021-02-05,Mechanical,169.73,v1.0.0
FLR-001098,AST-00121,2020-01-07,Software,144.84,v1.0.0
FLR-001099,AST-00156,2025-05-24,Electrical,113.48,v1.0.0
FLR-001100,AST-00152,2012-11-24,Electrical,151.45,v1.0.0
FLR-001101,AST-00099,2009-05-17,Mechanical,299.87,v1.0.0
FLR-001102,AST-00059,2019-02-08,Wear & Tear,165.42,v1.0.0
FLR-001103,AST-00160,2025-06-11,Mechanical,5.03,v1.0.0
FLR-001104,AST-00129,2010-06-20,Wear & Tear,214.2,v1.0.0
FLR-001105,AST-00198,2024-03-07,Electrical,42.18,v1.0.0
FLR-001106,AST-00489,2013-10-20,Electrical,126.24,v1.0.0
FLR-001107,AST-00462,2024-01-20,Software,105.62,v1.0.0
FLR-001108,AST-00171,2024-10-16,Electrical,139.63,v1.0.0
FLR-001109,AST-00348,2017-02-21,Software,46.46,v1.0.0
FLR-001110,AST-00261,2026-05-17,Wear & Tear,55.11,v1.0.0
FLR-001111,AST-00370,2025-03-12,Wear & Tear,119.59,v1.0.0
FLR-001112,AST-00089,2025-06-24,Mechanical,138.73,v1.0.0
FLR-001113,AST-00431,2021-12-01,Software,248.04,v1.0.0
FLR-001114,AST-00092,2019-08-16,Software,98.14,v1.0.0
FLR-001115,AST-00476,2016-08-26,Software,188.46,v1.0.0
FLR-001116,AST-00445,2010-07-20,Mechanical,6.48,v1.0.0
FLR-001117,AST-00262,2011-09-18,Mechanical,17.66,v1.0.0
FLR-001118,AST-00236,2021-03-29,Wear & Tear,187.55,v1.0.0
FLR-001119,AST-00460,2019-09-17,Software,149.56,v1.0.0
FLR-001120,AST-00155,2024-07-26,Mechanical,78.7,v1.0.0
FLR-001121,AST-00461,2010-04-07,Wear & Tear,92.56,v1.0.0
FLR-001122,AST-00106,2024-05-23,Mechanical,58.5,v1.0.0
FLR-001123,AST-00170,2013-10-30,Mechanical,256.02,v1.0.0
FLR-001124,AST-00397,2021-12-26,Electrical,15.25,v1.0.0
FLR-001125,AST-00123,2024-10-29,Wear & Tear,,v1.0.0
FLR-001126,AST-00131,2023-09-06,Wear & Tear,146.43,v1.0.0
FLR-001127,AST-00175,2014-03-29,Mechanical,122.31,v1.0.0
FLR-001128,AST-00179,2022-11-22,Mechanical,315.46,v1.0.0
FLR-001129,AST-00139,2024-10-17,Wear & Tear,119.76,v1.0.0
FLR-001130,AST-00202,2025-11-16,Wear & Tear,15.32,v1.0.0
FLR-001131,AST-00210,2022-12-02,Mechanical,131.34,v1.0.0
FLR-001132,AST-00434,2026-03-25,,146.8,v1.0.0
FLR-001133,AST-00475,2023-05-22,Mechanical,64.99,v1.0.0
FLR-001134,AST-00212,2014-09-26,,193.24,v1.0.0
FLR-001135,AST-00186,2026-01-29,Mechanical,51.47,v1.0.0
FLR-001136,AST-00072,2026-01-21,Wear & Tear,88.66,v1.0.0
FLR-001137,AST-00306,2024-07-03,Mechanical,122.41,v1.0.0
FLR-001138,AST-00379,2020-04-07,Wear & Tear,163.32,v1.0.0
FLR-001139,AST-00281,2009-11-05,Mechanical,205.78,v1.0.0
FLR-001140,AST-00123,2023-03-30,Wear & Tear,24.21,v1.0.0
FLR-001141,AST-00103,2024-04-22,Software,222.73,v1.0.0
FLR-001142,AST-00184,2016-11-05,Mechanical,317.07,v1.0.0
FLR-001143,AST-00394,2023-02-16,Mechanical,24.58,v1.0.0
FLR-001144,AST-00187,,Electrical,46.54,v1.0.0
FLR-001145,AST-00069,2026-05-23,Electrical,7.69,v1.0.0
FLR-001146,AST-00020,2024-03-04,Wear & Tear,98.48,v1.0.0
FLR-001147,AST-00267,2013-12-23,Electrical,219.51,v1.0.0
FLR-001148,AST-00234,2016-01-23,Software,289.01,v1.0.0
FLR-001149,AST-00204,2026-03-19,Mechanical,204.72,v1.0.0
FLR-001150,AST-00287,2025-08-07,Electrical,145.03,v1.0.0
FLR-001151,AST-00260,2022-10-14,Mechanical,108.61,v1.0.0
FLR-001152,AST-00120,2017-02-09,Wear & Tear,109.92,v1.0.0
FLR-001153,AST-00027,2015-01-18,Electrical,114.57,v1.0.0
FLR-001154,AST-00301,2024-10-19,Wear & Tear,122.73,v1.0.0
FLR-001155,AST-00372,2015-07-24,Electrical,132.45,v1.0.0
FLR-001156,AST-00126,2013-07-10,Mechanical,93.84,v1.0.0
FLR-001157,AST-00286,2026-03-18,Wear & Tear,122.88,v1.0.0
FLR-001158,AST-00335,2024-01-29,Wear & Tear,59.06,v1.0.0
FLR-001159,AST-00435,2011-04-23,Electrical,159.58,v1.0.0
FLR-001160,AST-00393,2022-08-23,Mechanical,98.95,v1.0.0
FLR-001161,AST-00299,2026-03-13,Wear & Tear,93.78,v1.0.0
FLR-001162,AST-00013,2010-10-07,Wear & Tear,34.79,v1.0.0
FLR-001163,AST-00116,2024-09-15,Software,67.8,v1.0.0
FLR-001164,AST-00240,2020-02-03,Software,77.01,v1.0.0
FLR-001165,AST-00151,2022-09-12,Wear & Tear,307.19,v1.0.0
FLR-001166,AST-00366,2013-08-24,Mechanical,232.28,v1.0.0
FLR-001167,AST-00104,,Software,29.94,v1.0.0
FLR-001168,AST-00114,2021-10-02,Wear & Tear,34.14,v1.0.0
FLR-001169,AST-00289,2023-07-05,Wear & Tear,38.19,v1.0.0
FLR-001170,AST-00049,2014-11-12,Wear & Tear,38.15,v1.0.0
FLR-001171,AST-00253,2023-03-19,Electrical,77.22,v1.0.0
FLR-001172,AST-00375,2012-10-19,Software,129.04,v1.0.0
FLR-001173,AST-00292,2026-01-25,Wear & Tear,108.04,v1.0.0
FLR-001174,AST-00048,2024-08-08,Software,158.69,v1.0.0
FLR-001175,AST-00383,2025-01-26,Mechanical,27.02,v1.0.0
FLR-001176,AST-00320,2024-09-23,Mechanical,165.3,v1.0.0
FLR-001177,AST-00449,2024-03-24,Wear & Tear,99.1,v1.0.0
FLR-001178,AST-00456,2021-11-25,,47.14,v1.0.0
FLR-001179,AST-00054,2025-06-17,Mechanical,222.74,v1.0.0
FLR-001180,AST-00346,2010-11-18,Mechanical,152.3,v1.0.0
FLR-001181,AST-00173,2024-07-25,Wear & Tear,25.81,v1.0.0
FLR-001182,AST-00471,2025-11-26,Electrical,122.28,v1.0.0
FLR-001183,AST-00333,2019-08-27,Software,75.25,v1.0.0
FLR-001184,AST-00240,2021-10-03,Wear & Tear,118.35,v1.0.0
FLR-001185,AST-00406,2011-04-26,Wear & Tear,121.48,v1.0.0
FLR-001186,AST-00113,2020-06-02,Mechanical,57.49,v1.0.0
FLR-001187,AST-00390,2015-12-11,Software,37.26,v1.0.0
FLR-001188,AST-00033,2022-07-06,Software,142.52,v1.0.0
FLR-001189,AST-00455,2016-02-21,Software,54.98,v1.0.0
FLR-001190,AST-00129,2024-07-29,Electrical,30.71,v1.0.0
FLR-001191,AST-00462,2021-06-20,Electrical,32.16,v1.0.0
FLR-001192,AST-00068,2016-10-25,Electrical,113.64,v1.0.0
FLR-001193,AST-00165,2023-01-09,Electrical,129.88,v1.0.0
FLR-001194,AST-00286,2025-06-04,Wear & Tear,92.03,v1.0.0
FLR-001195,AST-00309,2020-05-18,Wear & Tear,67.76,v1.0.0
FLR-001196,AST-00114,2016-06-07,Electrical,16.5,v1.0.0
FLR-001197,AST-00310,2019-10-11,Mechanical,51.39,v1.0.0
FLR-001198,AST-00116,2012-03-28,Software,191.15,v1.0.0
FLR-001199,AST-00137,2022-12-15,Mechanical,75.06,v1.0.0
FLR-001200,AST-00448,2024-05-09,Electrical,104.77,v1.0.0
FLR-001201,AST-00180,2024-04-14,,147.51,v1.0.0
FLR-001202,AST-00292,2024-06-16,Wear & Tear,24.69,v1.0.0
FLR-001203,AST-00222,2009-12-27,Electrical,96.08,v1.0.0
FLR-001204,AST-00177,2021-01-05,Electrical,188.94,v1.0.0
FLR-001205,AST-00464,2024-11-29,Software,88.07,v1.0.0
FLR-001206,AST-00490,2008-01-20,Mechanical,15.86,v1.0.0
FLR-001207,AST-00381,2020-03-24,Electrical,27.28,v1.0.0
FLR-001208,AST-00396,2022-11-07,Software,139.1,v1.0.0
FLR-001209,AST-00104,2026-01-26,Electrical,38.55,v1.0.0
FLR-001210,AST-00366,2012-08-14,Electrical,309.16,v1.0.0
FLR-001211,AST-00077,2025-08-25,Mechanical,70.91,v1.0.0
FLR-001212,AST-00080,2024-07-23,Electrical,22.1,v1.0.0
FLR-001213,AST-00085,2023-12-01,Mechanical,156.45,v1.0.0
FLR-001214,AST-00238,2025-07-04,Electrical,179.08,v1.0.0
FLR-001215,AST-00367,2015-05-09,Mechanical,243.78,v1.0.0
FLR-001216,AST-00277,2019-11-03,External,8.44,v1.0.0
FLR-001217,AST-00304,2021-11-01,Wear & Tear,132.6,v1.0.0
FLR-001218,AST-00405,2022-09-04,Mechanical,54.3,v1.0.0
