history_id,technician_id,request_id,category,success_rate,resolution_hours,dataset_version
THX-004196,TEC-060,REQ-016411,Electrical,,29.45,v1.0.0
THX-004197,TEC-007,REQ-017769,Water Leakage,0.951,3.88,v1.0.0
THX-004198,TEC-007,REQ-017306,Security,0.871,15.41,v1.0.0
THX-004199,TEC-041,REQ-019289,Water Leakage,1.0,4.03,v1.0.0
THX-004200,TEC-038,REQ-004218,Plumbing,,8.35,v1.0.0
THX-004201,TEC-025,REQ-010397,Lift,1.0,3.64,v1.0.0
THX-004202,TEC-058,REQ-010713,Fire Safety,0.667,4.56,v1.0.0
THX-004203,TEC-025,REQ-003854,Parking,1.0,10.78,v1.0.0
THX-004204,TEC-023,REQ-019880,Noise,0.993,47.27,v1.0.0
THX-004205,TEC-015,REQ-004633,Security,0.977,38.79,v1.0.0
THX-004206,TEC-004,REQ-000349,,0.965,7.52,v1.0.0
THX-004207,TEC-012,REQ-014451,Noise,0.933,9.4,v1.0.0
THX-004208,TEC-043,REQ-008448,Water Supply,0.756,15.79,v1.0.0
THX-004209,TEC-028,REQ-017376,Noise,0.96,99.53,v1.0.0
THX-004210,TEC-065,REQ-012942,HVAC,1.0,20.75,v1.0.0
THX-004211,TEC-016,REQ-005800,Noise,0.695,76.54,v1.0.0
THX-004212,TEC-023,REQ-001448,Security,0.904,3.8,v1.0.0
THX-004213,TEC-060,REQ-010845,Fire Safety,0.921,6.92,v1.0.0
THX-004214,TEC-021,REQ-013399,Lift,0.973,4.48,v1.0.0
THX-004215,TEC-018,REQ-015566,Water Leakage,0.876,9.37,v1.0.0
THX-004216,TEC-020,REQ-013351,Noise,0.866,54.36,v1.0.0
THX-004217,TEC-023,REQ-012567,Parking,1.0,56.18,v1.0.0
THX-004218,TEC-010,REQ-003057,Noise,0.997,11.2,v1.0.0
THX-004219,TEC-018,REQ-017039,Noise,1.0,81.79,v1.0.0
THX-004220,TEC-036,REQ-000361,Water Leakage,0.575,4.37,v1.0.0
THX-004221,TEC-006,REQ-001438,Parking,0.575,61.3,v1.0.0
THX-004222,TEC-047,REQ-020574,Fire Safety,0.678,9.1,v1.0.0
THX-004223,TEC-026,REQ-002932,Water Supply,0.912,2.18,v1.0.0
THX-004224,TEC-018,REQ-007459,Security,0.822,10.8,v1.0.0
THX-004225,TEC-017,REQ-020589,Noise,1.0,18.83,v1.0.0
THX-004226,TEC-019,REQ-010236,Water Supply,0.99,65.22,v1.0.0
THX-004227,TEC-001,REQ-018427,Electrical,0.611,60.63,v1.0.0
THX-004228,TEC-011,REQ-000305,Security,0.877,16.01,v1.0.0
THX-004229,TEC-024,REQ-021585,Security,0.957,28.02,v1.0.0
THX-004230,TEC-070,REQ-003928,Lift,0.38,7.44,v1.0.0
THX-004231,TEC-080,REQ-002708,Security,1.0,20.73,v1.0.0
THX-004232,TEC-034,REQ-006221,Plumbing,0.793,13.69,v1.0.0
THX-004233,TEC-036,REQ-001104,Water Supply,0.593,87.5,v1.0.0
THX-004234,TEC-048,REQ-017130,Fire Safety,0.61,4.05,v1.0.0
THX-004235,TEC-010,REQ-015176,Parking,1.0,56.56,v1.0.0
THX-004236,TEC-005,REQ-003300,Electrical,0.746,44.86,v1.0.0
THX-004237,TEC-005,REQ-014978,Noise,0.799,49.25,v1.0.0
THX-004238,TEC-021,REQ-008865,Water Leakage,0.827,10.22,v1.0.0
THX-004239,TEC-006,REQ-000405,HVAC,0.534,75.72,v1.0.0
THX-004240,TEC-012,REQ-005771,Noise,1.0,66.31,v1.0.0
THX-004241,TEC-060,REQ-020112,Fire Safety,0.933,14.45,v1.0.0
THX-004242,TEC-006,REQ-013467,Water Leakage,0.618,27.76,v1.0.0
THX-004243,TEC-006,REQ-008157,Plumbing,0.49,7.76,v1.0.0
THX-004244,TEC-048,REQ-014447,Fire Safety,0.599,7.75,v1.0.0
THX-004245,TEC-054,REQ-011264,Fire Safety,0.795,14.51,v1.0.0
THX-004246,TEC-011,REQ-016839,,0.675,43.27,v1.0.0
THX-004247,TEC-024,REQ-009327,Plumbing,1.0,16.35,v1.0.0
THX-004248,TEC-018,REQ-008257,Parking,,5.17,v1.0.0
THX-004249,TEC-013,REQ-009145,Parking,0.675,41.82,v1.0.0
THX-004250,TEC-072,REQ-020430,Lift,0.708,5.07,v1.0.0
THX-004251,TEC-012,REQ-020645,HVAC,1.0,91.67,v1.0.0
THX-004252,TEC-070,REQ-003154,Lift,0.475,2.28,v1.0.0
THX-004253,TEC-053,REQ-018979,Fire Safety,1.0,10.68,v1.0.0
THX-004254,TEC-025,REQ-003715,HVAC,1.0,46.7,v1.0.0
THX-004255,TEC-006,REQ-017748,Security,0.656,83.86,v1.0.0
THX-004256,TEC-004,REQ-019543,Lift,0.762,15.76,v1.0.0
THX-004257,TEC-060,REQ-018750,Electrical,1.0,19.03,v1.0.0
THX-004258,TEC-023,REQ-002584,Noise,0.992,46.09,v1.0.0
THX-004259,TEC-015,REQ-017363,Lift,1.0,10.96,v1.0.0
THX-004260,TEC-024,REQ-004781,HVAC,0.91,31.83,v1.0.0
THX-004261,TEC-072,REQ-020141,Lift,0.687,4.72,v1.0.0
THX-004262,TEC-011,REQ-006066,,,4.37,v1.0.0
THX-004263,TEC-022,REQ-010789,Lift,0.884,6.93,v1.0.0
THX-004264,TEC-011,REQ-000374,Water Leakage,0.671,5.3,v1.0.0
THX-004265,TEC-003,REQ-016369,Noise,,30.1,v1.0.0
THX-004266,TEC-015,REQ-011293,Parking,1.0,95.64,v1.0.0
THX-004267,TEC-022,REQ-001263,HVAC,0.818,29.31,v1.0.0
THX-004268,TEC-012,REQ-001717,Noise,0.81,40.05,v1.0.0
THX-004269,TEC-022,REQ-010929,Security,0.923,4.14,v1.0.0
THX-004270,TEC-010,REQ-001560,Security,1.0,12.98,v1.0.0
THX-004271,TEC-021,REQ-009591,Electrical,0.854,39.6,v1.0.0
THX-004272,TEC-024,REQ-012974,Lift,0.838,4.26,v1.0.0
THX-004273,TEC-025,REQ-019344,Noise,0.957,23.53,v1.0.0
THX-004274,TEC-048,REQ-014831,Fire Safety,0.473,4.36,v1.0.0
THX-004275,TEC-021,REQ-019552,Noise,0.788,31.16,v1.0.0
THX-004276,TEC-010,REQ-006894,Lift,0.99,3.26,v1.0.0
THX-004277,TEC-009,REQ-015608,Water Supply,0.878,,v1.0.0
THX-004278,TEC-026,REQ-012580,,0.941,,v1.0.0
THX-004279,TEC-028,REQ-013434,Water Supply,0.934,7.12,v1.0.0
THX-004280,TEC-021,REQ-004704,HVAC,1.0,40.71,v1.0.0
THX-004281,TEC-022,REQ-008947,,0.918,14.06,v1.0.0
THX-004282,TEC-008,REQ-017162,Security,0.817,0.89,v1.0.0
THX-004283,TEC-020,REQ-019941,Electrical,0.8,5.71,v1.0.0
THX-004284,TEC-010,REQ-019991,Fire Safety,1.0,2.51,v1.0.0
THX-004285,TEC-014,REQ-014582,Noise,0.695,9.57,v1.0.0
THX-004286,TEC-001,REQ-016504,Lift,0.667,11.01,v1.0.0
THX-004287,TEC-012,REQ-006468,Water Leakage,1.0,13.7,v1.0.0
THX-004288,TEC-021,REQ-019387,HVAC,0.856,4.37,v1.0.0
THX-004289,TEC-021,REQ-009270,Water Supply,0.859,14.53,v1.0.0
THX-004290,TEC-001,REQ-010893,HVAC,0.649,,v1.0.0
THX-004291,TEC-013,REQ-018543,HVAC,0.506,37.96,v1.0.0
THX-004292,TEC-010,REQ-002704,Water Leakage,1.0,12.89,v1.0.0
THX-004293,TEC-028,REQ-016446,HVAC,0.879,41.6,v1.0.0
THX-004294,TEC-024,REQ-020749,Plumbing,1.0,5.03,v1.0.0
THX-004295,TEC-059,REQ-013859,Fire Safety,0.9,18.78,v1.0.0
THX-004296,TEC-001,REQ-004918,Fire Safety,0.414,10.31,v1.0.0
THX-004297,TEC-018,REQ-006528,Security,0.749,4.41,v1.0.0
THX-004298,TEC-018,REQ-013172,HVAC,,105.82,v1.0.0
THX-004299,TEC-020,REQ-007650,Water Supply,,8.57,v1.0.0
THX-004300,TEC-010,REQ-006932,Water Supply,0.944,43.76,v1.0.0
THX-004301,TEC-026,REQ-017144,Security,1.0,8.24,v1.0.0
THX-004302,TEC-045,REQ-008927,Plumbing,1.0,0.77,v1.0.0
THX-004303,TEC-018,REQ-018157,Noise,0.908,18.2,v1.0.0
THX-004304,TEC-023,REQ-013594,Lift,,12.25,v1.0.0
THX-004305,TEC-027,REQ-013861,Electrical,1.0,4.15,v1.0.0
THX-004306,TEC-034,REQ-017061,Water Supply,0.76,52.88,v1.0.0
THX-004307,TEC-032,REQ-003451,Water Leakage,0.567,8.28,v1.0.0
THX-004308,TEC-013,REQ-011634,Water Leakage,0.679,18.53,v1.0.0
THX-004309,TEC-074,REQ-009584,Security,0.84,6.66,v1.0.0
THX-004310,TEC-009,REQ-018269,Lift,0.938,12.48,v1.0.0
THX-004311,TEC-075,REQ-010457,Fire Safety,0.785,,v1.0.0
THX-004312,TEC-026,REQ-021240,Electrical,1.0,18.63,v1.0.0
THX-004313,TEC-003,REQ-010020,Water Supply,0.904,76.29,v1.0.0
THX-004314,TEC-004,REQ-012020,Parking,0.756,6.08,v1.0.0
THX-004315,TEC-026,REQ-018755,Electrical,0.877,8.94,v1.0.0
THX-004316,TEC-013,REQ-006299,Electrical,0.65,48.94,v1.0.0
THX-004317,TEC-027,REQ-013622,Lift,0.975,3.83,v1.0.0
THX-004318,TEC-007,REQ-006942,HVAC,0.853,10.53,v1.0.0
THX-004319,TEC-012,REQ-002510,Fire Safety,0.909,14.07,v1.0.0
THX-004320,TEC-018,REQ-016242,Lift,0.769,5.45,v1.0.0
THX-004321,TEC-010,REQ-013290,HVAC,1.0,12.33,v1.0.0
THX-004322,TEC-002,REQ-017036,Security,,3.43,v1.0.0
THX-004323,TEC-028,REQ-008881,Water Supply,0.915,56.52,v1.0.0
THX-004324,TEC-004,REQ-017508,Fire Safety,0.954,2.92,v1.0.0
THX-004325,TEC-058,REQ-007365,Electrical,0.863,36.8,v1.0.0
THX-004326,TEC-045,REQ-019803,Plumbing,1.0,13.65,v1.0.0
THX-004327,TEC-010,REQ-008259,,1.0,2.63,v1.0.0
THX-004328,TEC-002,REQ-005768,Noise,0.77,41.48,v1.0.0
THX-004329,TEC-008,REQ-000777,Noise,0.786,52.4,v1.0.0
THX-004330,TEC-078,REQ-009889,Security,0.434,9.18,v1.0.0
THX-004331,TEC-056,REQ-012907,Fire Safety,0.744,15.34,v1.0.0
THX-004332,TEC-002,REQ-004780,HVAC,0.739,81.67,v1.0.0
THX-004333,TEC-020,REQ-020867,Water Supply,0.89,40.53,v1.0.0
THX-004334,TEC-027,REQ-021183,Parking,0.91,92.01,v1.0.0
THX-004335,TEC-002,REQ-002799,Plumbing,0.737,34.02,v1.0.0
THX-004336,TEC-008,REQ-006148,Parking,0.721,122.78,v1.0.0
THX-004337,TEC-031,REQ-015424,Water Supply,0.769,6.6,v1.0.0
THX-004338,TEC-005,REQ-001080,Water Supply,0.775,15.06,v1.0.0
THX-004339,TEC-002,REQ-001568,Water Leakage,0.779,3.29,v1.0.0
THX-004340,TEC-007,REQ-009272,HVAC,0.999,16.38,v1.0.0
THX-004341,TEC-023,REQ-017060,Security,1.0,29.58,v1.0.0
THX-004342,TEC-018,REQ-015471,Water Leakage,0.931,14.27,v1.0.0
THX-004343,TEC-072,REQ-006510,Lift,0.736,1.42,v1.0.0
THX-004344,TEC-037,REQ-020328,Plumbing,0.554,48.44,v1.0.0
THX-004345,TEC-034,REQ-005012,Water Supply,0.71,17.58,v1.0.0
THX-004346,TEC-028,REQ-001169,Water Supply,1.0,6.62,v1.0.0
THX-004347,TEC-065,REQ-015213,HVAC,1.0,23.01,v1.0.0
THX-004348,TEC-064,REQ-013135,HVAC,0.799,3.83,v1.0.0
THX-004349,TEC-052,REQ-019395,Fire Safety,0.955,1.68,v1.0.0
THX-004350,TEC-047,REQ-020145,Fire Safety,0.47,7.31,v1.0.0
THX-004351,TEC-026,REQ-020813,HVAC,0.966,11.71,v1.0.0
THX-004352,TEC-028,REQ-012165,Noise,0.838,64.38,v1.0.0
THX-004353,TEC-004,REQ-009684,Noise,0.872,109.45,v1.0.0
THX-004354,TEC-003,REQ-002475,Security,1.0,22.59,v1.0.0
THX-004355,TEC-007,REQ-017799,Water Supply,1.0,9.99,v1.0.0
THX-004356,TEC-034,REQ-005712,Water Leakage,0.858,1.91,v1.0.0
THX-004357,TEC-006,REQ-019896,Lift,0.576,6.51,v1.0.0
THX-004358,TEC-004,REQ-011818,Security,0.895,11.3,v1.0.0
THX-004359,TEC-009,REQ-017695,Noise,0.698,5.96,v1.0.0
THX-004360,TEC-008,REQ-009660,Noise,0.713,133.86,v1.0.0
THX-004361,TEC-040,REQ-017792,Water Supply,0.937,20.09,v1.0.0
THX-004362,TEC-011,REQ-005044,Fire Safety,0.537,4.93,v1.0.0
THX-004363,TEC-025,REQ-016056,Security,0.947,3.73,v1.0.0
THX-004364,TEC-013,REQ-004995,Security,0.548,11.03,v1.0.0
THX-004365,TEC-042,REQ-020296,Water Leakage,0.638,6.92,v1.0.0
THX-004366,TEC-024,REQ-017974,Lift,0.844,9.19,v1.0.0
THX-004367,TEC-005,REQ-003199,Fire Safety,0.784,1.89,v1.0.0
THX-004368,TEC-021,REQ-008400,Fire Safety,0.872,8.16,v1.0.0
THX-004369,TEC-015,REQ-002476,Security,1.0,3.21,v1.0.0
THX-004370,TEC-022,REQ-019284,HVAC,0.891,10.42,v1.0.0
THX-004371,TEC-058,REQ-007436,Electrical,0.809,49.7,v1.0.0
THX-004372,TEC-002,REQ-009320,Electrical,0.73,,v1.0.0
THX-004373,TEC-028,REQ-005072,Electrical,0.862,43.82,v1.0.0
THX-004374,TEC-014,REQ-002582,,0.902,6.53,v1.0.0
THX-004375,TEC-015,REQ-003697,Plumbing,1.0,22.94,v1.0.0
THX-004376,TEC-012,REQ-004627,Parking,1.0,29.15,v1.0.0
THX-004377,TEC-017,REQ-018068,Plumbing,1.0,31.18,v1.0.0
THX-004378,TEC-022,REQ-018133,Lift,0.869,15.34,v1.0.0
THX-004379,TEC-027,REQ-006962,Plumbing,0.924,28.75,v1.0.0
THX-004380,TEC-043,REQ-009371,Water Leakage,0.827,7.55,v1.0.0
THX-004381,TEC-045,REQ-009157,Plumbing,1.0,10.69,v1.0.0
THX-004382,TEC-003,REQ-018163,Security,0.986,10.77,v1.0.0
THX-004383,TEC-010,REQ-003885,Noise,1.0,72.76,v1.0.0
THX-004384,TEC-056,REQ-017469,Electrical,0.581,68.83,v1.0.0
THX-004385,TEC-011,REQ-017592,Water Leakage,0.789,4.22,v1.0.0
THX-004386,TEC-017,REQ-020703,Fire Safety,1.0,2.67,v1.0.0
THX-004387,TEC-044,REQ-009906,Water Supply,0.629,21.59,v1.0.0
THX-004388,TEC-007,REQ-009023,Water Leakage,0.865,2.07,v1.0.0
THX-004389,TEC-026,REQ-008859,Electrical,1.0,15.57,v1.0.0
THX-004390,TEC-055,REQ-008490,Fire Safety,0.805,2.91,v1.0.0
THX-004391,TEC-018,REQ-011052,Noise,0.894,62.67,v1.0.0
THX-004392,TEC-043,REQ-017763,Water Supply,0.75,87.23,v1.0.0
THX-004393,TEC-001,REQ-007881,Water Leakage,0.733,7.74,v1.0.0
THX-004394,TEC-044,REQ-016730,Water Leakage,0.701,5.83,v1.0.0
THX-004395,TEC-025,REQ-012838,HVAC,0.896,90.99,v1.0.0
THX-004396,TEC-010,REQ-012680,Security,,12.74,v1.0.0
THX-004397,TEC-047,REQ-013041,Fire Safety,0.611,9.38,v1.0.0
THX-004398,TEC-069,REQ-002532,,0.989,10.07,v1.0.0
THX-004399,TEC-003,REQ-014332,Water Leakage,1.0,11.19,v1.0.0
THX-004400,TEC-062,REQ-009938,HVAC,0.841,76.33,v1.0.0
THX-004401,TEC-025,REQ-021490,Parking,0.967,103.51,v1.0.0
THX-004402,TEC-015,REQ-015229,Security,1.0,11.61,v1.0.0
THX-004403,TEC-017,REQ-000375,Water Supply,1.0,12.42,v1.0.0
THX-004404,TEC-009,REQ-001154,HVAC,0.828,,v1.0.0
THX-004405,TEC-010,REQ-016653,Electrical,1.0,8.39,v1.0.0
THX-004406,TEC-070,REQ-008187,Lift,0.519,1.71,v1.0.0
THX-004407,TEC-074,REQ-006068,Security,1.0,15.18,v1.0.0
THX-004408,TEC-018,REQ-015319,HVAC,0.786,38.34,v1.0.0
THX-004409,TEC-074,REQ-013630,Security,1.0,15.27,v1.0.0
THX-004410,TEC-014,REQ-016680,Noise,0.844,26.64,v1.0.0
THX-004411,TEC-015,REQ-019799,Plumbing,1.0,64.18,v1.0.0
THX-004412,TEC-025,REQ-012085,Security,0.878,8.97,v1.0.0
THX-004413,TEC-016,REQ-001175,Water Leakage,0.671,5.73,v1.0.0
THX-004414,TEC-011,REQ-002370,Lift,0.632,1.26,v1.0.0
THX-004415,TEC-002,REQ-006015,Lift,0.776,16.55,v1.0.0
THX-004416,TEC-070,REQ-017076,Lift,0.46,30.17,v1.0.0
THX-004417,TEC-019,REQ-007094,Noise,0.952,8.59,v1.0.0
THX-004418,TEC-074,REQ-020230,Security,0.798,3.89,v1.0.0
THX-004419,TEC-014,REQ-016915,Noise,0.889,103.93,v1.0.0
THX-004420,TEC-016,REQ-015771,Water Supply,0.69,20.52,v1.0.0
THX-004421,TEC-046,REQ-001807,Plumbing,0.891,42.07,v1.0.0
THX-004422,TEC-002,REQ-000471,HVAC,0.837,44.26,v1.0.0
THX-004423,TEC-010,REQ-000328,Fire Safety,0.945,7.5,v1.0.0
THX-004424,TEC-006,REQ-014472,Water Supply,0.674,20.9,v1.0.0
THX-004425,TEC-002,REQ-012648,Noise,0.694,51.04,v1.0.0
THX-004426,TEC-028,REQ-009756,Parking,1.0,42.45,v1.0.0
THX-004427,TEC-045,REQ-002351,Water Leakage,1.0,3.77,v1.0.0
THX-004428,TEC-054,REQ-010090,Fire Safety,0.789,0.76,v1.0.0
THX-004429,TEC-006,REQ-014785,Water Supply,0.537,8.74,v1.0.0
THX-004430,TEC-058,REQ-002044,Electrical,0.918,10.55,v1.0.0
THX-004431,TEC-010,REQ-000767,HVAC,1.0,4.35,v1.0.0
THX-004432,TEC-023,REQ-010984,Water Leakage,1.0,5.82,v1.0.0
THX-004433,TEC-006,REQ-004490,HVAC,0.712,64.75,v1.0.0
THX-004434,TEC-022,REQ-012918,Lift,0.83,15.24,v1.0.0
THX-004435,TEC-026,REQ-019935,Plumbing,0.977,6.3,v1.0.0
THX-004436,TEC-013,REQ-011610,Parking,0.706,117.3,v1.0.0
THX-004437,TEC-030,REQ-006969,Water Supply,1.0,30.32,v1.0.0
THX-004438,TEC-031,REQ-017922,Water Supply,0.657,19.76,v1.0.0
THX-004439,TEC-013,REQ-017411,Fire Safety,0.607,1.63,v1.0.0
THX-004440,TEC-023,REQ-013456,Plumbing,0.891,43.85,v1.0.0
THX-004441,TEC-017,REQ-017880,Noise,0.966,44.56,v1.0.0
THX-004442,TEC-007,REQ-009177,Water Supply,0.915,8.95,v1.0.0
THX-004443,TEC-007,REQ-011227,Plumbing,0.879,8.51,v1.0.0
THX-004444,TEC-027,REQ-009597,Plumbing,0.976,35.34,v1.0.0
THX-004445,TEC-007,REQ-021343,Water Leakage,0.973,5.17,v1.0.0
THX-004446,TEC-011,REQ-005748,Water Supply,0.615,20.41,v1.0.0
THX-004447,TEC-015,REQ-021578,Water Supply,,13.89,v1.0.0
THX-004448,TEC-004,REQ-011583,Plumbing,0.845,29.2,v1.0.0
THX-004449,TEC-002,REQ-017202,HVAC,0.694,,v1.0.0
THX-004450,TEC-013,REQ-008707,Fire Safety,0.745,1.51,v1.0.0
THX-004451,TEC-027,REQ-019348,Water Leakage,1.0,4.4,v1.0.0
THX-004452,TEC-027,REQ-004466,Parking,0.993,86.03,v1.0.0
THX-004453,TEC-066,REQ-000340,HVAC,1.0,32.23,v1.0.0
THX-004454,TEC-019,REQ-016256,Security,,4.27,v1.0.0
THX-004455,TEC-025,REQ-003165,Noise,0.949,85.65,v1.0.0
THX-004456,TEC-011,REQ-003908,HVAC,0.739,,v1.0.0
THX-004457,TEC-034,REQ-018004,Water Leakage,0.717,14.04,v1.0.0
THX-004458,TEC-006,REQ-017900,Water Supply,0.634,,v1.0.0
THX-004459,TEC-035,REQ-019415,Water Supply,0.841,78.25,v1.0.0
THX-004460,TEC-036,REQ-001180,Water Supply,0.645,66.83,v1.0.0
THX-004461,TEC-051,REQ-018344,Fire Safety,1.0,3.51,v1.0.0
THX-004462,TEC-011,REQ-021044,Lift,0.732,13.6,v1.0.0
THX-004463,TEC-020,REQ-019371,HVAC,0.682,4.66,v1.0.0
THX-004464,TEC-060,REQ-008356,Electrical,0.913,84.62,v1.0.0
THX-004465,TEC-012,REQ-010527,Electrical,1.0,41.47,v1.0.0
THX-004466,TEC-007,REQ-014193,Plumbing,0.892,5.02,v1.0.0
THX-004467,TEC-009,REQ-004430,HVAC,0.594,84.79,v1.0.0
THX-004468,TEC-054,REQ-012562,Electrical,0.969,37.03,v1.0.0
THX-004469,TEC-022,REQ-000489,Noise,0.901,12.87,v1.0.0
THX-004470,TEC-027,REQ-015834,HVAC,0.904,74.69,v1.0.0
THX-004471,TEC-025,REQ-014458,Lift,1.0,0.98,v1.0.0
THX-004472,TEC-025,REQ-016286,Parking,0.896,61.32,v1.0.0
THX-004473,TEC-026,REQ-016386,Water Supply,0.915,58.52,v1.0.0
THX-004474,TEC-004,REQ-003183,Noise,0.859,,v1.0.0
THX-004475,TEC-034,REQ-007300,Water Leakage,0.932,0.98,v1.0.0
THX-004476,TEC-007,REQ-019059,Plumbing,1.0,42.87,v1.0.0
THX-004477,TEC-077,REQ-001495,,0.919,1.31,v1.0.0
THX-004478,TEC-004,REQ-011401,Noise,0.867,13.15,v1.0.0
THX-004479,TEC-017,REQ-001896,Lift,1.0,3.07,v1.0.0
THX-004480,TEC-026,REQ-021217,Security,0.869,9.74,v1.0.0
THX-004481,TEC-018,REQ-010859,Electrical,0.922,3.48,v1.0.0
THX-004482,TEC-008,REQ-011148,Electrical,0.731,,v1.0.0
THX-004483,TEC-037,REQ-012863,Plumbing,0.635,72.69,v1.0.0
THX-004484,TEC-027,REQ-015924,Water Leakage,0.952,3.97,v1.0.0
THX-004485,TEC-024,REQ-005443,Fire Safety,0.97,4.75,v1.0.0
THX-004486,TEC-019,REQ-021577,Parking,0.999,72.32,v1.0.0
THX-004487,TEC-019,REQ-015300,Security,0.744,1.03,v1.0.0
THX-004488,TEC-025,REQ-017804,Security,0.964,17.92,v1.0.0
THX-004489,TEC-027,REQ-011185,Water Leakage,1.0,8.55,v1.0.0
THX-004490,TEC-005,REQ-017412,Lift,0.786,2.22,v1.0.0
THX-004491,TEC-015,REQ-007378,Noise,1.0,96.1,v1.0.0
THX-004492,TEC-018,REQ-006721,Electrical,1.0,12.28,v1.0.0
THX-004493,TEC-013,REQ-019965,HVAC,0.655,66.35,v1.0.0
THX-004494,TEC-003,REQ-000644,Noise,1.0,85.71,v1.0.0
THX-004495,TEC-014,REQ-001773,Fire Safety,0.954,1.48,v1.0.0
THX-004496,TEC-021,REQ-014519,Lift,,3.33,v1.0.0
THX-004497,TEC-003,REQ-010934,Noise,0.918,12.66,v1.0.0
THX-004498,TEC-019,REQ-020099,Plumbing,0.795,4.4,v1.0.0
THX-004499,TEC-012,REQ-009133,Water Supply,0.952,32.85,v1.0.0
THX-004500,TEC-015,REQ-014118,Water Leakage,1.0,4.56,v1.0.0
THX-004501,TEC-071,REQ-017279,Lift,0.802,5.02,v1.0.0
THX-004502,TEC-026,REQ-005461,HVAC,1.0,31.45,v1.0.0
THX-004503,TEC-024,REQ-006272,Noise,0.942,106.1,v1.0.0
THX-004504,TEC-004,REQ-019763,Plumbing,0.933,2.85,v1.0.0
THX-004505,TEC-020,REQ-004588,Lift,0.806,4.69,v1.0.0
THX-004506,TEC-037,REQ-018565,Plumbing,0.647,22.28,v1.0.0
THX-004507,TEC-012,REQ-009761,Fire Safety,1.0,3.63,v1.0.0
THX-004508,TEC-013,REQ-001610,Fire Safety,0.75,6.7,v1.0.0
THX-004509,TEC-016,REQ-009153,Noise,0.593,35.76,v1.0.0
THX-004510,TEC-047,REQ-007989,Fire Safety,0.553,9.96,v1.0.0
THX-004511,TEC-013,REQ-007929,Security,0.698,4.17,v1.0.0
THX-004512,TEC-019,REQ-019259,Parking,1.0,29.03,v1.0.0
THX-004513,TEC-017,REQ-000880,Security,1.0,46.11,v1.0.0
THX-004514,TEC-036,REQ-001821,Water Leakage,0.567,24.35,v1.0.0
THX-004515,TEC-002,REQ-007969,Electrical,0.811,36.86,v1.0.0
THX-004516,TEC-003,REQ-010543,Noise,1.0,46.41,v1.0.0
THX-004517,TEC-016,REQ-013275,Water Supply,0.701,59.17,v1.0.0
THX-004518,TEC-012,REQ-020957,Lift,1.0,2.42,v1.0.0
THX-004519,TEC-025,REQ-012573,HVAC,1.0,28.27,v1.0.0
THX-004520,TEC-011,REQ-003291,Water Leakage,0.861,22.22,v1.0.0
THX-004521,TEC-046,REQ-006483,Plumbing,1.0,12.18,v1.0.0
THX-004522,TEC-031,REQ-008133,Water Leakage,0.674,9.27,v1.0.0
THX-004523,TEC-013,REQ-008953,,0.626,2.02,v1.0.0
THX-004524,TEC-002,REQ-012405,Water Supply,0.795,13.6,v1.0.0
THX-004525,TEC-020,REQ-014905,Lift,0.821,8.87,v1.0.0
THX-004526,TEC-036,REQ-011639,Plumbing,0.605,69.51,v1.0.0
THX-004527,TEC-003,REQ-015221,Electrical,0.905,73.83,v1.0.0
THX-004528,TEC-008,REQ-013558,Noise,0.894,16.9,v1.0.0
THX-004529,TEC-022,REQ-009879,Noise,0.799,108.8,v1.0.0
THX-004530,TEC-075,REQ-006813,Security,0.735,6.33,v1.0.0
THX-004531,TEC-018,REQ-017294,,0.878,13.96,v1.0.0
THX-004532,TEC-005,REQ-009873,Parking,0.909,71.86,v1.0.0
THX-004533,TEC-018,REQ-002587,HVAC,0.836,4.3,v1.0.0
THX-004534,TEC-002,REQ-007591,HVAC,0.697,,v1.0.0
THX-004535,TEC-033,REQ-009712,Water Leakage,0.686,17.14,v1.0.0
THX-004536,TEC-001,REQ-021494,HVAC,0.723,22.77,v1.0.0
THX-004537,TEC-005,REQ-010407,Plumbing,0.525,4.25,v1.0.0
THX-004538,TEC-019,REQ-001125,Lift,0.91,15.03,v1.0.0
THX-004539,TEC-034,REQ-020910,Water Leakage,1.0,16.43,v1.0.0
THX-004540,TEC-026,REQ-012459,Water Leakage,1.0,14.6,v1.0.0
THX-004541,TEC-026,REQ-001463,Security,0.882,8.43,v1.0.0
THX-004542,TEC-019,REQ-002140,Security,0.987,3.91,v1.0.0
THX-004543,TEC-001,REQ-014230,Parking,,27.73,v1.0.0
THX-004544,TEC-041,REQ-016322,,1.0,3.2,v1.0.0
THX-004545,TEC-002,REQ-006978,Security,0.897,6.97,v1.0.0
THX-004546,TEC-024,REQ-004887,Electrical,0.961,43.01,v1.0.0
THX-004547,TEC-009,REQ-020618,Noise,0.767,17.32,v1.0.0
THX-004548,TEC-015,REQ-020045,Security,1.0,46.15,v1.0.0
THX-004549,TEC-005,REQ-000528,Water Supply,0.694,10.76,v1.0.0
THX-004550,TEC-016,REQ-006891,HVAC,0.647,,v1.0.0
THX-004551,TEC-017,REQ-020301,Fire Safety,,12.61,v1.0.0
THX-004552,TEC-046,REQ-019903,Water Supply,0.885,44.71,v1.0.0
THX-004553,TEC-015,REQ-019799,Plumbing,0.938,64.18,v1.0.0
THX-004554,TEC-016,REQ-005800,Noise,0.636,76.54,v1.0.0
THX-004555,TEC-040,REQ-011350,Plumbing,0.935,32.2,v1.0.0
