history_id,technician_id,request_id,category,success_rate,resolution_hours,dataset_version
thx-009230,tec-014,req-016541,security,0.766,18.52,v1.0.0
thx-009231,tec-068,req-000136,hvac,0.936,14.82,v1.0.0
thx-009232,tec-031,req-019349,water leakage,0.606,10.64,v1.0.0
thx-009233,tec-075,req-002010,fire safety,0.688,13.66,v1.0.0
thx-009234,tec-048,req-007765,electrical,0.571,8.79,v1.0.0
thx-009235,tec-032,req-008551,plumbing,0.649,76.18,v1.0.0
thx-009236,tec-008,req-001091,hvac,0.805,15.05,v1.0.0
thx-009237,tec-010,req-006894,lift,1.0,3.26,v1.0.0
thx-009238,tec-021,req-004704,hvac,0.824,40.71,v1.0.0
thx-009239,tec-016,req-013242,noise,0.781,11.45,v1.0.0
thx-009240,tec-026,req-002621,hvac,0.778,35.11,v1.0.0
thx-009241,tec-033,req-014681,water supply,0.794,13.43,v1.0.0
thx-009242,tec-024,req-011822,parking,0.78,39.81,v1.0.0
thx-009243,tec-024,req-000713,water leakage,0.817,13.17,v1.0.0
thx-009244,tec-017,req-010358,electrical,1.0,44.94,v1.0.0
thx-009245,tec-042,req-019021,water leakage,0.804,3.74,v1.0.0
thx-009246,tec-025,req-016559,fire safety,1.0,33.29,v1.0.0
thx-009247,tec-021,req-003759,electrical,0.927,29.11,v1.0.0
thx-009248,tec-003,req-017298,noise,1.0,39.39,v1.0.0
thx-009249,tec-028,req-020468,fire safety,0.821,9.58,v1.0.0
thx-009250,tec-032,req-000645,water supply,0.603,71.44,v1.0.0
thx-009251,tec-011,req-007613,plumbing,0.666,14.63,v1.0.0
thx-009252,tec-027,req-016830,lift,0.905,4.21,v1.0.0
thx-009253,tec-013,req-004253,water supply,0.642,5.68,v1.0.0
thx-009254,tec-014,req-016420,water leakage,0.832,5.11,v1.0.0
thx-009255,tec-026,req-017697,water leakage,1.0,11.77,v1.0.0
thx-009256,tec-014,req-021572,parking,0.715,78.5,v1.0.0
thx-009257,tec-028,req-021413,noise,0.976,30.96,v1.0.0
thx-009258,tec-074,req-006186,fire safety,0.9,14.19,v1.0.0
thx-009259,tec-028,req-019800,hvac,0.937,1.2,v1.0.0
thx-009260,tec-025,req-001030,fire safety,0.974,3.07,v1.0.0
thx-009261,tec-054,req-012924,fire safety,0.781,10.5,v1.0.0
thx-009262,tec-020,req-014905,lift,0.843,8.87,v1.0.0
thx-009263,tec-014,req-019978,water leakage,0.853,4.49,v1.0.0
thx-009264,tec-034,req-003783,water supply,0.737,4.88,v1.0.0
thx-009265,tec-023,req-004023,water leakage,0.992,3.26,v1.0.0
thx-009266,tec-015,req-021554,fire safety,0.998,3.39,v1.0.0
thx-009267,tec-029,req-015378,water supply,0.749,53.18,v1.0.0
thx-009268,tec-026,req-000770,noise,0.971,13.78,v1.0.0
thx-009269,tec-042,req-005318,water leakage,0.608,1.29,v1.0.0
thx-009270,tec-003,req-012471,security,0.941,4.95,v1.0.0
thx-009271,tec-010,req-004357,lift,1.0,11.81,v1.0.0
thx-009272,tec-033,req-002256,plumbing,0.763,13.65,v1.0.0
thx-009273,tec-070,req-015127,lift,0.539,21.6,v1.0.0
thx-009274,tec-016,req-011289,noise,0.742,7.87,v1.0.0
thx-009275,tec-038,req-016086,water leakage,0.888,8.88,v1.0.0
thx-009276,tec-047,req-009920,fire safety,0.555,15.69,v1.0.0
thx-009277,tec-010,req-018988,noise,1.0,95.09,v1.0.0
thx-009278,tec-015,req-011140,plumbing,0.91,8.04,v1.0.0
thx-009279,tec-048,req-008417,electrical,0.621,19.74,v1.0.0
thx-009280,tec-006,req-021418,lift,0.57,14.56,v1.0.0
thx-009281,tec-030,req-002059,plumbing,0.962,7.31,v1.0.0
thx-009282,tec-045,req-019863,water leakage,0.945,2.9,v1.0.0
thx-009283,tec-069,req-008670,lift,1.0,4.09,v1.0.0
thx-009284,tec-019,req-003174,lift,0.937,2.56,v1.0.0
thx-009285,tec-021,req-016513,security,0.705,2.23,v1.0.0
thx-009286,tec-022,req-017833,hvac,0.762,5.12,v1.0.0
thx-009287,tec-036,req-015768,water leakage,0.651,12.42,v1.0.0
thx-009288,tec-006,req-003488,fire safety,0.717,71.32,v1.0.0
thx-009289,tec-020,req-013865,hvac,0.775,9.18,v1.0.0
thx-009290,tec-016,req-015326,parking,0.832,18.79,v1.0.0
thx-009291,tec-021,req-019075,lift,0.929,4.83,v1.0.0
thx-009292,tec-011,req-018518,plumbing,0.695,9.13,v1.0.0
thx-009293,tec-075,req-018318,fire safety,0.749,6.23,v1.0.0
thx-009294,tec-033,req-013128,water supply,0.744,17.48,v1.0.0
thx-009295,tec-013,req-015945,noise,0.7,56.34,v1.0.0
thx-009296,tec-022,req-017193,noise,0.922,27.99,v1.0.0
thx-009297,tec-026,req-017144,security,0.877,8.24,v1.0.0
thx-009298,tec-009,req-014846,parking,0.796,13.66,v1.0.0
thx-009299,tec-046,req-003048,water leakage,1.0,7.06,v1.0.0
thx-009300,tec-008,req-006747,noise,0.877,75.0,v1.0.0
thx-009301,tec-040,req-017792,water supply,0.98,20.09,v1.0.0
thx-009302,tec-078,req-016048,security,0.613,8.14,v1.0.0
thx-009303,tec-002,req-005350,security,0.772,51.45,v1.0.0
thx-009304,tec-001,req-015795,water leakage,0.599,6.71,v1.0.0
thx-009305,tec-007,req-016823,noise,0.962,67.89,v1.0.0
thx-009306,tec-013,req-016468,electrical,0.687,13.81,v1.0.0
thx-009307,tec-039,req-011388,water supply,1.0,23.79,v1.0.0
thx-009308,tec-023,req-016919,plumbing,0.974,21.3,v1.0.0
thx-009309,tec-057,req-008463,fire safety,0.941,4.46,v1.0.0
thx-009310,tec-034,req-020910,water leakage,0.785,16.43,v1.0.0
thx-009311,tec-015,req-010062,fire safety,0.985,4.8,v1.0.0
thx-009312,tec-009,req-003850,lift,1.0,13.66,v1.0.0
thx-009313,tec-028,req-008250,hvac,0.847,7.11,v1.0.0
thx-009314,tec-006,req-000719,water supply,0.687,91.38,v1.0.0
thx-009315,tec-024,req-019575,hvac,0.861,54.74,v1.0.0
thx-009316,tec-013,req-018543,hvac,0.64,37.96,v1.0.0
thx-009317,tec-047,req-009553,fire safety,0.795,16.99,v1.0.0
thx-009318,tec-027,req-011835,fire safety,0.893,13.66,v1.0.0
thx-009319,tec-019,req-010964,hvac,0.932,13.58,v1.0.0
thx-009320,tec-018,req-018741,noise,0.869,13.66,v1.0.0
thx-009321,tec-004,req-005366,noise,0.762,13.66,v1.0.0
thx-009322,tec-013,req-019050,plumbing,0.701,55.4,v1.0.0
thx-009323,tec-009,req-009484,security,0.767,5.29,v1.0.0
thx-009324,tec-048,req-001542,electrical,0.642,22.11,v1.0.0
thx-009325,tec-032,req-010280,plumbing,0.484,32.45,v1.0.0
thx-009326,tec-022,req-012918,lift,0.745,15.24,v1.0.0
thx-009327,tec-028,req-000684,fire safety,0.952,13.44,v1.0.0
thx-009328,tec-014,req-019854,water leakage,0.745,8.74,v1.0.0
thx-009329,tec-006,req-020240,parking,0.731,142.42,v1.0.0
thx-009330,tec-013,req-021092,lift,0.508,16.48,v1.0.0
thx-009331,tec-002,req-021434,security,0.667,13.66,v1.0.0
thx-009332,tec-073,req-001749,security,0.603,45.56,v1.0.0
thx-009333,tec-024,req-013787,fire safety,0.883,5.04,v1.0.0
thx-009334,tec-058,req-002044,electrical,0.749,10.55,v1.0.0
thx-009335,tec-018,req-013570,lift,1.0,11.42,v1.0.0
thx-009336,tec-018,req-004705,parking,0.79,79.34,v1.0.0
thx-009337,tec-055,req-020636,electrical,0.854,20.15,v1.0.0
thx-009338,tec-018,req-001911,hvac,0.853,2.62,v1.0.0
thx-009339,tec-028,req-016961,water leakage,1.0,8.9,v1.0.0
thx-009340,tec-020,req-000967,fire safety,0.867,4.29,v1.0.0
thx-009341,tec-017,req-015642,plumbing,0.984,35.61,v1.0.0
thx-009342,tec-005,req-011829,noise,0.724,13.66,v1.0.0
thx-009343,tec-006,req-015584,fire safety,0.592,8.45,v1.0.0
thx-009344,tec-001,req-007684,parking,0.65,61.36,v1.0.0
thx-009345,tec-022,req-020026,lift,0.877,8.18,v1.0.0
thx-009346,tec-023,req-014856,noise,1.0,41.63,v1.0.0
thx-009347,tec-049,req-007730,electrical,0.669,12.92,v1.0.0
thx-009348,tec-076,req-019420,fire safety,0.909,2.98,v1.0.0
thx-009349,tec-013,req-009201,hvac,0.537,13.66,v1.0.0
thx-009350,tec-014,req-021117,parking,0.766,30.1,v1.0.0
thx-009351,tec-025,req-009494,parking,0.88,63.6,v1.0.0
thx-009352,tec-009,req-012883,plumbing,0.732,5.89,v1.0.0
thx-009353,tec-020,req-008923,plumbing,0.797,41.67,v1.0.0
thx-009354,tec-036,req-002713,plumbing,0.512,17.67,v1.0.0
thx-009355,tec-072,req-002446,lift,0.906,5.31,v1.0.0
thx-009356,tec-006,req-006409,noise,0.547,142.42,v1.0.0
thx-009357,tec-075,req-008745,fire safety,0.698,4.21,v1.0.0
thx-009358,tec-010,req-014341,lift,1.0,4.36,v1.0.0
thx-009359,tec-015,req-000740,hvac,1.0,41.71,v1.0.0
thx-009360,tec-007,req-019338,fire safety,0.907,10.51,v1.0.0
thx-009361,tec-006,req-019357,plumbing,0.602,5.92,v1.0.0
thx-009362,tec-002,req-020764,security,0.635,16.77,v1.0.0
thx-009363,tec-047,req-009940,fire safety,0.499,12.41,v1.0.0
thx-009364,tec-001,req-003778,noise,0.488,20.44,v1.0.0
thx-009365,tec-026,req-017144,security,1.0,8.24,v1.0.0
thx-009366,tec-018,req-015371,parking,0.912,20.81,v1.0.0
thx-009367,tec-022,req-017833,fire safety,0.821,5.12,v1.0.0
thx-009368,tec-004,req-020374,fire safety,0.785,10.47,v1.0.0
thx-009369,tec-017,req-002365,electrical,0.984,13.66,v1.0.0
thx-009370,tec-020,req-018169,hvac,0.759,53.05,v1.0.0
thx-009371,tec-008,req-018885,noise,0.827,50.86,v1.0.0
thx-009372,tec-018,req-002950,water leakage,0.847,3.07,v1.0.0
thx-009373,tec-008,req-001061,plumbing,0.956,54.3,v1.0.0
thx-009374,tec-014,req-017964,fire safety,0.97,34.18,v1.0.0
thx-009375,tec-020,req-011901,parking,0.935,27.74,v1.0.0
thx-009376,tec-038,req-018998,water leakage,1.0,11.21,v1.0.0
thx-009377,tec-014,req-014619,noise,0.836,63.9,v1.0.0
thx-009378,tec-008,req-013198,parking,0.838,116.73,v1.0.0
thx-009379,tec-066,req-015400,hvac,1.0,59.14,v1.0.0
thx-009380,tec-009,req-014290,parking,0.94,48.99,v1.0.0
thx-009381,tec-018,req-002937,noise,0.902,66.16,v1.0.0
thx-009382,tec-026,req-013244,parking,0.991,4.06,v1.0.0
thx-009383,tec-011,req-014213,electrical,0.72,27.11,v1.0.0
thx-009384,tec-035,req-006290,water supply,1.0,54.64,v1.0.0
thx-009385,tec-027,req-006997,hvac,0.855,2.48,v1.0.0
thx-009386,tec-007,req-020869,fire safety,1.0,15.14,v1.0.0
thx-009387,tec-024,req-009695,hvac,0.915,8.5,v1.0.0
thx-009388,tec-012,req-002430,noise,0.878,22.23,v1.0.0
thx-009389,tec-023,req-020705,hvac,0.97,32.84,v1.0.0
thx-009390,tec-043,req-012526,plumbing,0.678,18.33,v1.0.0
thx-009391,tec-011,req-014521,lift,0.877,13.66,v1.0.0
thx-009392,tec-005,req-020569,fire safety,0.667,3.66,v1.0.0
thx-009393,tec-013,req-016023,noise,0.643,76.76,v1.0.0
thx-009394,tec-043,req-013684,water supply,0.901,101.18,v1.0.0
thx-009395,tec-054,req-002386,electrical,0.816,9.88,v1.0.0
thx-009396,tec-041,req-012283,plumbing,1.0,70.27,v1.0.0
thx-009397,tec-027,req-012023,noise,0.877,63.19,v1.0.0
thx-009398,tec-001,req-012172,water supply,0.559,54.48,v1.0.0
thx-009399,tec-027,req-000674,lift,1.0,11.9,v1.0.0
thx-009400,tec-015,req-009778,fire safety,1.0,4.44,v1.0.0
thx-009401,tec-011,req-008610,noise,0.689,96.04,v1.0.0
thx-009402,tec-019,req-005402,lift,0.941,15.43,v1.0.0
thx-009403,tec-021,req-018053,fire safety,0.867,13.66,v1.0.0
thx-009404,tec-014,req-014119,hvac,0.88,15.59,v1.0.0
thx-009405,tec-010,req-006412,lift,1.0,0.99,v1.0.0
thx-009406,tec-025,req-011531,plumbing,0.992,29.71,v1.0.0
thx-009407,tec-012,req-014897,noise,0.914,24.98,v1.0.0
thx-009408,tec-047,req-009241,fire safety,0.513,3.13,v1.0.0
thx-009409,tec-017,req-015255,water supply,1.0,13.66,v1.0.0
thx-009410,tec-014,req-007716,parking,0.777,24.42,v1.0.0
thx-009411,tec-028,req-001419,plumbing,1.0,78.37,v1.0.0
thx-009412,tec-009,req-009484,security,0.809,5.29,v1.0.0
thx-009413,tec-015,req-017800,water leakage,0.864,6.89,v1.0.0
thx-009414,tec-021,req-021363,noise,0.879,95.57,v1.0.0
thx-009415,tec-006,req-008581,electrical,0.482,56.1,v1.0.0
thx-009416,tec-012,req-006084,noise,1.0,16.81,v1.0.0
thx-009417,tec-026,req-006017,electrical,0.95,5.03,v1.0.0
thx-009418,tec-014,req-004890,hvac,1.0,12.41,v1.0.0
thx-009419,tec-007,req-000711,lift,0.877,6.72,v1.0.0
thx-009420,tec-005,req-005733,water supply,0.665,11.09,v1.0.0
thx-009421,tec-020,req-018628,plumbing,0.668,115.83,v1.0.0
thx-009422,tec-032,req-001051,water supply,0.53,92.94,v1.0.0
thx-009423,tec-022,req-011548,hvac,0.792,13.36,v1.0.0
thx-009424,tec-023,req-011993,parking,1.0,47.32,v1.0.0
thx-009425,tec-025,req-008696,parking,0.949,37.53,v1.0.0
thx-009426,tec-024,req-012640,water leakage,1.0,1.93,v1.0.0
thx-009427,tec-027,req-000647,lift,0.947,5.6,v1.0.0
thx-009428,tec-032,req-014493,water leakage,0.576,23.13,v1.0.0
thx-009429,tec-014,req-016210,parking,0.867,5.45,v1.0.0
thx-009430,tec-023,req-001413,water supply,1.0,23.75,v1.0.0
thx-009431,tec-018,req-017104,water supply,0.877,18.23,v1.0.0
thx-009432,tec-049,req-005791,fire safety,0.645,5.09,v1.0.0
thx-009433,tec-014,req-011124,lift,1.0,3.2,v1.0.0
thx-009434,tec-069,req-013075,lift,1.0,14.07,v1.0.0
thx-009435,tec-005,req-003300,electrical,0.714,44.86,v1.0.0
thx-009436,tec-009,req-001233,water supply,0.584,11.24,v1.0.0
thx-009437,tec-004,req-002689,noise,0.881,71.32,v1.0.0
thx-009438,tec-011,req-018880,fire safety,0.718,6.99,v1.0.0
thx-009439,tec-008,req-012894,hvac,0.798,25.77,v1.0.0
thx-009440,tec-018,req-017827,plumbing,0.838,65.02,v1.0.0
thx-009441,tec-004,req-020206,parking,0.877,61.06,v1.0.0
thx-009442,tec-039,req-002567,plumbing,1.0,13.97,v1.0.0
thx-009443,tec-069,req-013494,lift,1.0,11.13,v1.0.0
thx-009444,tec-045,req-010697,plumbing,1.0,4.08,v1.0.0
thx-009445,tec-044,req-011165,plumbing,0.612,44.52,v1.0.0
thx-009446,tec-021,req-019471,parking,0.946,22.03,v1.0.0
thx-009447,tec-024,req-006121,noise,0.924,27.01,v1.0.0
thx-009448,tec-055,req-014677,fire safety,0.83,1.1,v1.0.0
thx-009449,tec-021,req-010992,parking,0.886,22.53,v1.0.0
thx-009450,tec-027,req-021096,security,0.861,11.8,v1.0.0
thx-009451,tec-018,req-018187,noise,0.889,17.5,v1.0.0
thx-009452,tec-024,req-001100,fire safety,0.807,25.18,v1.0.0
thx-009453,tec-011,req-011760,hvac,0.628,55.7,v1.0.0
thx-009454,tec-059,req-013859,fire safety,0.669,13.66,v1.0.0
thx-009455,tec-078,req-018722,security,0.556,17.16,v1.0.0
thx-009456,tec-012,req-010111,plumbing,1.0,12.12,v1.0.0
thx-009457,tec-025,req-009739,fire safety,0.941,4.05,v1.0.0
thx-009458,tec-015,req-014876,noise,1.0,22.21,v1.0.0
thx-009459,tec-007,req-020268,security,1.0,16.09,v1.0.0
thx-009460,tec-023,req-012064,noise,1.0,68.94,v1.0.0
thx-009461,tec-041,req-010315,water supply,0.877,14.43,v1.0.0
thx-009462,tec-031,req-014759,plumbing,0.62,22.55,v1.0.0
thx-009463,tec-001,req-012948,water leakage,0.877,3.62,v1.0.0
thx-009464,tec-010,req-010928,noise,0.999,58.28,v1.0.0
thx-009465,tec-037,req-016597,plumbing,0.565,55.82,v1.0.0
thx-009466,tec-025,req-010572,hvac,1.0,9.08,v1.0.0
thx-009467,tec-008,req-013349,security,0.872,18.96,v1.0.0
thx-009468,tec-004,req-018235,electrical,0.698,14.36,v1.0.0
thx-009469,tec-019,req-013733,water supply,0.925,9.65,v1.0.0
thx-009470,tec-002,req-015497,water supply,0.713,13.8,v1.0.0
thx-009471,tec-009,req-006050,electrical,0.858,25.1,v1.0.0
thx-009472,tec-022,req-001966,plumbing,0.981,6.83,v1.0.0
thx-009473,tec-017,req-021005,hvac,1.0,4.13,v1.0.0
thx-009474,tec-028,req-012670,water supply,0.933,36.81,v1.0.0
thx-009475,tec-043,req-009862,plumbing,0.777,10.12,v1.0.0
thx-009476,tec-027,req-012891,water supply,1.0,1.48,v1.0.0
thx-009477,tec-017,req-018268,lift,0.995,3.12,v1.0.0
thx-009478,tec-067,req-002576,hvac,0.839,33.81,v1.0.0
thx-009479,tec-001,req-011853,hvac,0.557,89.66,v1.0.0
thx-009480,tec-024,req-006999,fire safety,0.72,1.21,v1.0.0
thx-009481,tec-014,req-001172,fire safety,0.877,6.82,v1.0.0
thx-009482,tec-017,req-010192,plumbing,1.0,2.99,v1.0.0
thx-009483,tec-020,req-000967,fire safety,0.932,4.29,v1.0.0
thx-009484,tec-007,req-016168,lift,0.89,6.2,v1.0.0
thx-009485,tec-023,req-002064,noise,0.93,27.84,v1.0.0
thx-009486,tec-009,req-008857,water leakage,0.789,10.35,v1.0.0
thx-009487,tec-014,req-015113,fire safety,0.703,13.03,v1.0.0
thx-009488,tec-011,req-009074,fire safety,0.613,6.8,v1.0.0
thx-009489,tec-017,req-001400,parking,1.0,47.47,v1.0.0
thx-009490,tec-048,req-007503,fire safety,0.57,2.02,v1.0.0
thx-009491,tec-043,req-008019,water supply,0.884,13.7,v1.0.0
thx-009492,tec-001,req-008749,noise,0.482,113.13,v1.0.0
thx-009493,tec-007,req-005115,lift,0.871,3.51,v1.0.0
thx-009494,tec-022,req-018852,water supply,0.852,3.04,v1.0.0
thx-009495,tec-027,req-014951,noise,1.0,80.36,v1.0.0
thx-009496,tec-022,req-010884,security,0.944,3.18,v1.0.0
thx-009497,tec-070,req-009844,lift,0.621,13.08,v1.0.0
thx-009498,tec-029,req-002833,water supply,0.933,46.51,v1.0.0
thx-009499,tec-025,req-003077,fire safety,0.921,2.93,v1.0.0
thx-009500,tec-026,req-003820,parking,1.0,73.88,v1.0.0
thx-009501,tec-055,req-008949,fire safety,0.786,12.81,v1.0.0
thx-009502,tec-015,req-011735,lift,0.924,12.66,v1.0.0
thx-009503,tec-021,req-018523,noise,0.93,108.18,v1.0.0
thx-009504,tec-016,req-007761,water leakage,0.61,10.76,v1.0.0
thx-009505,tec-059,req-016590,fire safety,0.876,2.56,v1.0.0
thx-009506,tec-058,req-004366,fire safety,0.878,3.88,v1.0.0
thx-009507,tec-027,req-013216,parking,1.0,14.44,v1.0.0
thx-009508,tec-031,req-003605,plumbing,0.665,98.62,v1.0.0
thx-009509,tec-031,req-002906,water leakage,0.674,20.31,v1.0.0
thx-009510,tec-022,req-006582,lift,0.931,4.9,v1.0.0
thx-009511,tec-012,req-000762,plumbing,0.937,2.31,v1.0.0
thx-009512,tec-002,req-018745,security,0.694,27.29,v1.0.0
thx-009513,tec-009,req-008878,plumbing,0.848,25.97,v1.0.0
thx-009514,tec-034,req-003594,water leakage,0.788,4.84,v1.0.0
thx-009515,tec-027,req-011193,hvac,0.937,1.74,v1.0.0
thx-009516,tec-013,req-009580,lift,0.877,5.88,v1.0.0
thx-009517,tec-036,req-006007,plumbing,0.877,117.03,v1.0.0
thx-009518,tec-038,req-012292,water supply,0.935,9.14,v1.0.0
thx-009519,tec-077,req-013090,security,0.852,32.07,v1.0.0
thx-009520,tec-011,req-019665,plumbing,0.573,66.06,v1.0.0
thx-009521,tec-080,req-012930,security,0.987,10.21,v1.0.0
thx-009522,tec-004,req-002689,noise,0.883,71.32,v1.0.0
thx-009523,tec-002,req-016576,noise,0.817,114.86,v1.0.0
thx-009524,tec-016,req-018089,hvac,0.739,14.59,v1.0.0
thx-009525,tec-078,req-003616,fire safety,0.646,7.83,v1.0.0
thx-009526,tec-010,req-004699,electrical,1.0,1.74,v1.0.0
thx-009527,tec-012,req-002940,water leakage,1.0,1.23,v1.0.0
thx-009528,tec-011,req-018903,water supply,0.877,11.61,v1.0.0
thx-009529,tec-041,req-010076,plumbing,1.0,9.81,v1.0.0
thx-009530,tec-026,req-004858,electrical,0.956,27.47,v1.0.0
thx-009531,tec-002,req-014438,water supply,0.644,52.42,v1.0.0
thx-009532,tec-052,req-006980,electrical,1.0,35.47,v1.0.0
thx-009533,tec-023,req-016111,security,1.0,13.94,v1.0.0
thx-009534,tec-077,req-011612,security,1.0,15.23,v1.0.0
thx-009535,tec-044,req-012327,water supply,0.733,63.34,v1.0.0
thx-009536,tec-052,req-006882,fire safety,1.0,13.66,v1.0.0
thx-009537,tec-028,req-012996,hvac,1.0,22.5,v1.0.0
thx-009538,tec-003,req-007901,noise,1.0,100.55,v1.0.0
thx-009539,tec-031,req-020875,plumbing,0.559,5.35,v1.0.0
thx-009540,tec-022,req-009826,plumbing,0.915,31.29,v1.0.0
thx-009541,tec-018,req-020147,electrical,0.826,11.65,v1.0.0
thx-009542,tec-048,req-004545,electrical,0.607,69.73,v1.0.0
thx-009543,tec-019,req-009382,water supply,0.994,5.48,v1.0.0
thx-009544,tec-027,req-011854,lift,1.0,9.3,v1.0.0
thx-009545,tec-009,req-008791,fire safety,0.802,6.85,v1.0.0
thx-009546,tec-001,req-004939,noise,0.665,75.27,v1.0.0
thx-009547,tec-014,req-007093,hvac,0.652,3.56,v1.0.0
thx-009548,tec-016,req-017778,hvac,0.745,8.43,v1.0.0
thx-009549,tec-009,req-002938,parking,0.906,29.09,v1.0.0
thx-009550,tec-058,req-017693,fire safety,0.877,1.98,v1.0.0
thx-009551,tec-008,req-008413,electrical,0.849,15.28,v1.0.0
thx-009552,tec-004,req-019352,electrical,0.965,15.17,v1.0.0
thx-009553,tec-027,req-020305,lift,0.984,14.63,v1.0.0
thx-009554,tec-017,req-001991,electrical,1.0,89.5,v1.0.0
thx-009555,tec-023,req-017984,fire safety,1.0,0.99,v1.0.0
thx-009556,tec-010,req-021028,security,1.0,5.66,v1.0.0
thx-009557,tec-076,req-021042,security,0.847,12.33,v1.0.0
thx-009558,tec-032,req-007141,water supply,0.549,20.13,v1.0.0
thx-009559,tec-005,req-003975,noise,0.661,131.89,v1.0.0
thx-009560,tec-010,req-005418,plumbing,1.0,13.66,v1.0.0
thx-009561,tec-007,req-015337,noise,0.891,72.33,v1.0.0
thx-009562,tec-060,req-017265,fire safety,0.961,11.75,v1.0.0
thx-009563,tec-006,req-006173,noise,0.565,123.35,v1.0.0
thx-009564,tec-026,req-010351,water leakage,1.0,5.82,v1.0.0
thx-009565,tec-059,req-011047,fire safety,0.892,4.34,v1.0.0
thx-009566,tec-055,req-009628,electrical,0.78,13.74,v1.0.0
thx-009567,tec-021,req-021158,plumbing,0.767,4.74,v1.0.0
thx-009568,tec-052,req-001218,electrical,1.0,6.88,v1.0.0
thx-009569,tec-009,req-000929,water supply,0.7,39.58,v1.0.0
thx-009570,tec-016,req-000074,hvac,0.774,47.65,v1.0.0
thx-009571,tec-067,req-002788,hvac,0.979,3.03,v1.0.0
thx-009572,tec-018,req-002108,noise,1.0,28.37,v1.0.0
thx-009573,tec-023,req-010353,plumbing,1.0,45.84,v1.0.0
thx-009574,tec-036,req-018838,water supply,0.647,130.08,v1.0.0
thx-009575,tec-026,req-016243,electrical,1.0,42.36,v1.0.0
thx-009576,tec-012,req-011734,noise,0.803,34.03,v1.0.0
thx-009577,tec-026,req-001182,fire safety,0.933,4.46,v1.0.0
thx-009578,tec-006,req-008157,plumbing,0.678,7.76,v1.0.0
thx-009579,tec-028,req-000963,security,0.943,40.8,v1.0.0
thx-009580,tec-066,req-018552,hvac,1.0,5.82,v1.0.0
thx-009581,tec-006,req-014472,water supply,0.607,20.9,v1.0.0
thx-009582,tec-022,req-007033,hvac,0.901,43.29,v1.0.0
thx-009583,tec-025,req-009028,plumbing,0.928,5.69,v1.0.0
thx-009584,tec-015,req-012527,water supply,0.968,24.35,v1.0.0
thx-009585,tec-058,req-004366,fire safety,0.877,3.88,v1.0.0
thx-009586,tec-002,req-011063,security,0.772,19.12,v1.0.0
thx-009587,tec-002,req-001130,parking,0.688,40.45,v1.0.0
thx-009588,tec-011,req-005729,hvac,0.786,22.89,v1.0.0
thx-009589,tec-023,req-012544,plumbing,1.0,7.89,v1.0.0
thx-009590,tec-010,req-002871,parking,1.0,60.91,v1.0.0
thx-009591,tec-005,req-019974,hvac,0.66,44.44,v1.0.0
thx-009592,tec-025,req-021401,hvac,0.814,13.66,v1.0.0
thx-009593,tec-011,req-016962,water supply,0.71,9.76,v1.0.0
thx-009594,tec-025,req-017503,electrical,1.0,28.98,v1.0.0
thx-009595,tec-009,req-020618,noise,0.911,17.32,v1.0.0
thx-009596,tec-019,req-015692,parking,0.946,20.95,v1.0.0
thx-009597,tec-031,req-016661,water leakage,0.704,14.9,v1.0.0
thx-009598,tec-004,req-002343,water supply,0.888,16.43,v1.0.0
thx-009599,tec-038,req-001303,water supply,0.861,9.67,v1.0.0
thx-009600,tec-005,req-013105,fire safety,0.86,16.82,v1.0.0
thx-009601,tec-006,req-001438,parking,0.597,61.3,v1.0.0
thx-009602,tec-025,req-001027,water leakage,0.943,14.32,v1.0.0
thx-009603,tec-078,req-004656,fire safety,0.572,8.53,v1.0.0
thx-009604,tec-044,req-004001,water supply,0.722,29.96,v1.0.0
thx-009605,tec-069,req-017408,lift,0.97,10.74,v1.0.0
thx-009606,tec-024,req-010318,fire safety,0.877,1.66,v1.0.0
thx-009607,tec-009,req-001086,plumbing,0.836,48.09,v1.0.0
thx-009608,tec-001,req-006876,water supply,0.482,21.8,v1.0.0
thx-009609,tec-011,req-009640,electrical,0.686,81.25,v1.0.0
thx-009610,tec-021,req-005824,water leakage,0.965,13.66,v1.0.0
thx-009611,tec-006,req-002406,fire safety,0.656,6.1,v1.0.0
thx-009612,tec-020,req-021294,water leakage,0.913,5.5,v1.0.0
thx-009613,tec-010,req-020340,security,1.0,12.12,v1.0.0
thx-009614,tec-050,req-007680,electrical,1.0,88.23,v1.0.0
thx-009615,tec-020,req-019598,noise,0.783,32.78,v1.0.0
thx-009616,tec-017,req-016235,electrical,1.0,18.53,v1.0.0
thx-009617,tec-024,req-017245,noise,0.895,13.66,v1.0.0
thx-009618,tec-029,req-001441,plumbing,0.887,37.51,v1.0.0
thx-009619,tec-023,req-000788,fire safety,1.0,11.04,v1.0.0
thx-009620,tec-056,req-009943,electrical,0.768,7.1,v1.0.0
thx-009621,tec-022,req-003784,security,0.848,2.12,v1.0.0
thx-009622,tec-017,req-010793,parking,1.0,12.0,v1.0.0
thx-009623,tec-018,req-002902,noise,0.917,29.99,v1.0.0
thx-009624,tec-027,req-006962,plumbing,0.967,28.75,v1.0.0
thx-009625,tec-045,req-003054,plumbing,1.0,16.37,v1.0.0
thx-009626,tec-021,req-008481,water leakage,0.891,3.23,v1.0.0
thx-009627,tec-027,req-004257,water leakage,0.998,4.62,v1.0.0
thx-009628,tec-010,req-020187,water leakage,1.0,5.6,v1.0.0
