failure_id,asset_id,failure_date,failure_type,downtime_hours,dataset_version
flr-008772,ast-00398,2019-02-26,mechanical,138.1,v1.0.0
flr-008773,ast-00327,2017-11-17,external,7.87,v1.0.0
flr-008774,ast-00259,2015-11-26,electrical,62.11,v1.0.0
flr-008775,ast-00304,2019-10-19,software,60.4,v1.0.0
flr-008776,ast-00443,2025-06-29,electrical,84.48,v1.0.0
flr-008777,ast-00114,2020-11-27,electrical,34.81,v1.0.0
flr-008778,ast-00381,2024-06-10,wear & tear,22.66,v1.0.0
flr-008779,ast-00041,2025-10-09,software,108.26,v1.0.0
flr-008780,ast-00347,2015-12-07,software,89.52,v1.0.0
flr-008781,ast-00163,2024-12-18,software,102.07,v1.0.0
flr-008782,ast-00335,2018-09-13,wear & tear,263.87,v1.0.0
flr-008783,ast-00054,2019-11-29,mechanical,28.14,v1.0.0
flr-008784,ast-00128,2019-11-27,electrical,21.6,v1.0.0
flr-008785,ast-00086,2024-10-15,software,24.6,v1.0.0
flr-008786,ast-00133,2013-09-07,electrical,91.09,v1.0.0
flr-008787,ast-00016,2024-05-06,mechanical,143.53,v1.0.0
flr-008788,ast-00249,2023-09-30,mechanical,237.9,v1.0.0
flr-008789,ast-00327,2021-01-08,external,223.08,v1.0.0
flr-008790,ast-00307,2026-03-27,wear & tear,111.44,v1.0.0
flr-008791,ast-00273,2022-10-02,electrical,91.11,v1.0.0
flr-008792,ast-00483,2025-08-23,software,38.75,v1.0.0
flr-008793,ast-00007,2024-05-26,wear & tear,112.32,v1.0.0
flr-008794,ast-00190,2022-11-24,wear & tear,175.58,v1.0.0
flr-008795,ast-00168,2024-04-12,software,67.36,v1.0.0
flr-008796,ast-00401,2024-03-13,mechanical,88.13,v1.0.0
flr-008797,ast-00210,2025-08-05,mechanical,114.89,v1.0.0
flr-008798,ast-00108,2023-06-21,mechanical,127.96,v1.0.0
flr-008799,ast-00120,2010-08-07,mechanical,44.87,v1.0.0
flr-008800,ast-00302,2025-12-26,software,24.14,v1.0.0
flr-008801,ast-00194,2026-02-05,mechanical,9.71,v1.0.0
flr-008802,ast-00276,2016-12-09,mechanical,103.44,v1.0.0
flr-008803,ast-00475,2025-08-31,mechanical,88.87,v1.0.0
flr-008804,ast-00266,2018-09-19,mechanical,20.27,v1.0.0
flr-008805,ast-00451,2018-02-25,software,99.06,v1.0.0
flr-008806,ast-00444,2014-08-23,electrical,321.2,v1.0.0
flr-008807,ast-00136,2021-12-12,electrical,286.42,v1.0.0
flr-008808,ast-00313,2020-08-05,electrical,250.35,v1.0.0
flr-008809,ast-00051,2021-01-21,mechanical,114.89,v1.0.0
flr-008810,ast-00249,2025-07-30,mechanical,207.84,v1.0.0
flr-008811,ast-00286,2025-04-27,software,101.34,v1.0.0
flr-008812,ast-00043,2026-01-05,mechanical,89.86,v1.0.0
flr-008813,ast-00469,2011-03-10,mechanical,24.6,v1.0.0
flr-008814,ast-00385,2019-01-21,mechanical,26.41,v1.0.0
flr-008815,ast-00266,2018-06-22,wear & tear,189.16,v1.0.0
flr-008816,ast-00215,2026-04-07,electrical,204.53,v1.0.0
flr-008817,ast-00192,2026-04-24,wear & tear,55.11,v1.0.0
flr-008818,ast-00483,2023-08-30,mechanical,57.66,v1.0.0
flr-008819,ast-00244,2025-03-07,mechanical,223.31,v1.0.0
flr-008820,ast-00128,2016-11-28,electrical,178.89,v1.0.0
flr-008821,ast-00130,2021-11-02,mechanical,176.77,v1.0.0
flr-008822,ast-00073,2012-05-19,mechanical,312.45,v1.0.0
flr-008823,ast-00241,2026-05-05,software,185.66,v1.0.0
flr-008824,ast-00151,2016-01-21,mechanical,311.79,v1.0.0
flr-008825,ast-00048,2023-04-29,wear & tear,138.96,v1.0.0
flr-008826,ast-00465,2014-02-12,mechanical,7.68,v1.0.0
flr-008827,ast-00298,2025-01-30,electrical,90.37,v1.0.0
flr-008828,ast-00126,2025-03-23,wear & tear,239.63,v1.0.0
flr-008829,ast-00222,2016-04-25,mechanical,189.15,v1.0.0
flr-008830,ast-00326,2021-09-03,wear & tear,167.9,v1.0.0
flr-008831,ast-00293,2024-05-27,wear & tear,114.89,v1.0.0
flr-008832,ast-00441,2025-01-23,electrical,19.57,v1.0.0
flr-008833,ast-00004,2021-11-01,mechanical,119.45,v1.0.0
flr-008834,ast-00247,2018-09-23,mechanical,121.72,v1.0.0
flr-008835,ast-00018,2024-09-02,software,133.38,v1.0.0
flr-008836,ast-00478,2021-10-05,wear & tear,114.89,v1.0.0
flr-008837,ast-00329,2026-02-10,mechanical,65.37,v1.0.0
flr-008838,ast-00413,2020-12-29,wear & tear,123.88,v1.0.0
flr-008839,ast-00288,2023-10-21,software,105.4,v1.0.0
flr-008840,ast-00417,2024-09-23,wear & tear,131.02,v1.0.0
flr-008841,ast-00124,2024-06-06,mechanical,21.72,v1.0.0
flr-008842,ast-00290,2015-01-24,mechanical,41.24,v1.0.0
flr-008843,ast-00227,2023-11-12,electrical,6.0,v1.0.0
flr-008844,ast-00415,2026-05-19,mechanical,98.92,v1.0.0
flr-008845,ast-00126,2026-05-19,mechanical,9.72,v1.0.0
flr-008846,ast-00088,2023-02-11,wear & tear,209.2,v1.0.0
flr-008847,ast-00128,2019-05-30,electrical,101.29,v1.0.0
flr-008848,ast-00350,2026-01-17,mechanical,250.1,v1.0.0
flr-008849,ast-00315,2017-07-19,electrical,135.28,v1.0.0
flr-008850,ast-00474,2025-07-01,electrical,40.96,v1.0.0
flr-008851,ast-00384,2015-09-15,software,148.24,v1.0.0
flr-008852,ast-00223,2018-04-04,electrical,136.6,v1.0.0
flr-008853,ast-00395,2015-01-22,mechanical,114.74,v1.0.0
flr-008854,ast-00303,2017-05-15,electrical,58.1,v1.0.0
flr-008855,ast-00038,2025-08-30,wear & tear,107.88,v1.0.0
flr-008856,ast-00473,2009-03-16,electrical,194.38,v1.0.0
flr-008857,ast-00324,2022-01-20,wear & tear,102.14,v1.0.0
flr-008858,ast-00336,2025-03-28,software,58.11,v1.0.0
flr-008859,ast-00272,2026-04-07,mechanical,94.92,v1.0.0
flr-008860,ast-00385,2016-02-24,mechanical,90.18,v1.0.0
flr-008861,ast-00057,2023-12-27,mechanical,6.0,v1.0.0
flr-008862,ast-00018,2025-02-12,mechanical,85.5,v1.0.0
flr-008863,ast-00234,2014-12-26,electrical,252.32,v1.0.0
flr-008864,ast-00389,2018-04-26,wear & tear,308.05,v1.0.0
flr-008865,ast-00451,2025-01-15,wear & tear,84.75,v1.0.0
flr-008866,ast-00411,2025-01-05,mechanical,57.69,v1.0.0
flr-008867,ast-00148,2024-10-04,mechanical,268.34,v1.0.0
flr-008868,ast-00078,2024-10-09,mechanical,38.31,v1.0.0
flr-008869,ast-00410,2024-10-22,software,163.86,v1.0.0
flr-008870,ast-00417,2025-04-21,electrical,209.3,v1.0.0
flr-008871,ast-00412,2013-02-26,mechanical,125.83,v1.0.0
flr-008872,ast-00412,2015-05-08,mechanical,114.89,v1.0.0
flr-008873,ast-00169,2010-11-10,mechanical,95.78,v1.0.0
flr-008874,ast-00177,2011-11-01,wear & tear,205.35,v1.0.0
flr-008875,ast-00453,2025-07-13,electrical,13.32,v1.0.0
flr-008876,ast-00500,2015-03-08,mechanical,130.82,v1.0.0
flr-008877,ast-00051,2025-12-27,mechanical,107.99,v1.0.0
flr-008878,ast-00241,2026-05-19,software,300.48,v1.0.0
flr-008879,ast-00244,2026-04-18,wear & tear,29.47,v1.0.0
flr-008880,ast-00075,2025-09-19,wear & tear,155.76,v1.0.0
flr-008881,ast-00345,2022-04-09,electrical,128.98,v1.0.0
flr-008882,ast-00384,2019-10-24,electrical,240.85,v1.0.0
flr-008883,ast-00141,2023-03-19,wear & tear,119.31,v1.0.0
flr-008884,ast-00129,2012-12-26,mechanical,114.89,v1.0.0
flr-008885,ast-00195,2025-05-21,electrical,88.86,v1.0.0
flr-008886,ast-00226,2019-10-10,wear & tear,52.84,v1.0.0
flr-008887,ast-00214,2015-01-27,wear & tear,6.0,v1.0.0
flr-008888,ast-00398,2012-03-08,mechanical,94.73,v1.0.0
flr-008889,ast-00440,2022-10-28,mechanical,109.46,v1.0.0
flr-008890,ast-00058,2017-03-27,wear & tear,317.57,v1.0.0
flr-008891,ast-00055,2022-02-15,electrical,143.23,v1.0.0
flr-008892,ast-00047,2025-02-03,software,46.76,v1.0.0
flr-008893,ast-00095,2026-04-16,mechanical,109.48,v1.0.0
flr-008894,ast-00087,2023-09-06,electrical,52.88,v1.0.0
flr-008895,ast-00387,2025-08-01,mechanical,131.85,v1.0.0
flr-008896,ast-00026,2022-06-10,mechanical,23.72,v1.0.0
flr-008897,ast-00218,2012-01-16,mechanical,189.01,v1.0.0
flr-008898,ast-00230,2024-08-27,mechanical,96.76,v1.0.0
flr-008899,ast-00077,2025-12-06,mechanical,33.02,v1.0.0
flr-008900,ast-00206,2015-12-31,wear & tear,11.7,v1.0.0
flr-008901,ast-00397,2018-02-09,electrical,183.18,v1.0.0
flr-008902,ast-00083,2021-02-09,electrical,205.09,v1.0.0
flr-008903,ast-00097,2024-10-28,electrical,206.1,v1.0.0
flr-008904,ast-00231,2023-08-04,mechanical,28.74,v1.0.0
flr-008905,ast-00186,2024-11-16,mechanical,88.24,v1.0.0
flr-008906,ast-00349,2011-06-12,electrical,256.22,v1.0.0
flr-008907,ast-00444,2008-04-11,mechanical,321.2,v1.0.0
flr-008908,ast-00282,2021-08-21,mechanical,69.67,v1.0.0
flr-008909,ast-00115,2026-01-02,mechanical,63.86,v1.0.0
flr-008910,ast-00491,2022-04-26,wear & tear,12.04,v1.0.0
flr-008911,ast-00001,2015-02-24,software,242.99,v1.0.0
flr-008912,ast-00161,2020-05-02,electrical,114.89,v1.0.0
flr-008913,ast-00044,2024-12-09,mechanical,6.0,v1.0.0
flr-008914,ast-00105,2022-02-21,mechanical,30.0,v1.0.0
flr-008915,ast-00292,2022-01-23,wear & tear,100.43,v1.0.0
flr-008916,ast-00395,2009-06-20,mechanical,321.2,v1.0.0
flr-008917,ast-00280,2019-03-23,electrical,148.51,v1.0.0
flr-008918,ast-00426,2025-01-24,wear & tear,112.6,v1.0.0
flr-008919,ast-00147,2022-08-05,mechanical,55.08,v1.0.0
flr-008920,ast-00422,2025-01-03,mechanical,90.35,v1.0.0
flr-008921,ast-00481,2020-06-06,electrical,186.76,v1.0.0
flr-008922,ast-00166,2025-09-21,mechanical,76.67,v1.0.0
flr-008923,ast-00453,2012-12-25,electrical,183.24,v1.0.0
flr-008924,ast-00036,2010-06-26,wear & tear,174.22,v1.0.0
flr-008925,ast-00225,2026-01-31,wear & tear,153.38,v1.0.0
flr-008926,ast-00136,2019-10-18,mechanical,228.03,v1.0.0
flr-008927,ast-00217,2022-07-09,mechanical,56.93,v1.0.0
flr-008928,ast-00448,2025-09-20,wear & tear,137.95,v1.0.0
flr-008929,ast-00179,2025-11-22,mechanical,212.04,v1.0.0
flr-008930,ast-00445,2017-06-04,wear & tear,70.4,v1.0.0
flr-008931,ast-00253,2023-03-15,mechanical,170.79,v1.0.0
flr-008932,ast-00120,2009-01-04,mechanical,220.85,v1.0.0
flr-008933,ast-00143,2026-05-19,wear & tear,14.68,v1.0.0
flr-008934,ast-00488,2024-02-10,mechanical,235.74,v1.0.0
flr-008935,ast-00121,2016-08-06,electrical,114.89,v1.0.0
flr-008936,ast-00439,2019-10-12,mechanical,271.79,v1.0.0
flr-008937,ast-00060,2025-10-22,software,76.83,v1.0.0
flr-008938,ast-00406,2024-08-23,wear & tear,166.01,v1.0.0
flr-008939,ast-00099,2006-12-10,wear & tear,316.1,v1.0.0
flr-008940,ast-00066,2012-11-04,electrical,230.3,v1.0.0
flr-008941,ast-00407,2013-06-13,software,238.48,v1.0.0
flr-008942,ast-00206,2022-03-11,wear & tear,246.26,v1.0.0
flr-008943,ast-00466,2023-12-13,mechanical,74.56,v1.0.0
flr-008944,ast-00252,2024-10-10,electrical,195.62,v1.0.0
flr-008945,ast-00365,2025-09-13,electrical,16.65,v1.0.0
flr-008946,ast-00483,2026-05-19,mechanical,9.41,v1.0.0
flr-008947,ast-00483,2024-05-25,electrical,34.8,v1.0.0
flr-008948,ast-00454,2019-02-08,mechanical,321.2,v1.0.0
flr-008949,ast-00028,2021-12-26,mechanical,114.89,v1.0.0
flr-008950,ast-00073,2012-12-11,wear & tear,120.91,v1.0.0
flr-008951,ast-00285,2023-07-01,software,81.92,v1.0.0
flr-008952,ast-00343,2025-12-29,software,294.88,v1.0.0
flr-008953,ast-00248,2021-08-23,software,159.31,v1.0.0
flr-008954,ast-00301,2026-05-19,wear & tear,74.59,v1.0.0
flr-008955,ast-00287,2026-01-03,software,18.59,v1.0.0
flr-008956,ast-00108,2022-06-28,software,17.02,v1.0.0
flr-008957,ast-00147,2025-07-12,wear & tear,65.01,v1.0.0
flr-008958,ast-00307,2020-08-26,electrical,204.8,v1.0.0
flr-008959,ast-00075,2020-04-20,mechanical,59.62,v1.0.0
flr-008960,ast-00222,2014-11-01,software,261.32,v1.0.0
flr-008961,ast-00415,2026-05-30,mechanical,99.61,v1.0.0
flr-008962,ast-00263,2026-05-25,software,28.99,v1.0.0
flr-008963,ast-00080,2025-03-11,electrical,136.41,v1.0.0
flr-008964,ast-00413,2022-03-21,external,145.72,v1.0.0
flr-008965,ast-00225,2021-10-14,wear & tear,11.21,v1.0.0
flr-008966,ast-00488,2023-08-27,electrical,16.53,v1.0.0
flr-008967,ast-00355,2026-02-16,electrical,114.89,v1.0.0
flr-008968,ast-00009,2025-10-04,electrical,91.79,v1.0.0
flr-008969,ast-00335,2022-10-05,wear & tear,291.14,v1.0.0
flr-008970,ast-00274,2017-10-03,wear & tear,176.39,v1.0.0
flr-008971,ast-00368,2024-10-20,software,21.01,v1.0.0
flr-008972,ast-00124,2025-12-21,electrical,125.35,v1.0.0
flr-008973,ast-00340,2020-12-24,electrical,85.72,v1.0.0
flr-008974,ast-00101,2023-11-18,wear & tear,146.1,v1.0.0
flr-008975,ast-00266,2022-04-06,wear & tear,257.23,v1.0.0
flr-008976,ast-00368,2023-09-15,software,28.7,v1.0.0
flr-008977,ast-00195,2024-12-27,software,149.15,v1.0.0
flr-008978,ast-00066,2021-10-04,electrical,180.58,v1.0.0
flr-008979,ast-00434,2016-09-06,wear & tear,108.29,v1.0.0
flr-008980,ast-00262,2019-09-05,mechanical,258.18,v1.0.0
flr-008981,ast-00472,2016-04-11,mechanical,86.08,v1.0.0
flr-008982,ast-00019,2023-05-09,mechanical,319.85,v1.0.0
flr-008983,ast-00407,2018-10-21,software,63.11,v1.0.0
flr-008984,ast-00099,2022-09-17,electrical,200.7,v1.0.0
flr-008985,ast-00345,2023-09-22,mechanical,97.15,v1.0.0
flr-008986,ast-00150,2023-04-10,mechanical,73.79,v1.0.0
flr-008987,ast-00110,2015-04-07,software,60.97,v1.0.0
flr-008988,ast-00157,2018-05-12,electrical,178.49,v1.0.0
flr-008989,ast-00486,2023-04-24,wear & tear,35.65,v1.0.0
flr-008990,ast-00013,2018-12-02,electrical,6.0,v1.0.0
flr-008991,ast-00414,2016-09-26,software,114.89,v1.0.0
flr-008992,ast-00332,2025-05-13,software,262.86,v1.0.0
flr-008993,ast-00409,2014-11-21,mechanical,215.07,v1.0.0
flr-008994,ast-00086,2022-11-17,mechanical,35.65,v1.0.0
flr-008995,ast-00253,2016-05-15,software,189.07,v1.0.0
flr-008996,ast-00116,2023-09-04,electrical,205.63,v1.0.0
flr-008997,ast-00219,2022-04-14,software,94.0,v1.0.0
flr-008998,ast-00354,2024-12-09,wear & tear,94.04,v1.0.0
flr-008999,ast-00295,2023-04-13,mechanical,10.39,v1.0.0
flr-009000,ast-00409,2010-03-01,mechanical,145.4,v1.0.0
flr-009001,ast-00336,2026-02-05,mechanical,40.01,v1.0.0
flr-009002,ast-00292,2022-09-13,external,43.4,v1.0.0
flr-009003,ast-00139,2019-06-09,mechanical,112.45,v1.0.0
flr-009004,ast-00055,2020-12-31,wear & tear,80.42,v1.0.0
flr-009005,ast-00218,2023-09-11,electrical,16.77,v1.0.0
flr-009006,ast-00129,2015-05-26,mechanical,253.74,v1.0.0
flr-009007,ast-00052,2019-07-05,wear & tear,148.69,v1.0.0
flr-009008,ast-00164,2024-03-15,electrical,184.03,v1.0.0
flr-009009,ast-00030,2018-09-26,electrical,114.89,v1.0.0
flr-009010,ast-00441,2024-11-23,mechanical,52.66,v1.0.0
flr-009011,ast-00196,2024-10-01,mechanical,70.4,v1.0.0
flr-009012,ast-00479,2023-06-25,mechanical,113.99,v1.0.0
flr-009013,ast-00329,2018-05-20,electrical,264.17,v1.0.0
flr-009014,ast-00135,2019-08-06,electrical,138.65,v1.0.0
flr-009015,ast-00343,2022-05-23,software,285.8,v1.0.0
flr-009016,ast-00090,2022-05-26,mechanical,114.18,v1.0.0
flr-009017,ast-00458,2026-05-19,mechanical,57.02,v1.0.0
flr-009018,ast-00101,2024-05-14,wear & tear,145.44,v1.0.0
flr-009019,ast-00049,2009-06-06,electrical,155.55,v1.0.0
flr-009020,ast-00118,2015-05-13,wear & tear,189.2,v1.0.0
flr-009021,ast-00208,2022-04-30,wear & tear,157.29,v1.0.0
flr-009022,ast-00117,2018-10-01,software,106.98,v1.0.0
flr-009023,ast-00296,2019-12-12,wear & tear,8.85,v1.0.0
flr-009024,ast-00148,2023-06-01,electrical,87.94,v1.0.0
flr-009025,ast-00057,2025-12-25,mechanical,114.89,v1.0.0
flr-009026,ast-00423,2025-06-12,electrical,218.88,v1.0.0
flr-009027,ast-00340,2024-10-26,electrical,179.61,v1.0.0
flr-009028,ast-00180,2025-02-18,wear & tear,102.17,v1.0.0
flr-009029,ast-00277,2026-03-15,wear & tear,183.08,v1.0.0
flr-009030,ast-00141,2021-03-04,mechanical,127.56,v1.0.0
flr-009031,ast-00032,2023-11-21,software,76.84,v1.0.0
flr-009032,ast-00340,2023-07-24,software,41.61,v1.0.0
flr-009033,ast-00437,2015-08-17,mechanical,20.62,v1.0.0
flr-009034,ast-00409,2012-07-06,mechanical,160.86,v1.0.0
flr-009035,ast-00181,2026-05-17,electrical,258.03,v1.0.0
flr-009036,ast-00156,2025-07-10,electrical,116.46,v1.0.0
flr-009037,ast-00492,2016-08-13,electrical,69.81,v1.0.0
flr-009038,ast-00074,2024-12-07,wear & tear,162.8,v1.0.0
flr-009039,ast-00308,2024-03-08,mechanical,76.45,v1.0.0
flr-009040,ast-00101,2024-10-04,mechanical,69.24,v1.0.0
flr-009041,ast-00339,2010-02-17,electrical,75.24,v1.0.0
flr-009042,ast-00331,2026-04-17,software,99.91,v1.0.0
flr-009043,ast-00288,2023-02-11,electrical,184.71,v1.0.0
flr-009044,ast-00238,2011-03-28,software,268.92,v1.0.0
flr-009045,ast-00094,2025-02-25,software,72.41,v1.0.0
flr-009046,ast-00437,2023-01-08,electrical,102.54,v1.0.0
flr-009047,ast-00045,2014-06-12,electrical,285.44,v1.0.0
flr-009048,ast-00102,2021-07-16,mechanical,178.44,v1.0.0
flr-009049,ast-00233,2008-08-15,electrical,258.51,v1.0.0
flr-009050,ast-00345,2022-05-28,mechanical,147.11,v1.0.0
flr-009051,ast-00011,2014-11-09,mechanical,127.29,v1.0.0
flr-009052,ast-00132,2020-10-06,external,165.47,v1.0.0
flr-009053,ast-00388,2019-04-16,software,127.61,v1.0.0
flr-009054,ast-00449,2023-08-25,mechanical,157.55,v1.0.0
flr-009055,ast-00046,2023-06-17,software,112.24,v1.0.0
flr-009056,ast-00466,2025-04-27,wear & tear,155.38,v1.0.0
flr-009057,ast-00197,2023-11-13,electrical,154.91,v1.0.0
flr-009058,ast-00110,2014-10-01,mechanical,93.17,v1.0.0
flr-009059,ast-00272,2023-06-16,mechanical,47.62,v1.0.0
flr-009060,ast-00277,2020-10-21,wear & tear,245.57,v1.0.0
flr-009061,ast-00465,2023-12-24,electrical,114.89,v1.0.0
flr-009062,ast-00028,2016-09-06,electrical,189.98,v1.0.0
flr-009063,ast-00448,2024-06-14,electrical,84.51,v1.0.0
flr-009064,ast-00454,2009-06-19,wear & tear,188.93,v1.0.0
flr-009065,ast-00182,2017-04-08,mechanical,52.62,v1.0.0
flr-009066,ast-00199,2025-01-07,external,75.99,v1.0.0
flr-009067,ast-00291,2020-04-08,electrical,131.05,v1.0.0
flr-009068,ast-00137,2023-05-04,mechanical,106.1,v1.0.0
flr-009069,ast-00496,2019-05-23,software,159.65,v1.0.0
flr-009070,ast-00435,2011-06-13,mechanical,114.89,v1.0.0
flr-009071,ast-00408,2020-11-08,wear & tear,148.84,v1.0.0
flr-009072,ast-00439,2014-07-10,software,136.4,v1.0.0
flr-009073,ast-00116,2024-11-23,electrical,241.1,v1.0.0
flr-009074,ast-00087,2023-06-30,mechanical,104.01,v1.0.0
flr-009075,ast-00095,2018-06-10,software,179.49,v1.0.0
flr-009076,ast-00130,2020-10-02,electrical,104.97,v1.0.0
flr-009077,ast-00259,2012-01-20,mechanical,52.68,v1.0.0
flr-009078,ast-00077,2024-08-18,mechanical,87.75,v1.0.0
flr-009079,ast-00330,2023-01-24,mechanical,172.59,v1.0.0
flr-009080,ast-00034,2017-12-31,wear & tear,31.01,v1.0.0
flr-009081,ast-00145,2022-02-18,wear & tear,120.51,v1.0.0
flr-009082,ast-00153,2019-09-12,electrical,278.09,v1.0.0
flr-009083,ast-00057,2021-11-19,mechanical,46.59,v1.0.0
flr-009084,ast-00101,2022-07-18,wear & tear,114.89,v1.0.0
flr-009085,ast-00151,2017-12-06,wear & tear,226.67,v1.0.0
flr-009086,ast-00298,2021-11-24,software,138.78,v1.0.0
flr-009087,ast-00071,2018-08-27,mechanical,79.92,v1.0.0
flr-009088,ast-00477,2024-03-11,mechanical,28.36,v1.0.0
flr-009089,ast-00033,2024-12-31,electrical,245.49,v1.0.0
flr-009090,ast-00175,2018-09-02,software,280.3,v1.0.0
flr-009091,ast-00389,2011-06-22,mechanical,121.16,v1.0.0
flr-009092,ast-00298,2026-01-02,mechanical,126.29,v1.0.0
flr-009093,ast-00196,2026-03-25,wear & tear,78.95,v1.0.0
flr-009094,ast-00438,2020-10-01,software,87.79,v1.0.0
flr-009095,ast-00189,2023-10-01,software,107.95,v1.0.0
flr-009096,ast-00042,2020-08-28,mechanical,107.44,v1.0.0
flr-009097,ast-00478,2022-09-10,wear & tear,6.0,v1.0.0
flr-009098,ast-00264,2014-03-19,mechanical,157.19,v1.0.0
flr-009099,ast-00201,2022-03-01,software,70.71,v1.0.0
flr-009100,ast-00068,2020-07-09,mechanical,108.51,v1.0.0
flr-009101,ast-00084,2026-01-28,wear & tear,81.8,v1.0.0
flr-009102,ast-00490,2016-08-19,electrical,293.74,v1.0.0
flr-009103,ast-00068,2019-06-05,software,79.13,v1.0.0
flr-009104,ast-00074,2023-05-06,external,124.33,v1.0.0
flr-009105,ast-00009,2024-01-07,wear & tear,49.86,v1.0.0
flr-009106,ast-00288,2022-12-13,software,114.89,v1.0.0
flr-009107,ast-00199,2023-05-17,mechanical,42.52,v1.0.0
flr-009108,ast-00029,2022-05-04,mechanical,175.42,v1.0.0
flr-009109,ast-00259,2017-11-28,software,228.72,v1.0.0
flr-009110,ast-00066,2022-04-27,software,35.21,v1.0.0
flr-009111,ast-00390,2015-05-26,software,319.4,v1.0.0
flr-009112,ast-00342,2022-04-13,mechanical,151.72,v1.0.0
flr-009113,ast-00474,2025-10-30,electrical,16.19,v1.0.0
flr-009114,ast-00211,2008-08-20,wear & tear,262.03,v1.0.0
flr-009115,ast-00409,2020-10-06,mechanical,202.43,v1.0.0
flr-009116,ast-00253,2018-11-13,electrical,259.89,v1.0.0
flr-009117,ast-00308,2022-03-13,software,78.64,v1.0.0
flr-009118,ast-00449,2023-12-13,wear & tear,6.94,v1.0.0
flr-009119,ast-00442,2022-02-10,software,173.61,v1.0.0
flr-009120,ast-00112,2016-03-23,wear & tear,321.2,v1.0.0
flr-009121,ast-00134,2010-02-17,wear & tear,137.63,v1.0.0
flr-009122,ast-00072,2025-12-10,mechanical,11.45,v1.0.0
flr-009123,ast-00278,2023-10-01,mechanical,163.41,v1.0.0
flr-009124,ast-00436,2024-07-01,mechanical,143.66,v1.0.0
flr-009125,ast-00470,2016-01-19,mechanical,16.91,v1.0.0
flr-009126,ast-00197,2026-04-12,software,6.0,v1.0.0
flr-009127,ast-00035,2022-07-20,mechanical,13.44,v1.0.0
flr-009128,ast-00055,2025-03-09,mechanical,106.64,v1.0.0
flr-009129,ast-00106,2023-01-09,wear & tear,90.19,v1.0.0
flr-009130,ast-00265,2019-02-15,mechanical,156.3,v1.0.0
flr-009131,ast-00246,2020-10-12,software,35.39,v1.0.0
flr-009132,ast-00152,2018-11-28,software,160.46,v1.0.0
flr-009133,ast-00017,2024-04-05,electrical,27.43,v1.0.0
flr-009134,ast-00020,2024-03-22,mechanical,111.26,v1.0.0
flr-009135,ast-00088,2023-01-24,electrical,151.1,v1.0.0
flr-009136,ast-00291,2025-09-29,wear & tear,187.61,v1.0.0
flr-009137,ast-00227,2022-10-20,wear & tear,17.17,v1.0.0
flr-009138,ast-00185,2021-07-31,mechanical,83.73,v1.0.0
flr-009139,ast-00340,2020-08-06,electrical,21.82,v1.0.0
flr-009140,ast-00210,2024-11-03,wear & tear,110.06,v1.0.0
flr-009141,ast-00019,2026-03-22,wear & tear,52.4,v1.0.0
flr-009142,ast-00239,2024-12-25,mechanical,111.77,v1.0.0
flr-009143,ast-00040,2020-08-19,software,144.13,v1.0.0
flr-009144,ast-00148,2010-10-16,electrical,277.2,v1.0.0
flr-009145,ast-00012,2019-04-13,wear & tear,201.58,v1.0.0
flr-009146,ast-00280,2017-01-13,wear & tear,168.0,v1.0.0
flr-009147,ast-00045,2020-09-18,mechanical,262.28,v1.0.0
flr-009148,ast-00495,2024-05-20,software,153.76,v1.0.0
flr-009149,ast-00263,2025-01-17,wear & tear,20.47,v1.0.0
flr-009150,ast-00261,2025-01-05,electrical,130.02,v1.0.0
flr-009151,ast-00302,2026-05-19,electrical,133.79,v1.0.0
flr-009152,ast-00484,2017-05-22,wear & tear,117.14,v1.0.0
flr-009153,ast-00196,2024-06-20,electrical,62.09,v1.0.0
flr-009154,ast-00104,2026-02-08,electrical,27.42,v1.0.0
flr-009155,ast-00211,2008-12-27,external,274.06,v1.0.0
flr-009156,ast-00092,2015-08-20,software,318.27,v1.0.0
flr-009157,ast-00193,2022-06-05,mechanical,184.01,v1.0.0
flr-009158,ast-00069,2025-06-14,software,11.1,v1.0.0
flr-009159,ast-00287,2025-08-03,software,142.94,v1.0.0
flr-009160,ast-00145,2024-08-18,mechanical,107.28,v1.0.0
flr-009161,ast-00004,2024-07-09,electrical,179.67,v1.0.0
flr-009162,ast-00168,2019-09-18,software,289.47,v1.0.0
flr-009163,ast-00370,2025-08-31,software,69.46,v1.0.0
flr-009164,ast-00409,2013-02-20,electrical,283.14,v1.0.0
flr-009165,ast-00367,2019-04-04,mechanical,94.1,v1.0.0
flr-009166,ast-00225,2021-02-23,mechanical,61.72,v1.0.0
flr-009167,ast-00040,2021-12-07,mechanical,48.54,v1.0.0
flr-009168,ast-00453,2025-02-06,mechanical,154.84,v1.0.0
flr-009169,ast-00329,2021-04-09,mechanical,101.46,v1.0.0
flr-009170,ast-00118,2017-01-09,wear & tear,77.88,v1.0.0
flr-009171,ast-00281,2024-02-07,mechanical,313.64,v1.0.0
flr-009172,ast-00213,2023-12-21,wear & tear,46.76,v1.0.0
flr-009173,ast-00246,2010-01-27,software,149.33,v1.0.0
flr-009174,ast-00078,2022-02-24,mechanical,6.97,v1.0.0
flr-009175,ast-00361,2007-03-09,mechanical,137.06,v1.0.0
flr-009176,ast-00361,2009-01-05,mechanical,124.14,v1.0.0
flr-009177,ast-00040,2026-04-07,mechanical,211.59,v1.0.0
