availability_id,technician_id,date,shift,availability,dataset_version
avl-009000,tec-013,2025-01-30,full day,available,v1.0.0
avl-009001,tec-013,2025-01-31,full day,leave,v1.0.0
avl-009002,tec-013,2025-02-01,full day,busy,v1.0.0
avl-009003,tec-013,2025-02-02,full day,busy,v1.0.0
avl-009004,tec-013,2025-02-03,full day,leave,v1.0.0
avl-009005,tec-013,2025-02-04,full day,leave,v1.0.0
avl-009006,tec-013,2025-03-25,full day,busy,v1.0.0
avl-009007,tec-013,2025-02-06,full day,available,v1.0.0
avl-009008,tec-013,2025-02-07,full day,available,v1.0.0
avl-009009,tec-013,2025-02-08,full day,available,v1.0.0
avl-009010,tec-013,2025-02-09,full day,available,v1.0.0
avl-009011,tec-013,2025-02-10,full day,available,v1.0.0
avl-009012,tec-013,2025-02-11,full day,available,v1.0.0
avl-009013,tec-013,2025-02-12,full day,available,v1.0.0
avl-009014,tec-013,2025-02-13,full day,available,v1.0.0
avl-009015,tec-013,2025-02-14,full day,available,v1.0.0
avl-009016,tec-013,2025-02-15,full day,available,v1.0.0
avl-009017,tec-013,2025-02-16,full day,busy,v1.0.0
avl-009018,tec-013,2025-02-17,full day,available,v1.0.0
avl-009019,tec-013,2025-03-25,full day,available,v1.0.0
avl-009020,tec-013,2025-02-19,full day,leave,v1.0.0
avl-009021,tec-013,2025-02-20,full day,available,v1.0.0
avl-009022,tec-013,2025-02-21,full day,available,v1.0.0
avl-009023,tec-013,2025-02-22,full day,available,v1.0.0
avl-009024,tec-013,2025-02-23,full day,available,v1.0.0
avl-009025,tec-013,2025-02-24,full day,available,v1.0.0
avl-009026,tec-013,2025-02-25,full day,available,v1.0.0
avl-009027,tec-013,2025-02-26,full day,available,v1.0.0
avl-009028,tec-013,2025-02-27,full day,busy,v1.0.0
avl-009029,tec-013,2025-02-28,full day,busy,v1.0.0
avl-009030,tec-013,2025-03-01,full day,busy,v1.0.0
avl-009031,tec-013,2025-03-02,full day,available,v1.0.0
avl-009032,tec-013,2025-03-03,full day,available,v1.0.0
avl-009033,tec-013,2025-03-04,full day,available,v1.0.0
avl-009034,tec-013,2025-03-05,full day,available,v1.0.0
avl-009035,tec-013,2025-03-06,full day,available,v1.0.0
avl-009036,tec-013,2025-03-07,full day,busy,v1.0.0
avl-009037,tec-013,2025-03-08,full day,available,v1.0.0
avl-009038,tec-013,2025-03-09,full day,busy,v1.0.0
avl-009039,tec-013,2025-03-10,full day,leave,v1.0.0
avl-009040,tec-013,2025-03-11,full day,available,v1.0.0
avl-009041,tec-013,2025-03-12,full day,available,v1.0.0
avl-009042,tec-013,2025-03-13,full day,leave,v1.0.0
avl-009043,tec-013,2025-03-14,full day,leave,v1.0.0
avl-009044,tec-013,2025-03-15,full day,available,v1.0.0
avl-009045,tec-013,2025-03-16,full day,available,v1.0.0
avl-009046,tec-013,2025-03-17,full day,available,v1.0.0
avl-009047,tec-013,2025-03-18,full day,available,v1.0.0
avl-009048,tec-013,2025-03-19,full day,available,v1.0.0
avl-009049,tec-013,2025-03-20,full day,leave,v1.0.0
avl-009050,tec-013,2025-03-21,full day,available,v1.0.0
avl-009051,tec-013,2025-03-22,full day,busy,v1.0.0
avl-009052,tec-013,2025-03-23,full day,available,v1.0.0
avl-009053,tec-013,2025-03-24,full day,available,v1.0.0
avl-009054,tec-013,2025-03-25,full day,available,v1.0.0
avl-009055,tec-013,2025-03-26,full day,busy,v1.0.0
avl-009056,tec-013,2025-03-27,full day,available,v1.0.0
avl-009057,tec-013,2025-03-28,full day,busy,v1.0.0
avl-009058,tec-013,2025-03-29,full day,leave,v1.0.0
avl-009059,tec-013,2025-03-30,full day,busy,v1.0.0
avl-009060,tec-013,2025-03-31,full day,available,v1.0.0
avl-009061,tec-013,2025-04-01,full day,available,v1.0.0
avl-009062,tec-013,2025-04-02,full day,leave,v1.0.0
avl-009063,tec-013,2025-03-25,full day,available,v1.0.0
avl-009064,tec-013,2025-04-04,full day,available,v1.0.0
avl-009065,tec-013,2025-04-05,full day,available,v1.0.0
avl-009066,tec-013,2025-04-06,full day,available,v1.0.0
avl-009067,tec-013,2025-04-07,full day,leave,v1.0.0
avl-009068,tec-013,2025-04-08,full day,available,v1.0.0
avl-009069,tec-013,2025-04-09,full day,busy,v1.0.0
avl-009070,tec-013,2025-04-10,full day,busy,v1.0.0
avl-009071,tec-013,2025-04-11,full day,available,v1.0.0
avl-009072,tec-013,2025-04-12,full day,available,v1.0.0
avl-009073,tec-013,2025-04-13,full day,available,v1.0.0
avl-009074,tec-013,2025-04-14,full day,available,v1.0.0
avl-009075,tec-013,2025-04-15,full day,available,v1.0.0
avl-009076,tec-013,2025-04-16,full day,leave,v1.0.0
avl-009077,tec-013,2025-04-17,full day,available,v1.0.0
avl-009078,tec-013,2025-04-18,full day,available,v1.0.0
avl-009079,tec-013,2025-04-19,full day,available,v1.0.0
avl-009080,tec-013,2025-04-20,full day,available,v1.0.0
avl-009081,tec-013,2025-04-21,full day,leave,v1.0.0
avl-009082,tec-013,2025-04-22,full day,available,v1.0.0
avl-009083,tec-013,2025-04-23,full day,available,v1.0.0
avl-009084,tec-013,2025-04-24,full day,leave,v1.0.0
avl-009085,tec-013,2025-04-25,full day,available,v1.0.0
avl-009086,tec-013,2025-04-26,full day,leave,v1.0.0
avl-009087,tec-013,2025-04-27,full day,available,v1.0.0
avl-009088,tec-013,2025-04-28,full day,available,v1.0.0
avl-009089,tec-013,2025-04-29,full day,leave,v1.0.0
avl-009090,tec-013,2025-04-30,full day,available,v1.0.0
avl-009091,tec-013,2025-05-01,full day,leave,v1.0.0
avl-009092,tec-013,2025-05-02,full day,available,v1.0.0
avl-009093,tec-013,2025-05-03,full day,available,v1.0.0
avl-009094,tec-013,2025-05-04,full day,leave,v1.0.0
avl-009095,tec-013,2025-05-05,full day,available,v1.0.0
avl-009096,tec-013,2025-05-06,full day,available,v1.0.0
avl-009097,tec-013,2025-05-07,full day,available,v1.0.0
avl-009098,tec-013,2025-05-08,full day,leave,v1.0.0
avl-009099,tec-013,2025-05-09,full day,available,v1.0.0
avl-009100,tec-013,2025-05-10,full day,available,v1.0.0
avl-009101,tec-013,2025-05-11,full day,available,v1.0.0
avl-009102,tec-013,2025-05-12,full day,available,v1.0.0
avl-009103,tec-013,2025-05-13,full day,available,v1.0.0
avl-009104,tec-013,2025-05-14,full day,available,v1.0.0
avl-009105,tec-013,2025-05-15,full day,leave,v1.0.0
avl-009106,tec-013,2025-05-16,full day,available,v1.0.0
avl-009107,tec-013,2025-05-17,full day,available,v1.0.0
avl-009108,tec-013,2025-05-18,full day,busy,v1.0.0
avl-009109,tec-013,2025-05-19,full day,busy,v1.0.0
avl-009110,tec-013,2025-05-20,full day,busy,v1.0.0
avl-009111,tec-013,2025-05-21,full day,leave,v1.0.0
avl-009112,tec-013,2025-03-25,full day,available,v1.0.0
avl-009113,tec-013,2025-05-23,full day,busy,v1.0.0
avl-009114,tec-013,2025-05-24,full day,available,v1.0.0
avl-009115,tec-013,2025-05-25,full day,busy,v1.0.0
avl-009116,tec-013,2025-05-26,full day,available,v1.0.0
avl-009117,tec-013,2025-05-27,full day,leave,v1.0.0
avl-009118,tec-013,2025-05-28,full day,available,v1.0.0
avl-009119,tec-013,2025-05-29,full day,available,v1.0.0
avl-009120,tec-013,2025-05-30,full day,available,v1.0.0
avl-009121,tec-013,2025-05-31,full day,available,v1.0.0
avl-009122,tec-013,2025-06-01,full day,leave,v1.0.0
avl-009123,tec-013,2025-06-02,full day,available,v1.0.0
avl-009124,tec-013,2025-06-03,full day,busy,v1.0.0
avl-009125,tec-013,2025-06-04,full day,available,v1.0.0
avl-009126,tec-013,2025-06-05,full day,available,v1.0.0
avl-009127,tec-013,2025-06-06,full day,available,v1.0.0
avl-009128,tec-013,2025-06-07,full day,available,v1.0.0
avl-009129,tec-013,2025-06-08,full day,available,v1.0.0
avl-009130,tec-013,2025-06-09,full day,available,v1.0.0
avl-009131,tec-013,2025-06-10,full day,leave,v1.0.0
avl-009132,tec-013,2025-06-11,full day,available,v1.0.0
avl-009133,tec-013,2025-06-12,full day,available,v1.0.0
avl-009134,tec-013,2025-06-13,full day,available,v1.0.0
avl-009135,tec-013,2025-06-14,full day,available,v1.0.0
avl-009136,tec-013,2025-06-15,full day,leave,v1.0.0
avl-009137,tec-013,2025-06-16,full day,leave,v1.0.0
avl-009138,tec-013,2025-06-17,full day,busy,v1.0.0
avl-009139,tec-013,2025-06-18,full day,leave,v1.0.0
avl-009140,tec-013,2025-06-19,full day,available,v1.0.0
avl-009141,tec-013,2025-06-20,full day,leave,v1.0.0
avl-009142,tec-013,2025-06-21,full day,available,v1.0.0
avl-009143,tec-013,2025-06-22,full day,busy,v1.0.0
avl-009144,tec-013,2025-06-23,full day,available,v1.0.0
avl-009145,tec-013,2025-06-24,full day,leave,v1.0.0
avl-009146,tec-013,2025-06-25,full day,busy,v1.0.0
avl-009147,tec-013,2025-06-26,full day,leave,v1.0.0
avl-009148,tec-013,2025-06-27,full day,busy,v1.0.0
avl-009149,tec-013,2025-06-28,full day,available,v1.0.0
avl-009150,tec-013,2025-06-29,full day,busy,v1.0.0
avl-009151,tec-013,2025-06-30,full day,available,v1.0.0
avl-009152,tec-013,2025-07-01,full day,busy,v1.0.0
avl-009153,tec-013,2025-07-02,full day,available,v1.0.0
avl-009154,tec-013,2025-07-03,full day,available,v1.0.0
avl-009155,tec-013,2025-07-04,full day,available,v1.0.0
avl-009156,tec-013,2025-07-05,full day,leave,v1.0.0
avl-009157,tec-013,2025-07-06,full day,busy,v1.0.0
avl-009158,tec-013,2025-07-07,full day,available,v1.0.0
avl-009159,tec-013,2025-07-08,full day,available,v1.0.0
avl-009160,tec-013,2025-07-09,full day,available,v1.0.0
avl-009161,tec-013,2025-07-10,full day,available,v1.0.0
avl-009162,tec-013,2025-07-11,full day,available,v1.0.0
avl-009163,tec-013,2025-07-12,full day,available,v1.0.0
avl-009164,tec-013,2025-07-13,full day,busy,v1.0.0
avl-009165,tec-013,2025-07-14,full day,busy,v1.0.0
avl-009166,tec-013,2025-07-15,full day,busy,v1.0.0
avl-009167,tec-013,2025-07-16,full day,available,v1.0.0
avl-009168,tec-013,2025-07-17,full day,available,v1.0.0
avl-009169,tec-013,2025-07-18,full day,available,v1.0.0
avl-009170,tec-013,2025-07-19,full day,available,v1.0.0
avl-009171,tec-013,2025-07-20,full day,available,v1.0.0
avl-009172,tec-013,2025-07-21,full day,available,v1.0.0
avl-009173,tec-013,2025-07-22,full day,busy,v1.0.0
avl-009174,tec-013,2025-07-23,full day,available,v1.0.0
avl-009175,tec-013,2025-07-24,full day,leave,v1.0.0
avl-009176,tec-013,2025-07-25,full day,available,v1.0.0
avl-009177,tec-013,2025-07-26,full day,available,v1.0.0
avl-009178,tec-013,2025-07-27,full day,busy,v1.0.0
avl-009179,tec-013,2025-07-28,full day,leave,v1.0.0
avl-009180,tec-013,2025-07-29,full day,leave,v1.0.0
avl-009181,tec-013,2025-07-30,full day,available,v1.0.0
avl-009182,tec-013,2025-07-31,full day,available,v1.0.0
avl-009183,tec-013,2025-08-01,full day,available,v1.0.0
avl-009184,tec-013,2025-08-02,full day,busy,v1.0.0
avl-009185,tec-013,2025-08-03,full day,available,v1.0.0
avl-009186,tec-013,2025-08-04,full day,available,v1.0.0
avl-009187,tec-013,2025-08-05,full day,available,v1.0.0
avl-009188,tec-013,2025-08-06,full day,busy,v1.0.0
avl-009189,tec-013,2025-08-07,full day,available,v1.0.0
avl-009190,tec-013,2025-08-08,full day,leave,v1.0.0
avl-009191,tec-013,2025-08-09,full day,available,v1.0.0
avl-009192,tec-013,2025-03-25,full day,available,v1.0.0
avl-009193,tec-013,2025-08-11,full day,available,v1.0.0
avl-009194,tec-013,2025-08-12,full day,available,v1.0.0
avl-009195,tec-013,2025-08-13,full day,busy,v1.0.0
avl-009196,tec-013,2025-08-14,full day,leave,v1.0.0
avl-009197,tec-013,2025-03-25,full day,busy,v1.0.0
avl-009198,tec-013,2025-08-16,full day,leave,v1.0.0
avl-009199,tec-013,2025-08-17,full day,available,v1.0.0
avl-009200,tec-013,2025-08-18,full day,busy,v1.0.0
avl-009201,tec-013,2025-08-19,full day,available,v1.0.0
avl-009202,tec-013,2025-08-20,full day,available,v1.0.0
avl-009203,tec-013,2025-08-21,full day,available,v1.0.0
avl-009204,tec-013,2025-08-22,full day,busy,v1.0.0
avl-009205,tec-013,2025-08-23,full day,busy,v1.0.0
avl-009206,tec-013,2025-08-24,full day,available,v1.0.0
avl-009207,tec-013,2025-08-25,full day,busy,v1.0.0
avl-009208,tec-013,2025-08-26,full day,available,v1.0.0
avl-009209,tec-013,2025-08-27,full day,available,v1.0.0
avl-009210,tec-013,2025-08-28,full day,available,v1.0.0
avl-009211,tec-013,2025-08-29,full day,available,v1.0.0
avl-009212,tec-013,2025-08-30,full day,available,v1.0.0
avl-009213,tec-013,2025-08-31,full day,busy,v1.0.0
avl-009214,tec-013,2025-09-01,full day,available,v1.0.0
avl-009215,tec-013,2025-09-02,full day,leave,v1.0.0
avl-009216,tec-013,2025-09-03,full day,leave,v1.0.0
avl-009217,tec-013,2025-09-04,full day,available,v1.0.0
avl-009218,tec-013,2025-09-05,full day,available,v1.0.0
avl-009219,tec-013,2025-09-06,full day,available,v1.0.0
avl-009220,tec-013,2025-09-07,full day,leave,v1.0.0
avl-009221,tec-013,2025-09-08,full day,leave,v1.0.0
avl-009222,tec-013,2025-09-09,full day,available,v1.0.0
avl-009223,tec-013,2025-09-10,full day,leave,v1.0.0
avl-009224,tec-013,2025-09-11,full day,busy,v1.0.0
avl-009225,tec-013,2025-09-12,full day,busy,v1.0.0
avl-009226,tec-013,2025-03-25,full day,available,v1.0.0
avl-009227,tec-013,2025-09-14,full day,available,v1.0.0
avl-009228,tec-013,2025-09-15,full day,busy,v1.0.0
avl-009229,tec-013,2025-09-16,full day,available,v1.0.0
avl-009230,tec-013,2025-09-17,full day,busy,v1.0.0
avl-009231,tec-013,2025-09-18,full day,available,v1.0.0
avl-009232,tec-013,2025-09-19,full day,available,v1.0.0
avl-009233,tec-013,2025-09-20,full day,available,v1.0.0
avl-009234,tec-013,2025-09-21,full day,available,v1.0.0
avl-009235,tec-013,2025-09-22,full day,available,v1.0.0
avl-009236,tec-013,2025-09-23,full day,busy,v1.0.0
avl-009237,tec-013,2025-09-24,full day,available,v1.0.0
avl-009238,tec-013,2025-09-25,full day,busy,v1.0.0
avl-009239,tec-013,2025-09-26,full day,available,v1.0.0
avl-009240,tec-013,2025-03-25,full day,busy,v1.0.0
avl-009241,tec-013,2025-09-28,full day,available,v1.0.0
avl-009242,tec-013,2025-03-25,full day,available,v1.0.0
avl-009243,tec-013,2025-09-30,full day,busy,v1.0.0
avl-009244,tec-013,2025-10-01,full day,leave,v1.0.0
avl-009245,tec-013,2025-10-02,full day,leave,v1.0.0
avl-009246,tec-013,2025-10-03,full day,leave,v1.0.0
avl-009247,tec-013,2025-10-04,full day,available,v1.0.0
avl-009248,tec-013,2025-10-05,full day,leave,v1.0.0
avl-009249,tec-013,2025-10-06,full day,available,v1.0.0
avl-009250,tec-013,2025-10-07,full day,available,v1.0.0
avl-009251,tec-013,2025-10-08,full day,available,v1.0.0
avl-009252,tec-013,2025-10-09,full day,busy,v1.0.0
avl-009253,tec-013,2025-10-10,full day,busy,v1.0.0
avl-009254,tec-013,2025-10-11,full day,available,v1.0.0
avl-009255,tec-013,2025-10-12,full day,available,v1.0.0
avl-009256,tec-013,2025-10-13,full day,available,v1.0.0
avl-009257,tec-013,2025-10-14,full day,available,v1.0.0
avl-009258,tec-013,2025-10-15,full day,available,v1.0.0
avl-009259,tec-013,2025-10-16,full day,available,v1.0.0
avl-009260,tec-013,2025-10-17,full day,available,v1.0.0
avl-009261,tec-013,2025-10-18,full day,busy,v1.0.0
avl-009262,tec-013,2025-10-19,full day,available,v1.0.0
avl-009263,tec-013,2025-10-20,full day,leave,v1.0.0
avl-009264,tec-013,2025-10-21,full day,available,v1.0.0
avl-009265,tec-013,2025-10-22,full day,leave,v1.0.0
avl-009266,tec-013,2025-10-23,full day,available,v1.0.0
avl-009267,tec-013,2025-10-24,full day,available,v1.0.0
avl-009268,tec-013,2025-10-25,full day,busy,v1.0.0
avl-009269,tec-013,2025-03-25,full day,leave,v1.0.0
avl-009270,tec-013,2025-10-27,full day,available,v1.0.0
avl-009271,tec-013,2025-10-28,full day,available,v1.0.0
avl-009272,tec-013,2025-10-29,full day,available,v1.0.0
avl-009273,tec-013,2025-10-30,full day,available,v1.0.0
avl-009274,tec-013,2025-10-31,full day,available,v1.0.0
avl-009275,tec-013,2025-11-01,full day,leave,v1.0.0
avl-009276,tec-013,2025-11-02,full day,busy,v1.0.0
avl-009277,tec-013,2025-11-03,full day,leave,v1.0.0
avl-009278,tec-013,2025-11-04,full day,available,v1.0.0
avl-009279,tec-013,2025-11-05,full day,busy,v1.0.0
avl-009280,tec-013,2025-11-06,full day,available,v1.0.0
avl-009281,tec-013,2025-11-07,full day,available,v1.0.0
avl-009282,tec-013,2025-11-08,full day,available,v1.0.0
avl-009283,tec-013,2025-11-09,full day,available,v1.0.0
avl-009284,tec-013,2025-11-10,full day,available,v1.0.0
avl-009285,tec-013,2025-11-11,full day,busy,v1.0.0
avl-009286,tec-013,2025-11-12,full day,available,v1.0.0
avl-009287,tec-013,2025-11-13,full day,available,v1.0.0
avl-009288,tec-013,2025-11-14,full day,available,v1.0.0
avl-009289,tec-013,2025-11-15,full day,available,v1.0.0
avl-009290,tec-013,2025-11-16,full day,available,v1.0.0
avl-009291,tec-013,2025-11-17,full day,busy,v1.0.0
avl-009292,tec-013,2025-11-18,full day,available,v1.0.0
avl-009293,tec-013,2025-11-19,full day,available,v1.0.0
avl-009294,tec-013,2025-11-20,full day,available,v1.0.0
avl-009295,tec-013,2025-03-25,full day,busy,v1.0.0
avl-009296,tec-013,2025-11-22,full day,available,v1.0.0
avl-009297,tec-013,2025-11-23,full day,available,v1.0.0
avl-009298,tec-013,2025-11-24,full day,available,v1.0.0
avl-009299,tec-013,2025-11-25,full day,available,v1.0.0
avl-009300,tec-013,2025-11-26,full day,available,v1.0.0
avl-009301,tec-013,2025-11-27,full day,busy,v1.0.0
avl-009302,tec-013,2025-11-28,full day,available,v1.0.0
avl-009303,tec-013,2025-11-29,full day,leave,v1.0.0
avl-009304,tec-013,2025-11-30,full day,busy,v1.0.0
avl-009305,tec-013,2025-12-01,full day,available,v1.0.0
avl-009306,tec-013,2025-12-02,full day,available,v1.0.0
avl-009307,tec-013,2025-12-03,full day,available,v1.0.0
avl-009308,tec-013,2025-12-04,full day,busy,v1.0.0
avl-009309,tec-013,2025-12-05,full day,available,v1.0.0
avl-009310,tec-013,2025-12-06,full day,available,v1.0.0
avl-009311,tec-013,2025-03-25,full day,available,v1.0.0
avl-009312,tec-013,2025-12-08,full day,available,v1.0.0
avl-009313,tec-013,2025-12-09,full day,busy,v1.0.0
avl-009314,tec-013,2025-12-10,full day,available,v1.0.0
avl-009315,tec-013,2025-12-11,full day,busy,v1.0.0
avl-009316,tec-013,2025-12-12,full day,leave,v1.0.0
avl-009317,tec-013,2025-12-13,full day,available,v1.0.0
avl-009318,tec-013,2025-12-14,full day,available,v1.0.0
avl-009319,tec-013,2025-12-15,full day,busy,v1.0.0
avl-009320,tec-013,2025-12-16,full day,available,v1.0.0
avl-009321,tec-013,2025-12-17,full day,leave,v1.0.0
avl-009322,tec-013,2025-12-18,full day,available,v1.0.0
avl-009323,tec-013,2025-12-19,full day,available,v1.0.0
avl-009324,tec-013,2025-12-20,full day,available,v1.0.0
avl-009325,tec-013,2025-12-21,full day,available,v1.0.0
avl-009326,tec-013,2025-12-22,full day,available,v1.0.0
avl-009327,tec-013,2025-12-23,full day,available,v1.0.0
avl-009328,tec-013,2025-12-24,full day,available,v1.0.0
avl-009329,tec-013,2025-12-25,full day,available,v1.0.0
avl-009330,tec-013,2025-12-26,full day,leave,v1.0.0
avl-009331,tec-013,2025-12-27,full day,available,v1.0.0
avl-009332,tec-013,2025-12-28,full day,available,v1.0.0
avl-009333,tec-013,2025-12-29,full day,busy,v1.0.0
avl-009334,tec-013,2025-03-25,full day,available,v1.0.0
avl-009335,tec-013,2025-12-31,full day,available,v1.0.0
avl-009336,tec-013,2026-01-01,full day,available,v1.0.0
avl-009337,tec-013,2026-01-02,full day,leave,v1.0.0
avl-009338,tec-013,2026-01-03,full day,leave,v1.0.0
avl-009339,tec-013,2026-01-04,full day,busy,v1.0.0
avl-009340,tec-013,2026-01-05,full day,available,v1.0.0
avl-009341,tec-013,2026-01-06,full day,available,v1.0.0
avl-009342,tec-013,2026-01-07,full day,available,v1.0.0
avl-009343,tec-013,2026-01-08,full day,available,v1.0.0
avl-009344,tec-013,2026-01-09,full day,available,v1.0.0
avl-009345,tec-013,2026-01-10,full day,available,v1.0.0
avl-009346,tec-013,2026-01-11,full day,available,v1.0.0
avl-009347,tec-013,2026-01-12,full day,busy,v1.0.0
avl-009348,tec-013,2026-01-13,full day,available,v1.0.0
avl-009349,tec-013,2026-01-14,full day,available,v1.0.0
avl-009350,tec-013,2026-01-15,full day,busy,v1.0.0
avl-009351,tec-013,2026-01-16,full day,available,v1.0.0
avl-009352,tec-013,2026-01-17,full day,available,v1.0.0
avl-009353,tec-013,2026-01-18,full day,leave,v1.0.0
avl-009354,tec-013,2026-01-19,full day,available,v1.0.0
avl-009355,tec-013,2026-01-20,full day,available,v1.0.0
avl-009356,tec-013,2026-01-21,full day,available,v1.0.0
avl-009357,tec-013,2026-01-22,full day,available,v1.0.0
avl-009358,tec-013,2026-01-23,full day,available,v1.0.0
avl-009359,tec-013,2026-01-24,full day,available,v1.0.0
avl-009360,tec-013,2026-01-25,full day,available,v1.0.0
avl-009361,tec-013,2026-01-26,full day,available,v1.0.0
avl-009362,tec-013,2025-03-25,full day,leave,v1.0.0
avl-009363,tec-013,2026-01-28,full day,available,v1.0.0
avl-009364,tec-013,2026-01-29,full day,leave,v1.0.0
avl-009365,tec-013,2026-01-30,full day,available,v1.0.0
avl-009366,tec-013,2026-01-31,full day,available,v1.0.0
avl-009367,tec-013,2026-02-01,full day,available,v1.0.0
avl-009368,tec-013,2026-02-02,full day,available,v1.0.0
avl-009369,tec-013,2026-02-03,full day,available,v1.0.0
avl-009370,tec-013,2026-02-04,full day,leave,v1.0.0
avl-009371,tec-013,2026-02-05,full day,busy,v1.0.0
avl-009372,tec-013,2026-02-06,full day,available,v1.0.0
avl-009373,tec-013,2026-02-07,full day,available,v1.0.0
avl-009374,tec-013,2026-02-08,full day,available,v1.0.0
avl-009375,tec-013,2026-02-09,full day,available,v1.0.0
avl-009376,tec-013,2026-02-10,full day,available,v1.0.0
avl-009377,tec-013,2026-02-11,full day,leave,v1.0.0
avl-009378,tec-013,2026-02-12,full day,leave,v1.0.0
avl-009379,tec-013,2026-02-13,full day,available,v1.0.0
avl-009380,tec-013,2026-02-14,full day,busy,v1.0.0
avl-009381,tec-013,2026-02-15,full day,available,v1.0.0
avl-009382,tec-013,2025-03-25,full day,available,v1.0.0
avl-009383,tec-013,2026-02-17,full day,leave,v1.0.0
avl-009384,tec-013,2026-02-18,full day,leave,v1.0.0
avl-009385,tec-013,2026-02-19,full day,available,v1.0.0
avl-009386,tec-013,2026-02-20,full day,busy,v1.0.0
avl-009387,tec-013,2026-02-21,full day,available,v1.0.0
avl-009388,tec-013,2026-02-22,full day,available,v1.0.0
avl-009389,tec-013,2026-02-23,full day,available,v1.0.0
avl-009390,tec-013,2026-02-24,full day,available,v1.0.0
avl-009391,tec-013,2026-02-25,full day,available,v1.0.0
avl-009392,tec-013,2026-02-26,full day,leave,v1.0.0
avl-009393,tec-013,2026-02-27,full day,leave,v1.0.0
avl-009394,tec-013,2026-02-28,full day,available,v1.0.0
avl-009395,tec-013,2026-03-01,full day,available,v1.0.0
avl-009396,tec-013,2026-03-02,full day,available,v1.0.0
avl-009397,tec-013,2025-03-25,full day,leave,v1.0.0
avl-009398,tec-013,2026-03-04,full day,available,v1.0.0
avl-009399,tec-013,2026-03-05,full day,available,v1.0.0
avl-009400,tec-013,2026-03-06,full day,available,v1.0.0
avl-009401,tec-013,2026-03-07,full day,available,v1.0.0
avl-009402,tec-013,2026-03-08,full day,available,v1.0.0
avl-009403,tec-013,2026-03-09,full day,leave,v1.0.0
avl-009404,tec-013,2026-03-10,full day,available,v1.0.0
avl-009405,tec-013,2026-03-11,full day,available,v1.0.0
avl-009406,tec-013,2026-03-12,full day,busy,v1.0.0
avl-009407,tec-013,2026-03-13,full day,leave,v1.0.0
avl-009408,tec-013,2026-03-14,full day,available,v1.0.0
avl-009409,tec-013,2026-03-15,full day,available,v1.0.0
avl-009410,tec-013,2026-03-16,full day,available,v1.0.0
avl-009411,tec-013,2026-03-17,full day,busy,v1.0.0
avl-009412,tec-013,2026-03-18,full day,available,v1.0.0
avl-009413,tec-013,2026-03-19,full day,available,v1.0.0
avl-009414,tec-013,2026-03-20,full day,available,v1.0.0
avl-009415,tec-013,2026-03-21,full day,available,v1.0.0
avl-009416,tec-013,2026-03-22,full day,available,v1.0.0
avl-009417,tec-013,2026-03-23,full day,busy,v1.0.0
avl-009418,tec-013,2026-03-24,full day,busy,v1.0.0
avl-009419,tec-013,2026-03-25,full day,available,v1.0.0
avl-009420,tec-013,2026-03-26,full day,busy,v1.0.0
avl-009421,tec-013,2026-03-27,full day,busy,v1.0.0
avl-009422,tec-013,2025-03-25,full day,available,v1.0.0
avl-009423,tec-013,2026-03-29,full day,available,v1.0.0
avl-009424,tec-013,2026-03-30,full day,busy,v1.0.0
avl-009425,tec-013,2026-03-31,full day,leave,v1.0.0
avl-009426,tec-013,2026-04-01,full day,available,v1.0.0
avl-009427,tec-013,2026-04-02,full day,available,v1.0.0
avl-009428,tec-013,2026-04-03,full day,available,v1.0.0
avl-009429,tec-013,2026-04-04,full day,available,v1.0.0
avl-009430,tec-013,2026-04-05,full day,available,v1.0.0
avl-009431,tec-013,2026-04-06,full day,busy,v1.0.0
avl-009432,tec-013,2025-03-25,full day,available,v1.0.0
avl-009433,tec-013,2026-04-08,full day,available,v1.0.0
avl-009434,tec-013,2026-04-09,full day,leave,v1.0.0
avl-009435,tec-013,2026-04-10,full day,leave,v1.0.0
avl-009436,tec-013,2026-04-11,full day,busy,v1.0.0
avl-009437,tec-013,2026-04-12,full day,leave,v1.0.0
avl-009438,tec-013,2026-04-13,full day,available,v1.0.0
avl-009439,tec-013,2026-04-14,full day,available,v1.0.0
avl-009440,tec-013,2026-04-15,full day,available,v1.0.0
avl-009441,tec-013,2025-03-25,full day,available,v1.0.0
avl-009442,tec-013,2026-04-17,full day,available,v1.0.0
avl-009443,tec-013,2026-04-18,full day,leave,v1.0.0
avl-009444,tec-013,2026-04-19,full day,available,v1.0.0
avl-009445,tec-013,2026-04-20,full day,busy,v1.0.0
avl-009446,tec-013,2026-04-21,full day,available,v1.0.0
avl-009447,tec-013,2026-04-22,full day,available,v1.0.0
avl-009448,tec-013,2026-04-23,full day,available,v1.0.0
avl-009449,tec-013,2026-04-24,full day,available,v1.0.0
avl-009450,tec-013,2026-04-25,full day,available,v1.0.0
avl-009451,tec-013,2026-04-26,full day,available,v1.0.0
avl-009452,tec-013,2026-04-27,full day,available,v1.0.0
avl-009453,tec-013,2026-04-28,full day,busy,v1.0.0
avl-009454,tec-013,2026-04-29,full day,available,v1.0.0
avl-009455,tec-013,2026-04-30,full day,available,v1.0.0
avl-009456,tec-013,2026-05-01,full day,available,v1.0.0
avl-009457,tec-013,2026-05-02,full day,available,v1.0.0
avl-009458,tec-013,2026-05-03,full day,available,v1.0.0
avl-009459,tec-013,2026-05-04,full day,available,v1.0.0
